"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"350530 Barra Bonita";2175;2444;2620;2878;3167;3198;2949;2944;2840;2623;2115;1717;1348;1076;861;621;558;36134
"350535 Barra do Chapéu";477;528;528;496;468;434;371;341;316;296;238;198;164;145;111;74;64;5249
"350540 Barra do Turvo";769;854;819;737;661;588;517;471;448;425;414;338;315;256;197;119;91;8019
"350550 Barretos";7771;8015;8505;9553;10389;9787;8602;8134;8138;7530;6395;5297;4241;3449;2695;1906;1884;112291
"350560 Barrinha";2530;2685;2570;2723;2923;2795;2317;2041;1842;1516;1175;866;609;479;358;249;217;27895
"350570 Barueri";19763;21991;21706;21859;23562;23311;20568;18779;16905;14289;11390;8261;5347;3508;2394;1597;1548;236778
"350580 Bastos";1582;1718;1727;1802;1806;1723;1575;1623;1575;1402;1150;917;710;598;438;311;304;20961
"350590 Batatais";3797;4246;4506;4725;4988;4883;4204;3905;3969;3792;3377;2749;2034;1682;1353;975;1022;56207
"350600 Bauru";23778;25822;26350;27825;31414;31002;27748;25562;24837;23029;19782;15801;12046;9627;7762;5683;5641;343709
"350610 Bebedouro";5164;5823;6092;6485;6933;6556;5920;5681;5377;5035;4423;3654;2836;2261;1749;1338;1382;76709
"350620 Bento de Abreu";204;214;211;227;239;227;213;215;186;158;132;109;94;78;62;43;41;2653
"350630 Bernardino de Campos";769;835;870;952;875;816;750;745;756;708;622;551;473;408;354;266;259;11009
"350635 Bertioga";4152;4395;4046;3797;4031;4148;3891;3396;2982;2403;1923;1488;1053;739;523;325;278;43570
"350640 Bilac";370;458;505;530;595;579;545;534;502;476;436;366;288;252;206;143;144;6929
"350650 Birigui";7337;7582;7980;8530;9440;9556;9112;8786;8212;7271;6128;4991;3800;2974;2197;1571;1537;107004
"350660 Biritiba-Mirim";2387;2695;2610;2553;2618;2323;2173;1999;1852;1585;1297;1168;935;716;551;340;282;28084
"350670 Boa Esperança do Sul";1139;1245;1253;1232;1257;1195;1057;980;929;819;684;565;403;317;244;176;151;13646
"350680 Bocaina";756;868;849;909;977;975;854;762;750;678;571;474;359;281;253;182;196;10694
"350690 Bofete";742;809;819;767;757;701;667;611;595;565;505;445;398;305;225;146;119;9176
"350700 Boituva";3574;3739;3785;4075;4477;4336;3789;3460;3136;2730;2263;1833;1356;1029;765;521;463;45331
"350710 Bom Jesus dos Perdões";1480;1644;1628;1587;1728;1624;1513;1349;1309;1131;876;701;558;418;301;219;218;18284
"350715 Bom Sucesso de Itararé";350;427;399;355;312;289;285;242;214;172;140;110;84;69;44;27;35;3554
"350720 Borá";56;56;71;83;75;84;63;59;56;57;46;34;22;18;18;11;12;821
"350730 Boracéia";350;341;359;385;381;345;308;301;269;257;216;195;155;122;88;72;67;4211
"350740 Borborema";968;1069;1045;1150;1332;1202;1107;1042;1043;1012;845;697;555;456;392;291;267;14473
"350745 Borebi";188;221;211;205;189;179;182;151;156;132;112;95;56;52;46;37;29;2241
"350750 Botucatu";9069;9564;9712;10248;11415;11050;9849;8868;8565;8116;7101;5823;4434;3496;2861;2207;2306;124684
"350760 Bragança Paulista";9809;11110;11654;12030;13200;12912;11727;10573;10107;9482;8092;6638;5028;3829;3101;2233;2233;143758
"350770 Braúna";359;349;361;398;453;425;367;332;328;308;280;229;202;191;162;103;103;4950
"350775 Brejo Alegre";172;219;214;213;224;234;216;187;164;160;143;113;91;81;45;34;45;2555
"350780 Brodowski";1421;1698;1763;1797;1778;1726;1520;1522;1500;1336;1094;898;708;556;461;327;324;20429
"350790 Brotas";1613;1734;1809;1785;1908;1837;1636;1536;1455;1333;1124;925;750;607;501;362;373;21288
"350800 Buri";1820;1947;1797;1747;1664;1557;1408;1274;1151;1067;848;703;535;439;334;226;201;18718
"350810 Buritama";1123;1054;1142;1284;1291;1262;1193;1162;1147;1031;905;741;654;474;383;234;235;15315
"350820 Buritizal";292;287;307;319;359;350;308;291;270;275;224;202;161;131;104;78;78;4036
"350830 Cabrália Paulista";361;399;415;430;403;370;352;333;305;265;236;191;153;121;96;68;54;4552
"350840 Cabreúva";3572;3907;3793;3755;3878;3748;3393;3060;2721;2206;1741;1380;1005;728;498;362;319;40066
"350850 Caçapava";6497;6736;6869;7158;7843;7675;6860;6280;5951;5437;4634;3749;2780;2102;1485;1058;1066;84180
"350860 Cachoeira Paulista";2295;2370;2387;2545;2729;2651;2277;2081;2102;1986;1695;1395;1049;810;618;470;479;29939
"350870 Caconde";1375;1725;1665;1635;1543;1400;1263;1245;1293;1192;1030;877;735;570;467;326;338;18679
"350880 Cafelândia";1181;1257;1319;1419;1451;1415;1247;1158;1132;1073;983;802;641;538;456;335;345;16752
"350890 Caiabu";275;317;350;367;352;297;287;325;326;274;220;188;160;148;115;87;80;4168
"350900 Caieiras";6897;7515;7557;7593;7961;7594;6999;6821;6353;5426;4285;3177;2167;1399;992;671;625;84032
"350910 Caiuá";326;409;393;426;430;356;347;373;392;328;271;239;182;163;120;77;75;4907
"350920 Cajamar";5435;5828;5751;5843;6192;6001;5469;4876;4199;3587;2697;1986;1363;984;668;417;376;61672
"350925 Cajati";2733;3071;2947;2736;2693;2493;2223;1973;1775;1543;1314;1049;851;692;523;349;316;29281
"350930 Cajobi";619;702;778;904;948;820;706;711;726;646;536;472;366;307;249;175;154;9819
"350940 Cajuru";1796;1985;2066;2111;2149;1923;1720;1617;1557;1410;1187;943;769;630;516;398;373;23150
"350945 Campina do Monte Alegre";454;512;495;494;496;456;413;382;387;328;284;242;189;156;125;88;90;5591
"350950 Campinas";72508;77653;80063;86891;98796;101224;90886;83126;78941;72345;62451;49563;37046;28676;22151;15896;16056;1074272
"350960 Campo Limpo Paulista";5947;6160;6318;6548;7014;6616;5909;5441;5159;4688;4013;3017;2043;1451;1038;716;668;72746
"350970 Campos do Jordão";3813;4423;4413;4309;4372;4286;4020;3744;3446;2960;2420;1791;1299;940;715;477;428;47856
"350980 Campos Novos Paulista";372;397;380;366;385;357;318;320;307;279;228;226;195;145;108;79;77;4539
"350990 Cananéia";1078;1247;1211;1107;1043;1038;936;800;763;720;633;533;445;330;269;204;173;12530
"350995 Canas";423;417;380;396;408;357;298;304;283;272;194;164;115;92;68;46;43;4260
"351000 Cândido Mota";2215;2320;2412;2648;2630;2404;2225;2258;2215;2049;1738;1438;1112;916;768;554;497;30399
"351010 Cândido Rodrigues";146;171;170;223;231;195;180;192;213;202;157;154;137;117;94;66;66;2714
"351015 Canitar";400;455;400;373;395;387;326;295;255;214;196;153;115;99;68;41;37;4209
"351020 Capão Bonito";3879;4595;4470;4374;4273;3983;3644;3322;3075;2693;2337;1948;1557;1201;899;606;555;47411
"351030 Capela do Alto";1371;1634;1585;1610;1570;1460;1335;1247;1129;971;819;668;530;397;290;189;167;16972
"351040 Capivari";3803;3969;4058;4239;4507;4319;3872;3586;3333;2879;2432;1896;1401;1117;875;654;671;47611
"351050 Caraguatatuba";7979;8562;8360;8282;8701;8555;8040;7186;6452;5757;5101;4252;3217;2382;1722;1134;1048;96730
"351060 Carapicuíba";31588;33960;32517;32965;36737;36782;32289;28660;25016;21786;18638;14591;9758;6499;4193;2576;2244;370799
"351070 Cardoso";860;821;891;998;1018;928;810;805;850;828;732;646;564;464;343;233;229;12020
"351080 Casa Branca";1902;2085;2226;2350;2646;2609;2190;2019;2002;1820;1623;1323;1060;839;690;551;584;28519
"351090 Cássia dos Coqueiros";177;220;236;253;220;208;181;197;198;193;165;135;103;92;76;59;52;2765
"351100 Castilho";1403;1363;1480;1511;1490;1437;1353;1293;1229;1121;955;814;639;497;396;270;270;17521
"351110 Catanduva";7291;7519;8164;8987;10047;9753;8788;8546;8389;7770;6848;5571;4411;3708;3072;2289;2231;113384
"351120 Catiguá";506;540;530;589;650;630;577;567;528;470;419;305;235;182;162;124;110;7124
"351130 Cedral";486;523;545;561;654;659;605;589;547;516;455;383;344;283;256;193;183;7782
"351140 Cerqueira César";1360;1460;1453;1555;1494;1370;1266;1225;1167;1064;924;791;636;495;414;288;273;17235
"351150 Cerquilho";2685;2879;2934;3166;3559;3472;3119;2881;2695;2480;2118;1674;1206;944;742;524;483;37561
"351160 Cesário Lange";1174;1209;1263;1285;1420;1413;1303;1120;1007;869;773;682;532;405;293;179;191;15118
"351170 Charqueada";1140;1230;1292;1376;1445;1294;1173;1076;978;879;774;614;479;384;310;214;174;14832
"355720 Chavantes";986;1059;1036;1025;1083;1054;963;875;844;750;699;587;468;360;274;179;176;12418
"351190 Clementina";594;529;550;660;717;604;502;446;440;423;330;254;197;159;133;101;101;6740
"351200 Colina";1207;1366;1409;1579;1679;1476;1299;1271;1261;1165;966;785;632;484;411;288;287;17565
"351210 Colômbia";443;506;555;591;593;539;497;444;428;366;314;263;209;162;101;58;52;6121
"351220 Conchal";1999;2312;2340;2432;2526;2207;1911;1757;1668;1448;1191;975;743;574;427;290;263;25063
"351230 Conchas";1321;1307;1268;1339;1362;1274;1167;1126;1147;1078;901;745;633;503;431;323;333;16258
"351240 Cordeirópolis";1525;1687;1687;1770;1894;1878;1726;1564;1448;1283;1069;859;640;511;411;298;292;20542
"351250 Coroados";397;372;415;445;439;445;403;378;361;331;296;252;169;143;119;80;73;5118
"351260 Coronel Macedo";427;466;477;474;430;379;357;383;377;363;304;235;192;159;123;79;65;5290
"351270 Corumbataí";276;338;335;348;374;326;296;279;281;246;195;180;138;103;86;72;67;3940
"351280 Cosmópolis";4590;4617;4701;4996;5387;5264;4689;4315;4063;3519;2800;2170;1592;1179;871;605;575;55933
"351290 Cosmorama";429;470;518;536;607;576;502;517;538;514;484;445;370;339;238;176;168;7427
"351300 Cotia";16192;17213;16805;16696;18303;18016;16268;14879;13604;12134;9703;7186;4787;3292;2328;1515;1547;190468
"351310 Cravinhos";2325;2630;2695;2783;2958;2789;2494;2312;2229;1998;1701;1332;980;784;619;423;408;31460
"351320 Cristais Paulista";557;644;634;700;713;654;539;503;510;515;420;314;233;181;144;102;104;7467
"351330 Cruzália";152;173;179;189;210;188;170;176;210;195;150;113;86;81;62;48;43;2425
"351340 Cruzeiro";5898;6214;6339;6514;7086;6727;5952;5505;5568;5275;4550;3591;2703;2067;1634;1082;1076;77781
"351350 Cubatão";10008;10704;10324;10658;11465;11244;10025;9360;8783;7411;5873;4241;2929;2175;1478;909;822;118409
"351360 Cunha";1490;1975;2093;2044;1932;1808;1681;1706;1631;1391;1187;1021;907;696;532;349;289;22732
"351370 Descalvado";2054;2269;2401;2629;2939;2696;2399;2291;2196;2060;1781;1467;1135;941;742;590;557;31147
"351380 Diadema";31562;34463;33323;34238;38061;37980;34495;31494;27638;23429;19022;14211;9398;6483;4452;2812;2448;385509
"351385 Dirce Reis";113;95;123;144;134;122;123;131;123;119;99;88;91;86;57;31;29;1708
"351390 Divinolândia";694;826;949;1012;1043;938;885;896;867;835;768;630;478;385;320;222;200;11948
"351400 Dobrada";704;705;734;738;814;787;639;535;506;415;341;280;212;153;114;77;95;7849
"351410 Dois Córregos";2041;1943;2010;2073;2283;2135;1906;1705;1629;1454;1284;1076;851;713;625;476;472;24676
"351420 Dolcinópolis";120;148;153;169;150;167;171;148;152;168;135;122;109;93;77;43;36;2161
"351430 Dourado";560;611;682;713;766;726;655;632;628;598;537;443;341;294;245;187;189;8807
"351440 Dracena";2593;2750;3021;3324;3798;3567;3261;3197;3226;3102;2724;2251;1851;1633;1295;931;925;43449
"351450 Duartina";808;889;943;1024;1091;994;915;905;884;830;759;625;520;438;376;305;295;12601
"351460 Dumont";567;655;648;718;809;702;611;566;549;488;425;317;218;173;146;103;97;7792
"351470 Echaporã";502;544;559;575;576;497;478;452;474;412;346;306;246;212;178;134;123;6614
"351480 Eldorado";1362;1678;1599;1375;1275;1148;986;946;864;745;651;560;490;408;313;214;217;14831
"351490 Elias Fausto";1221;1391;1409;1407;1547;1435;1262;1181;1053;901;759;574;447;358;269;193;178;15585
"351492 Elisiário";209;206;232;241;281;277;265;219;197;175;173;147;111;104;77;59;59;3032
"351495 Embaúba";163;174;173;205;226;216;182;193;186;170;151;122;96;88;63;48;40;2496
"351500 Embu das Artes";20784;23129;22012;21809;23582;23556;20918;18433;15720;13277;11060;8402;5522;3543;2125;1245;1101;236218
"351510 Embu-Guaçu";5189;5987;5818;5643;5902;5602;5070;4550;4178;3705;3102;2444;1820;1328;937;636;591;62502
"351512 Emilianópolis";193;204;232;245;257;224;229;247;239;198;174;155;140;119;89;55;53;3053
"351515 Engenheiro Coelho";1297;1360;1327;1334;1623;1538;1226;1019;926;727;543;441;351;267;205;129;99;14412
"351518 Espírito Santo do Pinhal";2689;3177;3289;3447;3693;3511;3276;3223;3131;2878;2502;2056;1611;1302;1084;821;769;42459
"351519 Espírito Santo do Turvo";373;386;387;416;393;346;312;295;294;257;201;172;117;93;59;35;40;4176
"355730 Estiva Gerbi";743;821;854;901;945;875;789;765;726;675;528;403;285;222;177;120;98;9927
"351520 Estrela d'Oeste";526;573;587;668;742;709;648;632;620;598;490;426;343;305;225;171;149;8412
"351530 Estrela do Norte";220;225;240;253;244;201;192;200;218;177;128;108;83;73;61;47;40;2710
"351535 Euclides da Cunha Paulista";821;970;977;934;883;778;785;733;692;549;460;362;332;281;205;122;108;9992
"351540 Fartura";1154;1219;1256;1367;1362;1245;1105;1078;1109;1019;882;740;620;506;399;268;255;15584
"351560 Fernando Prestes";360;345;375;444;467;436;413;411;395;368;325;316;281;236;186;142;133;5633
"351550 Fernandópolis";3863;4448;4689;5093;5571;5489;4941;4800;4898;4664;4036;3355;2789;2336;1820;1260;1246;65298
"351565 Fernão";108;124;120;125;143;128;121;110;90;92;87;86;72;61;41;25;27;1560
"351570 Ferraz de Vasconcelos";14276;16354;16153;15789;16036;14960;13652;12806;11439;9729;7740;5652;3759;2556;1691;1063;925;164580
"351580 Flora Rica";98;127;159;173;151;125;118;142;143;130;106;102;86;86;66;52;54;1918
"351590 Floreal";118;186;213;227;236;223;208;237;248;234;217;191;161;143;119;97;79;3137
"351600 Flórida Paulista";868;903;989;1079;1221;1180;976;912;872;764;638;553;488;391;334;235;230;12633
"351610 Florínia";205;233;255;235;255;227;216;220;212;185;181;165;129;91;78;47;48;2982
"351620 Franca";23729;26570;26829;27645;28624;27071;24850;23973;23230;20928;17448;14013;10353;7921;5892;4035;3824;316935
"351630 Francisco Morato";14565;16152;15518;15110;15304;13874;11898;10819;9718;8576;7170;5103;3237;2070;1334;794;711;151953
"351640 Franco da Rocha";10431;11562;11502;11728;13443;13039;11147;9480;8273;7294;6345;4895;3209;2091;1443;965;900;127747
"351650 Gabriel Monteiro";169;165;184;201;232;208;213;222;233;200;168;143;127;108;86;67;50;2776
"351660 Gália";482;553;578;612;631;638;544;508;481;470;458;380;322;248;203;160;153;7421
"351670 Garça";3082;3390;3434;3653;3877;3745;3386;3064;3051;2843;2567;2166;1647;1361;1136;865;861;44128
"351680 Gastão Vidigal";336;281;284;347;481;410;292;273;257;237;205;197;169;132;88;66;56;4111
"351685 Gavião Peixoto";344;378;386;440;436;397;353;335;325;242;200;161;126;102;90;65;55;4435
"351690 General Salgado";713;729;804;905;977;840;781;824;866;782;677;573;456;362;299;197;177;10962
"351700 Getulina";708;813;855;901;1002;1108;962;772;711;634;584;470;385;343;262;199;189;10898
"351710 Glicério";357;373;384;370;388;368;361;345;317;292;268;227;174;146;113;74;74;4631
"351720 Guaiçara";842;901;895;963;962;874;817;774;742;646;543;422;337;282;221;143;124;10488
"351730 Guaimbê";452;478;462;493;504;447;385;360;360;332;281;231;209;173;127;94;98;5486
"351740 Guaíra";2716;2882;2918;3092;3486;3336;3066;2897;2719;2443;2092;1760;1337;988;755;494;468;37449
"351750 Guapiaçu";1145;1198;1302;1405;1575;1523;1460;1373;1319;1119;968;784;637;503;379;253;227;17170
"351760 Guapiara";1526;1890;1859;1782;1652;1427;1364;1330;1277;1102;877;771;620;541;405;271;229;18923
"351770 Guará";1769;1872;1741;1731;1809;1844;1568;1403;1293;1180;1022;855;645;471;362;237;239;20041
"351780 Guaraçaí";542;619;628;675;720;679;661;669;653;614;520;453;383;338;267;160;184;8765
"351790 Guaraci";809;775;812;929;922;866;717;698;678;567;499;435;352;279;223;170;144;9875
"351800 Guarani d'Oeste";146;138;145;165;162;157;131;145;151;147;119;93;79;89;72;47;40;2026
"351810 Guarantã";544;608;578;604;606;562;472;432;407;374;371;291;220;164;132;81;83;6529
"351820 Guararapes";2100;2164;2327;2518;2776;2520;2316;2315;2354;2122;1753;1411;1208;996;805;548;557;30790
"351830 Guararema";1842;2223;2273;2261;2279;2244;1989;1825;1745;1531;1340;1124;842;596;468;358;344;25284
"351840 Guaratinguetá";7613;8567;8894;9460;9992;9578;8819;8355;8396;7864;6559;5367;4095;3091;2363;1686;1661;112360
"351850 Guareí";890;1070;1150;1210;1461;1427;1286;1027;908;754;634;501;404;324;260;164;148;13618
"351860 Guariba";2949;3036;3118;3298;3609;3325;2754;2575;2411;2080;1671;1205;909;731;609;397;337;35014
"351870 Guarujá";24346;26532;25805;25686;26765;26117;24156;22568;20866;17961;14624;10998;7966;5900;4237;2793;2540;289860
"351880 Guarulhos";100827;111857;107375;106520;114310;112691;104899;96544;86575;73510;59624;45001;31001;21959;15061;9879;8760;1206393
"351885 Guatapará";592;609;615;641;624;594;505;470;438;440;405;319;224;152;114;99;111;6952
"351890 Guzolândia";372;393;384;400;434;397;349;327;316;309;274;215;176;140;108;71;64;4729
"351900 Herculândia";653;736;734;728;779;727;665;646;601;558;442;347;304;252;210;160;148;8690
"351905 Holambra";753;881;839;849;991;1005;948;843;766;662;555;416;293;197;150;106;104;10358
"351907 Hortolândia";14756;16589;17123;17487;18436;17618;15932;14721;13385;11406;9027;6512;4328;3025;2191;1470;1336;185342
"351910 Iacanga";701;729;771;779;892;865;801;701;659;582;535;466;363;293;229;186;184;9736
"351920 Iacri";485;489;499;562;576;521;462;497;499;461;377;325;266;217;197;124;118;6675
"351925 Iaras";444;498;445;545;512;481;471;425;389;379;309;224;165;106;75;41;37;5546
"351930 Ibaté";2535;2717;2699;2922;3052;2817;2466;2223;2055;1805;1396;1033;791;620;491;296;271;30189
"351940 Ibirá";757;720;776;898;994;904;770;727;731;722;611;509;436;371;307;244;246;10723
"351950 Ibirarema";495;561;569;560;539;506;478;512;472;409;316;296;264;206;167;105;125;6580
"351960 Ibitinga";3650;3809;3973;4521;5025;4677;4186;3909;3837;3484;2869;2364;1848;1491;1174;852;798;52467
"351970 Ibiúna";5757;6673;6457;6413;6629;6125;5511;5038;4782;4201;3427;2969;2271;1811;1289;826;678;70857
"351980 Icém";586;604;593;678;730;670;577;514;498;458;402;324;246;192;150;103;107;7432
"351990 Iepê";562;594;625;642;648;579;547;551;559;499;429;345;303;278;211;151;173;7696
"352000 Igaraçu do Tietê";1807;1928;1958;2138;2269;2088;1951;1876;1851;1554;1208;874;652;548;428;300;254;23684
"352010 Igarapava";2120;2125;2164;2391;2602;2521;2135;1999;1972;1821;1493;1212;1000;850;658;463;477;28003
"352020 Igaratá";689;798;770;761;783;726;674;644;611;558;510;402;311;243;176;117;104;8877
"352030 Iguape";2282;2729;2491;2340;2324;2254;2114;1991;1927;1815;1550;1355;1167;1015;765;512;463;29094
"352042 Ilha Comprida";667;693;705;645;606;595;575;538;609;619;609;534;418;312;216;123;88;8552
"352044 Ilha Solteira";1602;1738;1928;2009;2121;2053;2047;2040;1928;1805;1603;1378;1086;836;552;335;270;25331
"352040 Ilhabela";2260;2444;2328;2335;2670;2650;2385;2088;1874;1520;1194;930;671;507;359;245;224;26684
"352050 Indaiatuba";13800;15023;15343;16473;18155;17905;16031;14866;14055;12450;10317;7987;5782;4388;3263;2253;2150;190241
"352060 Indiana";324;357;389;449;438;409;386;367;357;314;267;233;205;162;129;95;87;4968
"352070 Indiaporã";229;257;273;309;354;306;282;278;273;300;267;231;209;169;117;88;97;4039
"352080 Inúbia Paulista";242;273;280;306;318;294;273;270;260;234;207;157;136;120;101;78;73;3622
"352090 Ipaussu";1166;1158;1159;1146;1232;1133;1040;953;904;842;704;599;482;391;302;224;218;13653
"352100 Iperó";2217;2286;2316;2430;2684;2571;2184;1825;1729;1565;1271;967;654;486;351;264;239;26039
"352110 Ipeúna";481;496;514;506;537;515;454;407;372;314;272;216;173;147;116;70;72;5662
"352115 Ipiguá";295;324;335;344;350;348;339;311;312;276;247;230;179;139;105;70;72;4276
"352120 Iporanga";397;481;454;444;405;366;313;269;250;236;208;153;136;129;108;70;57;4476
"352130 Ipuã";1090;1227;1156;1242;1370;1310;1166;1021;914;822;676;562;400;300;244;166;139;13805
"352140 Iracemápolis";1416;1475;1480;1686;1895;1786;1548;1483;1449;1310;1023;768;570;445;354;260;229;19177
