"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"350450 Avaré";6312;6572;6565;7219;7650;7393;6526;5897;5648;5190;4471;3613;2690;2227;1755;1320;1236;82284
"350460 Bady Bassitt";972;1143;1068;1119;1157;1211;1222;1147;1026;901;754;567;445;380;284;184;162;13742
"350470 Balbinos";126;116;189;329;431;396;269;219;165;147;135;83;59;71;53;37;29;2854
"350480 Bálsamo";519;526;555;614;679;649;597;634;633;550;481;398;342;286;238;171;152;8024
"350490 Bananal";852;880;857;829;877;861;740;735;707;632;515;481;364;309;242;169;205;10255
"350500 Barão de Antonina";262;279;234;266;249;233;193;185;213;211;181;145;121;102;79;57;50;3060
"350510 Barbosa";528;593;589;557;556;508;463;477;434;386;330;275;219;207;138;97;90;6447
"350520 Bariri";2244;2524;2338;2528;2712;2450;2210;2146;2207;2071;1763;1392;1178;1008;868;674;679;30992
"350530 Barra Bonita";2227;2513;2645;2943;3238;3238;2927;2992;2819;2564;2032;1666;1302;1058;833;607;531;36135
"350535 Barra do Chapéu";487;534;502;501;486;438;368;326;312;291;226;190;161;143;107;72;63;5207
"350540 Barra do Turvo";793;874;785;747;699;614;512;468;449;421;414;323;318;247;185;117;85;8051
"350550 Barretos";7887;8086;8531;9787;10444;9630;8385;8100;8157;7336;6168;5120;4110;3396;2600;1896;1803;111436
"350560 Barrinha";2533;2726;2544;2774;2882;2712;2237;1999;1808;1468;1109;828;578;474;352;240;202;27466
"350570 Barueri";19879;22515;21378;22130;23447;22942;20138;18633;16468;13833;10899;7763;4915;3341;2272;1559;1405;233517
"350580 Bastos";1621;1756;1734;1818;1831;1746;1587;1664;1561;1364;1108;883;676;598;420;306;289;20962
"350590 Batatais";3838;4297;4517;4729;4993;4839;4072;3922;3945;3746;3273;2646;1930;1671;1315;950;975;55658
"350600 Bauru";24135;26177;26257;28300;31637;30541;27182;25482;24748;22579;19140;15143;11550;9458;7569;5573;5351;340822
"350610 Bebedouro";5275;5978;6111;6627;7058;6542;5875;5694;5356;4994;4292;3550;2714;2226;1691;1339;1319;76641
"350620 Bento de Abreu";207;217;204;229;244;218;211;215;178;156;129;103;93;80;60;41;40;2625
"350630 Bernardino de Campos";786;859;866;951;875;832;748;749;764;683;614;536;470;401;357;262;244;10997
"350635 Bertioga";4071;4330;3806;3762;3885;4047;3731;3236;2853;2275;1797;1371;954;683;496;310;248;41855
"350640 Bilac";374;464;497;525;601;569;545;528;487;466;423;350;277;249;204;137;137;6833
"350650 Birigui";7400;7674;7927;8581;9481;9451;9012;8714;8009;7046;5887;4776;3636;2865;2106;1542;1447;105554
"350660 Biritiba-Mirim";2403;2725;2549;2565;2637;2275;2173;1960;1811;1515;1258;1138;875;698;521;322;265;27690
"350670 Boa Esperança do Sul";1154;1278;1236;1240;1265;1177;1035;988;915;790;668;537;384;305;249;173;141;13535
"350680 Bocaina";761;874;830;916;985;955;830;751;737;655;558;451;343;283;249;180;193;10551
"350690 Bofete";744;799;791;753;768;696;654;598;577;560;480;410;378;279;212;142;112;8953
"350700 Boituva";3539;3699;3694;4104;4394;4153;3601;3360;3019;2616;2145;1725;1261;990;724;507;435;43966
"350710 Bom Jesus dos Perdões";1461;1613;1581;1564;1718;1537;1468;1280;1277;1068;796;678;519;394;287;211;207;17659
"350715 Bom Sucesso de Itararé";352;444;389;343;320;290;288;233;207;167;134;103;80;68;39;28;34;3519
"350720 Borá";56;58;73;83;79;80;61;57;58;56;42;34;23;17;18;12;12;819
"350730 Boracéia";352;347;354;385;374;335;306;297;264;253;211;192;146;121;84;74;63;4158
"350740 Borborema";982;1067;1034;1174;1339;1179;1088;1043;1042;990;813;668;535;450;385;289;257;14335
"350745 Borebi";188;227;202;201;184;183;184;150;152;124;110;87;53;50;47;35;28;2205
"350750 Botucatu";9137;9595;9553;10357;11470;10819;9530;8703;8470;7948;6849;5555;4219;3408;2807;2167;2195;122782
"350760 Bragança Paulista";9879;11290;11464;12078;13288;12760;11362;10340;9980;9279;7737;6413;4707;3702;3009;2200;2098;141586
"350770 Braúna";362;351;351;402;449;414;363;325;324;309;270;219;204;189;159;99;96;4886
"350775 Brejo Alegre";174;221;206;216;229;238;206;184;159;162;141;107;89;76;42;36;42;2528
"350780 Brodowski";1421;1700;1730;1780;1751;1701;1475;1513;1477;1289;1049;855;685;538;447;323;302;20036
"350790 Brotas";1622;1755;1791;1767;1920;1814;1591;1518;1438;1302;1075;897;724;588;499;349;366;21016
"350800 Buri";1853;1957;1743;1762;1699;1573;1399;1252;1148;1055;815;683;513;431;321;220;193;18617
"350810 Buritama";1140;1067;1139;1305;1287;1249;1190;1147;1142;1000;869;722;625;455;368;224;227;15156
"350820 Buritizal";297;289;311;320;364;342;300;289;266;276;215;196;150;130;98;80;74;3997
"350830 Cabrália Paulista";371;406;422;433;420;367;361;334;302;265;229;188;146;119;96;67;51;4577
"350840 Cabreúva";3561;3935;3726;3754;3813;3632;3342;2996;2628;2086;1671;1313;942;699;487;347;294;39226
"350850 Caçapava";6582;6814;6788;7254;7966;7591;6727;6192;5899;5315;4466;3608;2615;2031;1420;1028;1005;83301
"350860 Cachoeira Paulista";2329;2383;2360;2579;2777;2637;2195;2056;2117;1942;1624;1343;994;783;609;462;454;29644
"350870 Caconde";1406;1764;1625;1649;1571;1422;1256;1273;1295;1166;1004;857;699;565;448;322;330;18652
"350880 Cafelândia";1200;1292;1306;1433;1467;1421;1221;1144;1122;1062;965;766;621;534;444;330;336;16664
"350890 Caiabu";281;328;353;372;345;296;296;337;323;260;212;182;158;149;111;89;74;4166
"350900 Caieiras";6918;7596;7381;7627;7963;7461;6827;6777;6177;5187;4075;2994;2009;1323;953;654;589;82511
"350910 Caiuá";332;412;372;431;435;353;357;364;397;292;263;225;173;160;110;72;75;4823
"350920 Cajamar";5416;5888;5649;5880;6083;5803;5303;4770;4078;3459;2525;1868;1298;941;640;397;355;60353
"350925 Cajati";2798;3147;2875;2767;2821;2555;2182;1960;1769;1511;1289;1004;846;679;507;335;300;29345
"350930 Cajobi";631;696;797;927;950;784;699;719;737;622;520;464;349;303;239;171;148;9756
"350940 Cajuru";1810;2017;2045;2101;2147;1902;1693;1607;1530;1375;1138;911;737;624;503;396;350;22886
"350945 Campina do Monte Alegre";462;515;485;505;502;452;414;382;387;313;282;227;177;158;120;88;84;5553
"350950 Campinas";73281;79280;79777;88890;98356;99012;88540;82774;78218;71347;60347;47575;35343;28119;21345;15642;15109;1062955
"350960 Campo Limpo Paulista";5991;6220;6262;6587;7044;6482;5798;5333;5093;4581;3873;2825;1901;1393;985;702;638;71708
"350970 Campos do Jordão";3865;4537;4359;4326;4407;4293;3995;3729;3376;2867;2309;1705;1229;929;691;467;403;47487
"350980 Campos Novos Paulista";377;396;368;366;404;350;310;326;304;266;226;222;194;135;109;77;72;4502
"350990 Cananéia";1106;1283;1170;1114;1081;1080;914;787;774;716;612;510;438;314;265;199;167;12530
"350995 Canas";422;418;365;401;407;344;291;307;273;262;184;155;113;88;69;42;42;4183
"351000 Cândido Mota";2260;2384;2405;2722;2606;2404;2220;2307;2204;2003;1676;1391;1067;899;763;532;479;30322
"351010 Cândido Rodrigues";149;170;174;232;221;195;180;197;217;196;145;163;130;118;93;63;64;2707
"351015 Canitar";403;439;380;376;405;380;308;286;257;198;197;144;107;99;63;39;40;4121
"351020 Capão Bonito";3968;4695;4411;4429;4395;4048;3615;3304;3064;2647;2291;1905;1497;1167;869;598;532;47435
"351030 Capela do Alto";1379;1636;1541;1623;1551;1444;1289;1230;1095;936;788;643;486;385;271;186;163;16646
"351040 Capivari";3823;3970;4038;4261;4475;4265;3760;3565;3247;2785;2325;1803;1340;1098;857;650;637;46899
"351050 Caraguatatuba";7989;8580;8103;8271;8728;8443;7803;6996;6215;5605;4894;4002;3000;2243;1630;1085;980;94567
"351060 Carapicuíba";32059;34601;32138;33618;37143;36481;31785;28341;24487;21475;18219;13935;9155;6212;3949;2502;2073;368173
"351070 Cardoso";883;824;896;1028;1033;933;798;814;855;820;702;622;556;448;330;233;218;11993
"351080 Casa Branca";1936;2117;2233;2405;2670;2552;2115;2035;1988;1793;1590;1264;1028;825;683;572;551;28357
"351090 Cássia dos Coqueiros";182;223;241;250;231;208;186;201;203;189;165;126;103;94;75;59;50;2786
"351100 Castilho";1414;1367;1452;1503;1481;1457;1325;1255;1201;1081;907;778;608;481;385;266;257;17218
"351110 Catanduva";7400;7699;8206;9152;10162;9598;8641;8588;8273;7626;6654;5341;4253;3698;2973;2260;2121;112645
"351120 Catiguá";513;543;531;602;656;609;570;579;515;452;413;288;220;184;161;123;105;7064
"351130 Cedral";490;518;533;566;655;664;578;587;526;512;433;375;328;281;250;189;171;7656
"351140 Cerqueira César";1370;1448;1437;1542;1479;1365;1246;1212;1160;1037;891;768;617;485;397;285;257;16996
"351150 Cerquilho";2676;2898;2822;3205;3500;3371;2972;2822;2616;2403;2020;1568;1124;910;706;514;441;36568
"351160 Cesário Lange";1174;1226;1248;1303;1388;1371;1271;1089;994;838;760;667;495;393;272;173;192;14854
"351170 Charqueada";1147;1242;1289;1389;1429;1254;1153;1046;978;850;751;592;454;378;304;206;165;14627
"355720 Chavantes";1010;1095;1014;1036;1121;1048;967;870;844;738;690;577;451;346;264;181;166;12418
"351190 Clementina";590;517;563;679;672;558;483;438;431;417;316;241;186;164;131;100;91;6577
"351200 Colina";1229;1392;1403;1626;1683;1447;1288;1281;1258;1133;940;765;604;472;408;283;275;17487
"351210 Colômbia";451;518;562;601;606;536;490;439;434;354;306;259;202;155;96;55;50;6114
"351220 Conchal";2017;2363;2335;2465;2496;2130;1866;1764;1641;1418;1147;948;712;562;403;290;246;24803
"351230 Conchas";1341;1304;1234;1364;1366;1265;1153;1141;1147;1057;853;720;618;482;423;325;322;16115
"351240 Cordeirópolis";1531;1695;1667;1796;1858;1837;1679;1534;1424;1258;1020;825;605;502;403;288;273;20195
"351250 Coroados";399;378;413;448;434;449;391;363;359;322;282;242;156;142;117;74;67;5036
"351260 Coronel Macedo";444;484;472;487;440;389;365;393;391;356;291;227;186;160;119;76;63;5343
"351270 Corumbataí";284;342;320;361;383;325;295;275;284;243;186;179;129;99;85;75;65;3930
"351280 Cosmópolis";4566;4524;4625;5036;5306;5074;4487;4225;3950;3367;2669;2069;1510;1126;841;594;542;54511
"351290 Cosmorama";442;475;516;559;628;550;503;530;538;512;477;440;357;349;219;178;165;7438
"351300 Cotia";16147;17105;16152;16688;18464;17550;15563;14413;13068;11738;9165;6693;4395;3119;2217;1456;1413;185346
"351310 Cravinhos";2353;2671;2668;2813;2962;2729;2453;2295;2212;1968;1621;1286;925;771;599;418;382;31126
"351320 Cristais Paulista";564;648;628;708;721;641;518;495;516;510;393;291;222;174;137;104;96;7366
"351330 Cruzália";157;185;178;193;215;198;171;186;215;187;147;105;87;82;59;48;43;2456
"351340 Cruzeiro";6009;6343;6303;6580;7228;6697;5806;5523;5598;5187;4401;3451;2576;2023;1576;1052;1040;77393
"351350 Cubatão";10133;10800;10243;10844;11472;11052;9853;9444;8675;7200;5620;4004;2816;2120;1403;884;774;117337
"351360 Cunha";1533;2027;2104;2039;2014;1854;1704;1741;1612;1353;1154;1006;896;660;521;349;269;22836
"351370 Descalvado";2087;2326;2392;2683;2976;2634;2370;2270;2188;2013;1726;1410;1091;929;722;586;520;30923
"351380 Diadema";31967;35186;32978;34946;38025;37461;34158;31477;26973;22877;18314;13527;8755;6295;4228;2707;2289;382163
"351385 Dirce Reis";114;93;129;147;133;125;123;134;121;115;94;89;89;86;50;30;29;1701
"351390 Divinolândia";714;862;975;1017;1075;940;895;910;869;839;765;596;456;381;314;220;190;12018
"351400 Dobrada";707;705;735;748;798;768;617;534;504;401;336;273;201;149;107;79;92;7754
"351410 Dois Córregos";2057;1955;2013;2083;2286;2077;1865;1688;1619;1416;1255;1053;813;719;623;466;458;24446
"351420 Dolcinópolis";124;147;154;171;149;185;165;149;156;166;132;116;111;91;74;40;35;2165
"351430 Dourado";573;620;703;707;774;728;655;635;635;591;521;438;317;301;236;187;181;8802
"351440 Dracena";2649;2787;3035;3379;3877;3508;3205;3177;3212;3054;2624;2171;1800;1638;1242;915;885;43158
"351450 Duartina";829;896;962;1032;1118;999;912;920;877;822;745;596;507;436;372;309;283;12615
"351460 Dumont";566;652;634;730;794;656;587;563;541;476;408;293;206;171;145;99;90;7611
"351470 Echaporã";517;576;555;582;588;498;493;462;486;394;342;297;235;214;179;125;116;6659
"351480 Eldorado";1388;1723;1525;1361;1334;1170;972;952;851;720;641;543;482;392;303;209;208;14774
"351490 Elias Fausto";1238;1414;1389;1434;1536;1415;1239;1173;1016;885;718;546;423;351;254;195;169;15395
"351492 Elisiário";209;213;232;242;271;270;258;205;194;173;171;138;105;108;71;61;57;2978
"351495 Embaúba";167;172;176;214;228;210;180;204;183;168;152;118;93;89;59;49;37;2499
"351500 Embu das Artes";20935;23608;21446;21946;23770;23354;20355;18096;15148;13023;10661;7998;5118;3304;1978;1193;1015;232948
"351510 Embu-Guaçu";5266;6070;5627;5697;5981;5612;4988;4493;4121;3639;2966;2361;1730;1269;898;621;563;61902
"351512 Emilianópolis";197;203;237;244;259;227;231;245;241;186;171;156;138;116;84;51;53;3039
"351515 Engenheiro Coelho";1271;1338;1285;1321;1555;1435;1168;994;883;665;517;422;339;260;195;123;87;13858
"351518 Espírito Santo do Pinhal";2738;3279;3259;3497;3714;3504;3274;3238;3092;2839;2412;1999;1537;1304;1061;819;729;42295
"351519 Espírito Santo do Turvo";377;381;387;428;386;335;303;297;298;245;193;164;110;89;54;35;37;4119
"355730 Estiva Gerbi";748;840;848;918;941;853;785;755;721;656;501;375;267;220;168;119;92;9807
"351520 Estrela d'Oeste";541;581;588;697;748;703;645;638;628;593;465;422;322;318;211;171;141;8412
"351530 Estrela do Norte";224;233;243;250;240;202;195;205;219;166;120;109;79;72;62;47;39;2705
"351535 Euclides da Cunha Paulista";843;1007;968;943;911;798;805;735;683;528;451;344;339;275;198;116;103;10047
"351540 Fartura";1181;1246;1239;1390;1391;1242;1099;1090;1113;1005;846;714;606;487;394;257;245;15545
"351560 Fernando Prestes";366;347;378;458;467;435;413;414;385;366;321;314;275;235;180;138;128;5620
"351550 Fernandópolis";3941;4537;4695;5158;5634;5519;4906;4815;4867;4607;3883;3227;2737;2292;1756;1220;1171;64965
"351565 Fernão";112;124;117;129;147;128;117;107;86;92;84;89;66;61;39;25;24;1547
"351570 Ferraz de Vasconcelos";14336;16688;15783;15807;15919;14626;13457;12705;11108;9457;7367;5295;3510;2444;1579;1044;866;161991
"351580 Flora Rica";103;135;158;179;159;130;126;153;139;125;108;104;84;86;68;51;49;1957
"351590 Floreal";122;187;223;226;239;226;216;250;249;231;211;190;155;144;113;100;74;3156
"351600 Flórida Paulista";884;914;993;1125;1203;1118;914;896;858;742;612;554;470;391;329;230;226;12459
"351610 Florínia";212;238;262;232;269;231;220;231;209;181;180;166;120;89;75;47;47;3009
"351620 Franca";24001;26960;26716;27871;28327;26753;24643;24065;23023;20404;16796;13524;9769;7759;5654;3918;3591;313774
"351630 Francisco Morato";14688;16454;15134;15229;15323;13562;11553;10741;9490;8465;6878;4729;3007;1923;1259;765;670;149870
"351640 Franco da Rocha";10456;11682;11290;11856;13371;12663;10717;9232;8027;7183;6148;4635;2945;2006;1383;954;868;125416
"351650 Gabriel Monteiro";174;167;188;206;240;201;226;227;223;197;161;138;124;108;83;67;46;2776
"351660 Gália";499;581;584;628;658;647;540;504;487;483;440;377;313;246;204;159;147;7497
"351670 Garça";3147;3476;3419;3722;3933;3807;3322;3071;3033;2827;2513;2083;1581;1361;1117;875;818;44105
"351680 Gastão Vidigal";343;280;288;374;454;370;277;281;253;234;202;196;166;128;82;68;55;4051
"351685 Gavião Peixoto";346;380;392;452;427;392;354;334;324;228;193;154;119;106;86;65;52;4404
"351690 General Salgado";729;749;818;930;985;836;780;849;873;761;657;557;439;357;288;195;167;10970
"351700 Getulina";724;825;860;928;1009;1096;921;759;715;625;573;462;373;345;256;200;183;10854
"351710 Glicério";364;380;373;365;402;367;365;344;315;289;262;219;167;145;114;73;71;4615
"351720 Guaiçara";848;916;876;990;947;850;807;770;727;623;519;398;327;281;207;142;114;10342
"351730 Guaimbê";461;489;454;502;512;439;382;359;354;329;275;221;210;162;124;91;98;5462
"351740 Guaíra";2757;2914;2881;3178;3557;3283;3014;2896;2675;2394;2019;1707;1273;949;730;480;451;37158
"351750 Guapiaçu";1145;1192;1291;1423;1526;1502;1434;1354;1277;1069;933;744;608;490;354;243;212;16797
"351760 Guapiara";1577;1942;1828;1804;1744;1468;1390;1354;1280;1069;848;764;602;543;391;261;212;19077
"351770 Guará";1801;1873;1728;1744;1835;1849;1529;1402;1289;1167;1004;829;613;459;352;237;228;19939
"351780 Guaraçaí";558;635;622;704;728;698;675;677;657;598;514;437;379;337;251;155;179;8804
"351790 Guaraci";814;775;815;949;910;841;694;703;661;552;487;424;336;273;220;167;140;9761
"351800 Guarani d'Oeste";150;138;143;172;164;159;127;151;149;146;114;90;81;92;70;46;36;2028
"351810 Guarantã";556;621;569;624;615;558;463;428;404;378;367;280;210;157;131;81;75;6517
"351820 Guararapes";2137;2189;2327;2572;2800;2490;2300;2339;2358;2042;1688;1357;1180;983;772;530;539;30603
"351830 Guararema";1854;2239;2221;2267;2293;2217;1941;1804;1698;1480;1310;1078;782;569;461;351;325;24890
"351840 Guaratinguetá";7735;8741;8867;9550;10089;9528;8754;8307;8387;7697;6293;5177;3903;2987;2293;1670;1559;111537
"351850 Guareí";899;1096;1161;1248;1421;1307;1163;962;866;723;604;472;394;319;251;162;142;13190
"351860 Guariba";2967;3068;3131;3357;3591;3189;2675;2576;2373;2010;1598;1139;873;738;592;376;317;34570
"351870 Guarujá";24664;27023;25340;25877;26958;25993;23925;22478;20547;17504;14003;10451;7570;5743;4014;2730;2372;287192
"351880 Guarulhos";101814;113521;105085;107915;114320;110868;103270;95880;84460;71711;57203;42807;29174;21269;14267;9621;8143;1191328
"351885 Guatapará";604;606;612;647;633;585;493;462;443;444;387;306;203;147;114;104;101;6891
"351890 Guzolândia";377;395;380;400;443;392;339;324;317;312;260;199;171;139;101;70;63;4682
"351900 Herculândia";661;735;735;724;797;720;651;652;590;554;409;341;293;249;208;158;140;8617
"351905 Holambra";741;861;801;823;993;994;915;802;721;629;509;381;267;184;143;101;95;9960
"351907 Hortolândia";14766;16820;16948;17611;18048;17078;15420;14457;12991;10991;8530;6064;4041;2875;2092;1421;1221;181374
"351910 Iacanga";705;731;760;772;893;854;773;681;649;556;525;441;352;284;224;189;175;9564
"351920 Iacri";500;497;505;578;586;524;466;511;501;455;372;316;257;213;191;120;114;6706
"351925 Iaras";443;514;431;504;516;448;435;380;350;349;271;199;144;99;68;37;36;5224
"351930 Ibaté";2552;2761;2669;3005;2983;2718;2393;2214;2026;1738;1333;977;761;621;463;290;257;29761
"351940 Ibirá";766;726;778;924;974;856;739;734;722;721;578;494;423;363;302;246;231;10577
"351950 Ibirarema";497;563;556;551;540;498;469;530;442;392;300;295;259;202;163;97;123;6477
"351960 Ibitinga";3679;3850;3958;4607;4998;4565;4091;3862;3803;3366;2751;2282;1777;1466;1140;840;773;51808
"351970 Ibiúna";5842;6762;6273;6492;6793;6050;5442;4964;4752;4067;3307;2867;2134;1758;1232;787;636;70158
"351980 Icém";592;610;588;707;717;650;560;509;490;453;398;307;236;190;146;101;107;7361
"351990 Iepê";572;609;623;635;661;573;543;561;555;482;414;329;302;276;205;148;167;7655
"352000 Igaraçu do Tietê";1841;1967;1970;2184;2271;2079;1948;1909;1834;1502;1141;830;625;545;422;289;240;23597
"352010 Igarapava";2154;2136;2176;2455;2572;2455;2077;2012;1979;1784;1435;1179;982;848;639;456;452;27791
"352020 Igaratá";701;807;755;770;802;727;668;645;599;556;504;375;296;233;169;116;97;8820
"352030 Iguape";2336;2721;2397;2328;2466;2324;2121;1969;1912;1774;1501;1306;1146;984;713;500;442;28940
"352042 Ilha Comprida";676;681;652;637;633;599;573;534;609;600;580;498;374;285;195;117;81;8324
"352044 Ilha Solteira";1637;1800;1929;1981;2126;2139;2106;2024;1883;1778;1560;1340;1030;813;510;318;239;25213
"352040 Ilhabela";2243;2421;2264;2353;2648;2567;2283;2031;1803;1438;1133;874;637;483;337;240;207;25962
"352050 Indaiatuba";13699;14985;15072;16526;17846;17246;15304;14527;13605;11896;9799;7486;5394;4231;3064;2213;1995;184888
"352060 Indiana";334;371;392;466;431;415;382;371;354;307;260;226;204;158;127;93;84;4975
"352070 Indiaporã";238;259;279;318;362;306;282;285;272;309;252;227;207;163;112;90;91;4052
"352080 Inúbia Paulista";246;280;270;317;310;293;268;272;261;224;199;150;136;117;99;77;71;3590
"352090 Ipaussu";1183;1176;1136;1158;1223;1135;1018;934;910;816;687;589;467;375;299;224;208;13538
"352100 Iperó";2188;2241;2225;2453;2603;2417;2054;1738;1689;1497;1190;891;607;457;321;262;239;25072
"352110 Ipeúna";477;483;508;492;528;500;432;390;361;304;262;201;169;147;104;71;69;5498
"352115 Ipiguá";294;327;330;344;341;353;324;306;305;265;238;219;168;133;95;69;68;4179
"352120 Iporanga";408;500;439;448;428;375;306;264;252;236;199;147;139;130;107;63;57;4498
"352130 Ipuã";1096;1205;1137;1268;1353;1271;1131;1002;904;797;661;546;373;302;235;162;135;13578
"352140 Iracemápolis";1412;1462;1449;1731;1869;1689;1492;1451;1435;1273;953;727;555;425;342;257;214;18736
