"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"350350 Areias";303;353;363;339;298;276;286;267;261;228;210;149;121;107;84;50;82;3777
"350360 Areiópolis";876;1006;1013;1012;1100;949;853;858;748;623;496;384;288;229;168;110;97;10810
"350370 Ariranha";628;613;658;662;794;768;694;664;598;540;493;422;327;230;218;188;154;8651
"350380 Artur Nogueira";3367;3592;3777;3701;4188;4231;3740;3420;3134;2770;2264;1791;1388;1015;739;537;520;44174
"350390 Arujá";5904;6739;7045;6678;6736;6742;6291;5663;5405;4756;4137;3224;2146;1394;963;678;695;75196
"350395 Aspásia";101;122;134;151;146;117;116;141;161;141;118;105;92;82;56;36;39;1858
"350400 Assis";6392;6362;6977;7497;8557;8217;7721;7040;7020;6735;6032;4987;3883;3050;2445;1845;1938;96698
"350410 Atibaia";8930;9904;10508;10316;11136;11014;10383;9540;8988;8579;7359;5935;4679;3673;2852;2076;2328;128200
"350420 Auriflama";844;945;1031;1244;1228;1140;1102;1051;1120;1033;868;730;634;505;419;297;291;14482
"350430 Avaí";376;408;469;494;421;369;366;354;339;329;280;242;190;135;116;74;83;5045
"350440 Avanhandava";868;857;969;998;1316;1118;905;821;775;657;560;425;355;245;201;143;130;11343
"350450 Avaré";6074;6319;6630;6850;7577;7396;7036;6127;5675;5399;4853;4082;3164;2359;1911;1402;1476;84330
"350460 Bady Bassitt";980;1056;1176;1141;1174;1230;1293;1246;1138;991;881;666;518;411;342;216;202;14661
"350470 Balbinos";102;102;124;171;572;718;567;345;218;163;133;104;62;59;46;37;35;3558
"350480 Bálsamo";503;484;574;598;647;664;648;611;641;627;509;461;364;311;259;184;194;8279
"350490 Bananal";809;817;906;847;812;819;800;725;712;674;579;494;428;317;263;191;230;10423
"350500 Barão de Antonina";251;276;279;252;241;203;226;190;200;218;206;163;134;109;92;57;63;3160
"350510 Barbosa";513;558;624;565;565;492;496;453;470;437;365;305;258;203;161;112;103;6680
"350520 Bariri";2174;2410;2556;2449;2655;2642;2353;2180;2187;2186;1947;1594;1274;1050;892;706;781;32036
"350530 Barra Bonita";2091;2290;2563;2769;3003;3084;2997;2860;2864;2724;2277;1819;1458;1125;918;661;630;36133
"350535 Barra do Chapéu";464;504;579;492;425;422;378;370;324;303;263;212;172;151;121;83;71;5334
"350540 Barra do Turvo";728;807;880;721;580;531;526;481;445;431;412;370;315;278;220;126;104;7955
"350550 Barretos";7614;7809;8441;9167;10157;10006;9064;8253;8067;7878;6829;5644;4550;3595;2893;1969;2106;114042
"350560 Barrinha";2554;2590;2626;2635;2980;2933;2486;2137;1903;1606;1306;943;682;493;373;270;256;28773
"350570 Barueri";19746;20790;22360;21517;23582;23856;21518;19204;17727;15135;12345;9261;6287;3881;2653;1710;1884;243456
"350580 Bastos";1519;1630;1711;1770;1740;1664;1555;1551;1595;1473;1231;985;785;606;475;326;344;20960
"350590 Batatais";3753;4107;4472;4753;4932;4931;4484;3893;4002;3862;3573;2954;2265;1724;1431;1049;1147;57332
"350600 Bauru";23289;24906;26504;27106;30654;31645;28969;25877;24916;23799;20999;17109;13187;10073;8164;6026;6396;349619
"350610 Bebedouro";4988;5466;6042;6253;6608;6517;6028;5689;5395;5088;4669;3856;3110;2354;1869;1364;1554;76850
"350620 Bento de Abreu";200;205;224;219;227;243;220;217;201;163;141;121;96;78;67;47;43;2712
"350630 Bernardino de Campos";743;779;876;946;868;778;756;743;739;752;634;581;484;428;348;281;298;11034
"350635 Bertioga";4362;4521;4536;3900;4286;4318;4228;3738;3235;2653;2173;1722;1266;859;581;359;346;47083
"350640 Bilac";365;443;519;542;588;589;546;548;527;491;459;398;317;260;211;161;162;7126
"350650 Birigui";7283;7338;8074;8502;9265;9689;9340;8987;8584;7681;6592;5420;4176;3227;2386;1665;1765;109974
"350660 Biritiba-Mirim";2377;2615;2732;2550;2567;2398;2181;2087;1925;1718;1372;1227;1067;760;610;381;323;28890
"350670 Boa Esperança do Sul";1122;1165;1286;1229;1228;1220;1104;973;950;875;714;621;445;346;234;186;176;13874
"350680 Bocaina";753;852;886;903;959;991;906;788;774;722;595;518;396;281;261;193;208;10986
"350690 Bofete";745;824;875;797;731;702;698;642;630;574;551;515;442;359;252;158;137;9632
"350700 Boituva";3684;3796;3969;4057;4619;4664;4183;3687;3365;2942;2492;2046;1564;1119;852;559;530;48128
"350710 Bom Jesus dos Perdões";1532;1691;1745;1648;1737;1785;1607;1494;1366;1250;1032;747;644;470;330;237;248;19563
"350715 Bom Sucesso de Itararé";349;391;421;382;296;285;281;259;228;182;148;124;92;71;52;26;38;3625
"350720 Borá";56;50;67;83;65;91;69;60;54;57;53;35;24;19;18;11;12;824
"350730 Boracéia";348;330;369;391;381;361;312;311;280;265;225;200;176;126;96;70;79;4320
"350740 Borborema";948;1065;1068;1113;1289;1245;1147;1046;1041;1052;905;756;602;473;406;302;295;14753
"350745 Borebi";191;207;220;213;199;171;180;157;164;148;116;111;62;58;43;41;33;2314
"350750 Botucatu";9026;9426;10021;10115;11196;11407;10521;9252;8723;8406;7584;6354;4921;3715;2977;2333;2601;128578
"350760 Bragança Paulista";9764;10665;12025;12034;12896;13113;12499;11104;10324;9838;8781;7088;5734;4128;3293;2347;2572;148205
"350770 Braúna";355;341;381;390;456;444;374;348;336;305;300;251;200;195;169;116;120;5081
"350775 Brejo Alegre";168;211;227;209;213;223;242;195;175;156;145;123;97;91;51;32;52;2610
"350780 Brodowski";1433;1681;1828;1843;1822;1760;1615;1551;1542;1423;1182;985;762;596;490;343;378;21234
"350790 Brotas";1610;1680;1844;1835;1864;1863;1732;1582;1482;1386;1220;981;812;653;505;395;400;21844
"350800 Buri";1776;1912;1901;1729;1580;1512;1429;1328;1151;1083;910;744;586;460;360;241;223;18925
"350810 Buritama";1103;1018;1146;1236;1286;1277;1204;1200;1155;1088;976;781;720;519;416;258;259;15642
"350820 Buritizal";286;279;300;316;349;364;325;295;278;269;241;214;186;134;115;75;89;4115
"350830 Cabrália Paulista";343;383;403;428;363;373;336;333;309;264;248;197;166;126;97;70;62;4501
"350840 Cabreúva";3635;3828;3920;3790;3972;3955;3515;3214;2896;2433;1876;1515;1144;798;519;399;379;41788
"350850 Caçapava";6389;6525;7027;7031;7520;7771;7150;6497;6033;5652;4958;4029;3144;2270;1622;1141;1221;85980
"350860 Cachoeira Paulista";2249;2325;2439;2484;2614;2657;2447;2143;2065;2064;1832;1499;1173;872;638;498;545;30544
"350870 Caconde";1327;1609;1748;1619;1473;1344;1284;1198;1283;1236;1080;916;817;588;508;339;364;18733
"350880 Cafelândia";1155;1179;1342;1397;1403;1390;1301;1192;1148;1089;1016;871;691;554;481;352;372;16933
"350890 Caiabu";266;293;337;360;366;297;270;303;331;297;233;199;165;150;126;87;92;4172
"350900 Caieiras";6927;7292;7906;7591;7912;7794;7365;6954;6683;5879;4697;3549;2512;1570;1074;721;719;87145
"350910 Caiuá";320;400;433;422;417;361;328;391;382;395;287;265;202;169;141;88;79;5080
"350920 Cajamar";5532;5673;5964;5828;6337;6353;5830;5119;4430;3828;3038;2227;1512;1080;728;465;429;64373
"350925 Cajati";2628;2885;3082;2696;2413;2348;2311;2011;1782;1601;1360;1137;870;728;555;385;358;29150
"350930 Cajobi";603;710;740;862;934;886;723;698;699;689;568;487;403;319;269;188;170;9948
"350940 Cajuru";1787;1906;2109;2147;2119;1948;1780;1648;1609;1472;1279;1009;844;650;543;409;429;23688
"350945 Campina do Monte Alegre";442;506;515;477;477;458;412;387;384;357;287;271;215;154;136;88;102;5668
"350950 Campinas";71663;73778;80554;83693;98739;104658;95853;84365;80132;73937;66418;53544;40955;30055;23836;16785;18480;1097445
"350960 Campo Limpo Paulista";5924;5998;6430;6531;6859;6830;6157;5696;5279;4884;4288;3402;2354;1582;1148;759;750;74871
"350970 Campos do Jordão";3746;4161;4508;4338;4257;4229;4081;3797;3571;3131;2632;1963;1459;977;765;507;490;48612
"350980 Campos Novos Paulista";366;396;403;369;348;367;335;309;312;302;230;236;197;164;109;85;87;4615
"350990 Cananéia";1033;1160;1273;1103;958;946;984;831;741;727;676;580;465;366;278;220;191;12532
"350995 Canas";428;412;409;396;406;381;315;298;298;291;212;183;120;101;67;54;45;4416
"351000 Cândido Mota";2141;2169;2419;2539;2654;2376;2236;2170;2224;2124;1854;1532;1216;960;782;609;551;30556
"351010 Cândido Rodrigues";141;172;164;202;249;195;179;181;203;214;177;138;154;116;97;73;73;2728
"351015 Canitar";399;484;442;371;371;396;363;311;251;243;194;171;133;98;80;47;35;4389
"351020 Capão Bonito";3738;4368;4567;4287;3987;3819;3713;3380;3085;2769;2422;2033;1698;1282;963;637;614;47362
"351030 Capela do Alto";1369;1611;1672;1596;1601;1482;1431;1290;1192;1036;880;719;625;427;326;199;182;17638
"351040 Capivari";3799;3934;4096;4233;4527;4396;4109;3651;3491;3052;2638;2082;1540;1169;914;677;759;49067
"351050 Caraguatatuba";8040;8462;8881;8402;8568;8706;8542;7610;6902;6028;5501;4753;3691;2687;1913;1255;1217;101158
"351060 Carapicuíba";30963;32430;33262;31954;35603;37066;33416;29487;25987;22296;19425;15902;11095;7151;4698;2784;2659;376178
"351070 Cardoso";824;808;882;933;978;913;838;793;835;840;788;692;586;502;369;236;258;12075
"351080 Casa Branca";1853;2003;2210;2262;2551;2703;2350;1998;2023;1862;1685;1438;1136;881;707;521;669;28852
"351090 Cássia dos Coqueiros";168;214;227;245;196;208;170;190;187;201;165;153;105;92;79;62;60;2722
"351100 Castilho";1396;1348;1547;1529;1491;1384;1412;1376;1278;1197;1048;888;706;536;421;285;302;18144
"351110 Catanduva";7140;7098;8063;8729;9716;9966;9105;8511;8586;8012;7208;6026;4782;3771;3274;2392;2518;114897
"351120 Catiguá";498;531;524;571;633;661;592;546;552;504;429;341;265;183;163;127;125;7245
"351130 Cedral";483;527;569;556;643;645;660;597;585;523;496;396;381;291;270;208;212;8042
"351140 Cerqueira César";1351;1471;1485;1588;1509;1368;1313;1260;1176;1114;989;838;681;522;448;300;313;17726
"351150 Cerquilho";2727;2820;3156;3115;3670;3636;3427;3018;2842;2623;2309;1885;1389;1023;817;556;581;39594
"351160 Cesário Lange";1187;1165;1291;1260;1480;1483;1369;1187;1030;927;799;710;610;435;335;197;194;15659
"351170 Charqueada";1139;1196;1299;1364;1463;1361;1216;1141;975;934;819;659;534;400;320;235;198;15253
"355720 Chavantes";950;976;1079;1013;998;1040;959;894;840;769;715;606;510;392;296;180;201;12418
"351190 Clementina";607;546;524;638;800;687;542;464;455;433;357;280;220;153;140;105;124;7075
"351200 Colina";1176;1302;1420;1500;1646;1519;1326;1258;1263;1221;1019;824;694;513;419;307;319;17726
"351210 Colômbia";430;480;541;574;565;540;513;454;414;388;328;272;225;177;112;64;60;6137
"351220 Conchal";1983;2192;2346;2396;2560;2342;2010;1754;1715;1500;1277;1026;810;608;476;297;304;25596
"351230 Conchas";1294;1302;1338;1288;1338;1280;1202;1104;1144;1113;994;796;669;550;448;327;364;16551
"351240 Cordeirópolis";1528;1657;1725;1733;1951;1947;1827;1632;1490;1326;1167;924;720;534;429;325;339;21254
"351250 Coroados";398;357;417;442;444;443;427;407;365;349;323;273;197;143;124;92;85;5286
"351260 Coronel Macedo";398;426;486;436;407;357;344;366;347;375;330;251;208;158;132;87;73;5181
"351270 Corumbataí";264;328;356;326;353;325;302;289;272;251;212;182;158;112;90;68;73;3961
"351280 Cosmópolis";4692;4768;4855;4962;5508;5601;5117;4526;4279;3813;3052;2371;1774;1297;936;639;657;58847
"351290 Cosmorama";409;456;522;501;560;597;503;494;537;515;500;455;400;324;278;177;178;7406
"351300 Cotia";16461;17312;18131;16875;17816;18818;17750;15918;14641;12873;10768;8177;5639;3682;2563;1667;1864;200955
"351310 Cravinhos";2293;2529;2746;2752;2921;2887;2586;2359;2253;2047;1851;1422;1103;820;662;443;471;32145
"351320 Cristais Paulista";549;631;647;689;691;675;584;524;498;522;470;360;259;197;157;99;123;7675
"351330 Cruzália";141;147;181;182;196;166;166;157;202;211;156;129;86;79;66;52;46;2363
"351340 Cruzeiro";5732;5911;6402;6438;6708;6729;6264;5506;5485;5421;4831;3871;2991;2181;1755;1168;1184;78577
"351350 Cubatão";9860;10434;10484;10385;11328;11543;10408;9256;8972;7794;6360;4716;3198;2310;1634;981;941;120604
"351360 Cunha";1417;1858;2078;2047;1749;1700;1640;1644;1661;1459;1249;1051;940;778;558;354;338;22521
"351370 Descalvado";2011;2136;2413;2540;2835;2787;2459;2345;2204;2144;1886;1584;1241;976;782;613;650;31606
"351380 Diadema";31074;32774;33995;33136;37793;38693;35293;31741;28873;24419;20391;15580;10812;6940;4915;3083;2848;392360
"351385 Dirce Reis";110;97;112;139;136;116;122;128;126;126;107;87;94;88;70;34;31;1723
"351390 Divinolândia";661;748;894;1002;969;924;868;872;859;824;772;696;526;396;335;232;227;11805
"351400 Dobrada";704;699;731;724;838;827;685;543;506;440;350;291;237;160;127;76;103;8041
"351410 Dois Córregos";2027;1903;2002;2070;2249;2233;1991;1747;1645;1521;1335;1120;940;711;630;506;517;25147
"351420 Dolcinópolis";113;149;150;167;152;134;179;149;143;167;140;134;105;98;84;49;40;2153
"351430 Dourado";540;589;640;722;744;717;657;629;612;609;567;455;390;286;261;191;210;8819
"351440 Dracena";2503;2651;2988;3243;3595;3651;3387;3258;3240;3181;2916;2404;1969;1639;1403;986;1032;44046
"351450 Duartina";773;864;902;1017;1010;976;924;882;893;843;782;685;555;448;385;307;327;12573
"351460 Dumont";575;657;676;702;843;789;660;576;560;511;458;362;243;178;147;113;113;8163
"351470 Echaporã";477;477;567;566;533;490;451;434;450;445;351;325;272;212;177;154;142;6523
"351480 Eldorado";1323;1575;1743;1414;1145;1095;1017;940;887;789;668;594;510;446;332;228;244;14950
"351490 Elias Fausto";1199;1335;1446;1363;1555;1473;1314;1205;1123;929;836;631;498;375;302;192;200;15976
"351492 Elisiário";211;188;233;241;288;291;280;245;206;180;177;164;125;98;93;57;66;3143
"351495 Embaúba";157;174;168;186;221;223;187;175;192;173;148;130;102;88;71;46;47;2488
"351500 Embu das Artes";20703;22012;23152;21738;22994;23769;22136;19235;16817;13724;11835;9214;6408;4059;2434;1377;1307;242914
"351510 Embu-Guaçu";5086;5777;6192;5586;5690;5534;5254;4699;4280;3821;3362;2608;2024;1461;1016;677;664;63731
"351512 Emilianópolis";188;206;222;249;253;216;227;239;237;221;180;153;147;124;102;61;57;3082
"351515 Engenheiro Coelho";1369;1397;1415;1377;1741;1740;1354;1076;1005;844;593;476;381;284;226;143;127;15548
"351518 Espírito Santo do Pinhal";2610;2945;3340;3372;3638;3488;3285;3208;3194;2936;2664;2167;1782;1315;1134;842;873;42793
"351519 Espírito Santo do Turvo";371;394;388;401;404;364;330;291;284;282;215;187;132;101;67;38;44;4293
"355730 Estiva Gerbi";740;777;865;889;939;908;801;789;736;710;578;457;324;229;197;122;112;10173
"351520 Estrela d'Oeste";502;553;586;616;716;701;659;624;605;605;539;435;390;282;255;175;170;8413
"351530 Estrela do Norte";215;207;238;261;240;197;188;193;215;198;143;106;93;76;60;47;43;2720
"351535 Euclides da Cunha Paulista";785;891;983;928;819;729;746;732;707;588;478;398;321;298;220;137;121;9881
"351540 Fartura";1113;1156;1293;1314;1296;1238;1119;1061;1096;1042;951;793;654;549;412;295;283;15665
"351560 Fernando Prestes";351;338;370;407;463;433;414;405;415;371;335;316;297;242;198;157;148;5660
"351550 Fernandópolis";3742;4229;4669;5005;5385;5386;5021;4796;4940;4749;4327;3606;2921;2449;1954;1369;1432;65980
"351565 Fernão";106;126;126;118;132;126;128;114;99;91;93;82;82;61;44;26;34;1588
"351570 Ferraz de Vasconcelos";14309;15562;16899;15906;16132;15506;14098;13094;12064;10229;8467;6367;4309;2815;1924;1126;1074;169881
"351580 Flora Rica";89;110;160;161;133;117;102;121;149;137;101;99;90;84;62;58;64;1837
"351590 Floreal";110;181;193;231;222;215;195;215;247;239;227;195;174;142;129;93;90;3098
"351600 Flórida Paulista";845;875;981;997;1241;1303;1104;948;894;803;686;551;531;396;345;248;244;12992
"351610 Florínia";192;222;237;241;224;219;209;202;215;191;182;164;150;95;84;49;51;2927
"351620 Franca";23417;25588;27029;27431;28934;27466;25350;23943;23556;21864;18700;14988;11652;8338;6386;4358;4406;323406
"351630 Francisco Morato";14472;15432;16286;15015;15134;14387;12643;11049;10146;8757;7738;5857;3738;2392;1488;871;813;156218
"351640 Franco da Rocha";10495;11243;11932;11585;13466;13690;12061;10044;8741;7484;6727;5414;3783;2288;1568;1009;991;132521
"351650 Gabriel Monteiro";162;161;177;192;215;224;188;214;238;204;183;153;136;110;92;69;58;2776
"351660 Gália";451;495;567;582;572;591;554;519;469;441;492;388;345;258;203;167;171;7265
"351670 Garça";2975;3184;3456;3542;3745;3584;3521;3067;3071;2855;2662;2327;1799;1375;1176;862;974;44175
"351680 Gastão Vidigal";325;282;277;297;531;473;323;262;266;243;211;200;178;142;98;66;62;4236
"351685 Gavião Peixoto";344;372;375;419;442;407;354;342;328;267;213;172;141;95;96;68;63;4498
"351690 General Salgado";686;685;775;861;950;840;783;780;845;822;712;606;495;377;320;206;202;10945
"351700 Getulina";684;782;843;854;977;1122;1042;804;700;650;606;487;414;342;276;200;206;10989
"351710 Glicério";348;354;394;382;352;369;355;351;320;295;280;244;191;151;114;80;84;4664
"351720 Guaiçara";837;861;932;924;984;916;840;787;769;687;589;468;362;288;249;148;147;10788
"351730 Guaimbê";437;450;479;481;475;460;394;368;371;335;293;249;209;200;133;100;102;5536
"351740 Guaíra";2658;2798;2987;2946;3310;3413;3183;2918;2795;2530;2231;1864;1481;1077;808;533;514;38046
"351750 Guapiaçu";1155;1198;1323;1381;1655;1565;1518;1419;1398;1214;1038;863;703;535;429;279;262;17935
"351760 Guapiara";1439;1757;1907;1754;1454;1334;1317;1292;1267;1161;932;786;665;542;436;296;269;18608
"351770 Guará";1723;1853;1765;1717;1738;1820;1654;1414;1297;1200;1053;907;716;501;384;244;266;20252
"351780 Guaraçaí";515;582;639;624;685;640;637;656;641;643;529;486;392;342;299;175;202;8687
"351790 Guaraci";807;769;806;894;940;905;765;693;706;593;521;458;387;296;231;180;159;10110
"351800 Guarani d'Oeste";140;138;146;152;161;148;139;132;154;144;130;100;78;82;78;49;50;2021
"351810 Guarantã";525;574;595;575;582;566;492;442;411;363;377;313;244;179;134;81;100;6553
"351820 Guararapes";2047;2100;2325;2431;2690;2557;2356;2282;2334;2271;1878;1516;1277;1035;873;595;607;31174
"351830 Guararema";1838;2173;2377;2276;2230;2277;2094;1879;1830;1624;1396;1213;971;659;482;379;392;26090
"351840 Guaratinguetá";7440;8150;8934;9356;9716;9584;8974;8501;8377;8155;7070;5745;4531;3334;2510;1753;1915;114045
"351850 Guareí";882;1012;1130;1147;1525;1664;1533;1161;991;810;693;557;430;338;282;172;166;14493
"351860 Guariba";2942;2955;3096;3212;3603;3573;2921;2588;2479;2209;1814;1337;993;724;643;448;386;35923
"351870 Guarujá";23954;25357;26727;25529;26117;26139;24701;22890;21429;18782;15826;12087;8864;6287;4701;2979;2954;295323
"351880 Guarulhos";99881;107632;111886;104733;113260;115327;108515;98528;90538;76852;64324;49428;35116;23633;16700;10617;10270;1237240
"351885 Guatapará";574;610;623;636;598;606;531;488;426;429;440;343;267;165;116;92;134;7078
"351890 Guzolândia";364;386;394;402;414;401;370;334;315;304;301;245;187;143;122;73;70;4825
"351900 Herculândia";641;735;731;731;738;733;697;639;620;565;506;359;331;263;214;169;167;8839
"351905 Holambra";782;910;915;907;1000;1028;1020;929;852;725;644;487;347;222;164;117;125;11174
"351907 Hortolândia";14898;16017;17483;17405;19054;18549;17029;15360;14139;12182;10003;7412;4962;3367;2400;1600;1606;193466
"351910 Iacanga";700;717;791;801;882;879;860;745;680;632;554;513;389;317;239;183;207;10089
"351920 Iacri";459;469;487;524;553;511;457;474;495;469;387;340;288;228;208;133;130;6612
"351925 Iaras";452;463;473;633;499;541;555;515;465;438;386;275;209;122;90;48;42;6206
"351930 Ibaté";2528;2609;2757;2801;3160;2987;2622;2252;2103;1932;1519;1146;860;624;547;314;306;31067
"351940 Ibirá";751;704;771;860;1025;975;834;719;747;720;676;539;466;390;317;244;283;11021
"351950 Ibirarema";497;554;588;582;531;519;497;477;532;441;346;298;280;218;174;125;130;6789
"351960 Ibitinga";3627;3698;3998;4386;5030;4863;4389;4030;3890;3701;3095;2527;2012;1562;1245;895;870;53818
"351970 Ibiúna";5641;6433;6824;6308;6258;6221;5670;5218;4822;4445;3655;3172;2576;1937;1408;921;780;72289
"351980 Icém";580;588;602;631;748;705;610;527;509;467;411;356;268;198;158;109;109;7576
"351990 Iepê";549;561;629;653;615;585;558;535;562;530;458;377;310;285;224;159;189;7779
"352000 Igaraçu do Tietê";1756;1837;1932;2065;2234;2089;1966;1821;1875;1648;1340;960;716;558;442;331;290;23860
"352010 Igarapava";2075;2087;2139;2295;2636;2600;2262;1983;1949;1883;1606;1278;1051;867;700;486;540;28437
"352020 Igaratá";671;774;801;752;734;717;688;648;631;559;518;457;344;267;189;123;121;8994
"352030 Iguape";2199;2708;2678;2385;2017;2094;2107;2045;1948;1888;1643;1450;1223;1088;870;548;517;29408
"352042 Ilha Comprida";654;725;802;665;544;582;583;547;608;653;666;605;513;371;258;136;106;9018
"352044 Ilha Solteira";1550;1598;1923;2089;2092;1866;1935;2059;2012;1852;1686;1453;1210;893;638;378;339;25573
"352040 Ilhabela";2322;2474;2463;2327;2682;2799;2605;2220;2007;1675;1311;1039;750;559;406;261;264;28164
"352050 Indaiatuba";14152;14993;15888;16519;18609;19105;17554;15650;14916;13506;11336;8990;6639;4759;3674;2384;2525;201199
"352060 Indiana";309;327;381;419;443;392;392;363;364;326;281;244;211;173;132;104;92;4953
"352070 Indiaporã";213;249;261;295;325;302;284;267;275;280;299;239;215;184;127;87;112;4014
"352080 Inúbia Paulista";239;258;299;287;322;293;284;268;260;253;223;172;138;126;104;82;80;3688
"352090 Ipaussu";1138;1114;1209;1132;1237;1117;1089;998;888;887;735;618;515;427;309;230;245;13888
"352100 Iperó";2302;2364;2504;2413;2816;2864;2457;2014;1805;1698;1430;1117;758;548;412;273;245;28020
"352110 Ipeúna";494;518;527;537;551;541;500;443;391;331;293;248;183;150;142;70;80;5999
"352115 Ipiguá";299;314;346;348;365;343;358;321;324;297;264;254;205;154;127;75;81;4475
"352120 Iporanga";378;432;485;439;356;345;328;281;246;236;227;164;130;127;111;84;61;4430
"352130 Ipuã";1089;1261;1190;1201;1387;1381;1239;1066;933;868;704;596;463;302;262;179;149;14270
