"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"350420 Auriflama";854;952;1067;1234;1239;1166;1086;1057;1114;1008;846;719;605;496;410;285;267;14405
"350430 Avaí";377;419;464;482;424;377;362;350;337;324;278;232;180;134;112;75;79;5006
"350440 Avanhandava";870;876;987;1018;1250;1030;883;799;753;641;534;415;334;237;200;139;124;11090
"350450 Avaré";6141;6407;6628;6944;7626;7409;6865;6036;5676;5340;4733;3925;2998;2301;1860;1367;1380;83636
"350460 Bady Bassitt";976;1085;1143;1129;1172;1226;1267;1208;1103;963;840;633;492;398;323;204;187;14349
"350470 Balbinos";109;108;146;222;523;611;469;303;200;158;133;97;61;61;49;37;32;3319
"350480 Bálsamo";507;497;569;600;658;668;631;617;639;602;500;439;356;302;252;178;178;8193
"350490 Bananal";825;838;892;837;836;836;779;726;712;661;559;490;405;312;256;183;219;10366
"350500 Barão de Antonina";255;278;262;255;245;214;215;188;204;216;198;157;130;106;88;57;58;3126
"350510 Barbosa";518;570;614;560;563;499;485;460;459;421;354;295;244;202;153;106;98;6601
"350520 Bariri";2192;2449;2489;2461;2683;2592;2304;2163;2197;2151;1889;1527;1239;1030;885;691;740;31682
"350530 Barra Bonita";2132;2364;2598;2814;3088;3150;2974;2898;2854;2674;2199;1768;1403;1096;890;640;591;36133
"350535 Barra do Chapéu";470;514;555;493;447;430;375;355;320;299;252;204;168;148;116;78;67;5291
"350540 Barra do Turvo";748;830;851;727;621;561;522;476;447;429;413;355;315;266;208;122;97;7988
"350550 Barretos";7688;7904;8493;9332;10292;9916;8834;8179;8107;7709;6618;5470;4394;3509;2797;1933;1983;113158
"350560 Barrinha";2539;2634;2603;2670;2954;2875;2399;2085;1874;1563;1242;904;645;484;366;258;235;28330
"350570 Barueri";19740;21365;22081;21619;23604;23626;21043;18955;17326;14720;11878;8757;5811;3681;2525;1649;1704;240084
"350580 Bastos";1549;1672;1724;1783;1776;1696;1566;1584;1585;1439;1191;951;747;600;457;318;322;20960
"350590 Batatais";3774;4174;4501;4725;4960;4915;4347;3894;3990;3831;3478;2851;2148;1696;1393;1010;1077;56764
"350600 Bauru";23521;25341;26491;27383;31076;31384;28364;25676;24894;23431;20410;16452;12608;9812;7971;5841;5980;346635
"350610 Bebedouro";5073;5640;6082;6349;6785;6551;5975;5676;5390;5065;4550;3754;2972;2298;1811;1348;1460;76779
"350620 Bento de Abreu";201;209;219;222;232;238;217;216;194;161;136;115;95;78;64;44;41;2682
"350630 Bernardino de Campos";755;806;877;945;875;799;753;743;748;731;629;565;479;416;351;272;277;11021
"350635 Bertioga";4253;4453;4297;3837;4164;4240;4059;3561;3109;2529;2049;1602;1158;796;552;341;310;45310
"350640 Bilac";367;450;513;535;595;584;545;540;515;484;448;382;302;255;208;152;152;7027
"350650 Birigui";7305;7452;8045;8488;9363;9651;9226;8869;8402;7480;6366;5205;3985;3089;2294;1614;1640;108474
"350660 Biritiba-Mirim";2380;2652;2675;2544;2598;2365;2177;2039;1889;1653;1336;1198;1000;735;581;360;301;28483
"350670 Boa Esperança do Sul";1130;1203;1272;1226;1250;1210;1081;975;939;847;699;593;423;330;239;180;162;13759
"350680 Bocaina";755;859;869;904;967;982;880;775;763;701;584;496;378;280;257;187;201;10838
"350690 Bofete";743;817;849;779;745;702;683;626;613;570;528;479;420;330;239;152;127;9402
"350700 Boituva";3626;3764;3885;4052;4557;4506;3985;3566;3252;2836;2378;1939;1459;1070;809;539;493;46716
"350710 Bom Jesus dos Perdões";1505;1665;1686;1614;1733;1708;1560;1420;1339;1192;954;724;600;442;316;227;232;18917
"350715 Bom Sucesso de Itararé";350;409;410;367;304;288;283;250;221;178;144;117;87;70;47;27;37;3589
"350720 Borá";55;53;69;83;70;86;67;60;56;57;49;35;23;19;18;11;11;822
"350730 Boracéia";349;335;365;387;381;353;310;305;275;261;221;197;166;124;92;71;73;4265
"350740 Borborema";957;1067;1058;1128;1309;1231;1127;1042;1043;1032;875;727;578;463;400;296;279;14612
"350745 Borebi";190;213;211;209;195;176;181;154;160;141;114;103;60;55;44;39;32;2277
"350750 Botucatu";9042;9487;9890;10151;11318;11252;10186;9044;8649;8266;7351;6086;4674;3592;2922;2265;2437;126612
"350760 Bragança Paulista";9781;10877;11867;11995;13068;13032;12114;10819;10223;9667;8444;6862;5377;3963;3200;2284;2387;145960
"350770 Braúna";356;344;372;391;455;438;370;340;332;307;291;240;200;193;166;109;111;5015
"350775 Brejo Alegre";170;215;220;210;219;229;227;191;170;159;145;117;94;86;48;33;49;2582
"350780 Brodowski";1426;1688;1798;1814;1802;1746;1568;1534;1522;1381;1139;942;734;574;476;334;349;20827
"350790 Brotas";1610;1705;1830;1805;1888;1855;1683;1557;1470;1360;1173;952;781;628;504;377;385;21563
"350800 Buri";1796;1928;1854;1733;1624;1538;1418;1299;1152;1075;881;723;561;447;347;234;211;18821
"350810 Buritama";1112;1035;1147;1253;1289;1277;1199;1178;1151;1061;942;761;686;494;400;246;246;15477
"350820 Buritizal";289;282;305;316;357;357;317;293;274;271;233;208;173;131;110;76;83;4075
"350830 Cabrália Paulista";351;390;413;428;384;372;344;332;306;265;242;194;159;123;97;69;58;4527
"350840 Cabreúva";3600;3863;3872;3760;3929;3857;3453;3131;2808;2321;1810;1446;1073;760;509;380;347;40919
"350850 Caçapava";6439;6625;6965;7073;7692;7735;7006;6378;5996;5548;4801;3888;2959;2178;1555;1097;1136;85071
"350860 Cachoeira Paulista";2270;2345;2419;2505;2680;2659;2361;2108;2085;2027;1765;1447;1110;837;629;483;509;30239
"350870 Caconde";1350;1670;1710;1624;1510;1374;1273;1220;1289;1214;1056;896;775;577;488;332;348;18706
"350880 Cafelândia";1168;1218;1334;1402;1429;1406;1274;1173;1142;1082;1000;836;666;544;469;343;356;16842
"350890 Caiabu";271;305;343;363;363;297;279;313;328;285;226;193;162;149;121;87;85;4170
"350900 Caieiras";6906;7394;7748;7567;7949;7709;7180;6875;6521;5656;4496;3362;2335;1479;1034;694;668;85573
"350910 Caiuá";322;405;414;422;424;359;338;381;387;361;281;252;191;166;130;82;77;4992
"350920 Cajamar";5478;5745;5870;5817;6269;6189;5649;4986;4318;3710;2869;2106;1437;1028;699;440;400;63010
"350925 Cajati";2679;2971;3029;2708;2557;2426;2267;1988;1780;1573;1338;1093;860;707;539;366;335;29216
"350930 Cajobi";610;705;761;879;942;859;715;703;713;667;553;479;384;312;259;181;161;9883
"350940 Cajuru";1790;1943;2092;2122;2139;1939;1751;1630;1585;1442;1234;975;806;637;530;403;398;23416
"350945 Campina do Monte Alegre";448;506;506;484;487;458;413;385;386;343;286;257;202;154;131;88;95;5629
"350950 Campinas";72048;75648;80492;85022;98897;103132;93399;83615;79602;73187;64468;51555;38964;29256;23008;16300;17153;1085746
"350960 Campo Limpo Paulista";5931;6071;6388;6519;6949;6735;6033;5558;5221;4789;4154;3208;2197;1510;1095;736;704;73798
"350970 Campos do Jordão";3778;4288;4464;4315;4320;4266;4051;3764;3510;3048;2529;1876;1379;955;740;491;456;48230
"350980 Campos Novos Paulista";368;397;397;367;366;362;326;313;309;291;229;231;195;154;109;82;81;4577
"350990 Cananéia";1055;1202;1249;1102;1001;994;959;815;752;723;655;556;455;346;274;212;181;12531
"350995 Canas";425;414;396;395;406;371;307;301;291;281;203;174;118;96;67;49;43;4337
"351000 Cândido Mota";2178;2243;2423;2582;2645;2395;2232;2211;2222;2088;1799;1485;1163;935;775;580;521;30477
"351010 Cândido Rodrigues";143;172;168;210;240;195;180;186;208;208;167;147;146;116;96;70;69;2721
"351015 Canitar";399;471;421;371;383;392;344;302;253;228;195;162;124;98;75;44;36;4298
"351020 Capão Bonito";3808;4475;4528;4320;4136;3910;3681;3345;3082;2733;2382;1991;1627;1236;932;620;581;47387
"351030 Capela do Alto";1369;1621;1632;1598;1586;1474;1383;1266;1161;1004;851;693;577;411;308;194;174;17302
"351040 Capivari";3799;3948;4087;4223;4524;4365;3990;3612;3414;2968;2537;1989;1469;1138;895;664;710;48332
"351050 Caraguatatuba";8002;8502;8639;8319;8644;8645;8290;7383;6681;5896;5306;4502;3451;2525;1820;1191;1126;98922
"351060 Carapicuíba";31255;33161;32966;32359;36220;36990;32857;29021;25516;22055;19048;15241;10417;6799;4449;2673;2435;373462
"351070 Cardoso";842;814;889;966;1000;919;824;798;843;834;761;669;574;482;356;234;242;12047
"351080 Casa Branca";1876;2042;2224;2298;2604;2661;2270;2005;2015;1841;1655;1381;1097;857;700;535;623;28684
"351090 Cássia dos Coqueiros";172;217;232;248;207;208;176;193;193;197;166;144;104;92;78;60;56;2743
"351100 Castilho";1399;1354;1517;1517;1492;1413;1383;1333;1254;1160;1002;850;672;514;409;277;284;17830
"351110 Catanduva";7213;7302;8134;8832;9896;9877;8948;8515;8495;7898;7036;5797;4593;3726;3176;2335;2360;114133
"351120 Catiguá";502;535;529;579;642;647;584;555;541;487;424;323;250;182;162;125;117;7184
"351130 Cedral";484;524;559;556;653;651;633;592;566;520;476;389;362;286;263;200;197;7911
"351140 Cerqueira César";1355;1464;1472;1567;1504;1372;1289;1241;1173;1090;957;814;658;507;432;293;291;17479
"351150 Cerquilho";2704;2847;3052;3131;3622;3554;3273;2944;2769;2553;2215;1779;1297;980;780;539;529;38568
"351160 Cesário Lange";1180;1186;1280;1268;1453;1451;1336;1151;1019;898;787;695;571;419;314;187;191;15386
"351170 Charqueada";1139;1212;1299;1366;1456;1331;1194;1107;977;907;798;636;506;390;315;223;185;15041
"355720 Chavantes";967;1017;1060;1016;1043;1052;961;883;842;759;708;596;489;374;285;179;187;12418
"351190 Clementina";601;537;538;648;760;645;522;454;448;428;344;267;208;155;137;102;112;6906
"351200 Colina";1191;1333;1418;1535;1666;1500;1313;1262;1263;1194;994;804;662;496;415;298;301;17645
"351210 Colômbia";436;492;549;581;578;541;505;449;421;378;321;268;217;170;106;61;56;6129
"351220 Conchal";1990;2250;2349;2405;2546;2279;1960;1753;1693;1475;1236;1000;776;589;452;293;281;25327
"351230 Conchas";1308;1314;1303;1306;1351;1279;1185;1113;1146;1096;948;770;650;524;440;324;346;16403
"351240 Cordeirópolis";1526;1670;1710;1747;1924;1916;1777;1596;1470;1305;1119;891;679;520;421;311;313;20895
"351250 Coroados";397;364;417;443;442;444;415;392;363;341;310;263;182;142;122;86;78;5201
"351260 Coronel Macedo";412;448;483;450;419;369;351;374;362;369;317;243;201;158;128;83;69;5236
"351270 Corumbataí";270;332;345;337;362;327;299;283;276;249;204;181;148;108;89;70;70;3950
"351280 Cosmópolis";4637;4688;4788;4964;5454;5442;4904;4411;4173;3668;2927;2270;1681;1233;905;620;611;57376
"351290 Cosmorama";418;462;521;517;584;591;503;505;538;514;493;450;384;331;258;176;172;7417
"351300 Cotia";16312;17246;17503;16731;18079;18447;17008;15368;14129;12509;10244;7679;5207;3472;2447;1586;1693;195660
"351310 Cravinhos";2308;2577;2727;2760;2944;2840;2541;2332;2242;2024;1777;1377;1041;799;641;433;436;31799
"351320 Cristais Paulista";553;636;642;693;707;664;561;512;504;519;445;337;247;188;150;100;112;7570
"351330 Cruzália";146;159;180;185;203;177;169;166;209;202;154;121;86;79;64;50;44;2394
"351340 Cruzeiro";5812;6057;6387;6458;6904;6743;6109;5496;5530;5351;4695;3730;2845;2116;1696;1123;1123;78175
"351350 Cubatão";9927;10558;10428;10488;11414;11416;10216;9290;8882;7608;6122;4478;3061;2234;1557;942;875;119496
"351360 Cunha";1453;1915;2097;2037;1842;1757;1661;1672;1647;1426;1220;1036;923;734;546;350;312;22628
"351370 Descalvado";2032;2200;2412;2576;2898;2745;2428;2313;2202;2104;1836;1525;1187;955;763;600;599;31375
"351380 Diadema";31297;33583;33735;33582;37975;38405;34898;31561;28272;23939;19724;14891;10096;6685;4687;2941;2630;388901
"351385 Dirce Reis";111;96;118;141;135;119;122;131;124;122;104;88;92;87;64;32;30;1716
"351390 Divinolândia";677;787;924;998;1013;933;876;883;863;830;771;663;501;389;328;227;214;11877
"351400 Dobrada";703;701;734;729;827;812;662;538;507;427;346;285;224;155;120;76;98;7944
"351410 Dois Córregos";2033;1921;2011;2066;2263;2196;1949;1722;1638;1488;1310;1098;895;709;628;490;492;24909
"351420 Dolcinópolis";117;148;152;167;151;151;175;149;147;168;137;128;107;95;81;46;38;2157
"351430 Dourado";550;599;663;715;757;723;656;629;621;604;553;449;365;289;253;189;198;8813
"351440 Dracena";2548;2699;3013;3274;3702;3613;3325;3223;3235;3144;2824;2327;1908;1629;1351;957;973;43745
"351450 Duartina";790;876;925;1028;1044;987;920;892;889;837;771;654;537;441;381;306;309;12587
"351460 Dumont";571;655;664;708;825;747;635;570;555;500;442;339;231;175;146;108;104;7975
"351470 Echaporã";490;510;569;569;553;494;465;442;462;428;348;316;259;212;178;143;131;6569
"351480 Eldorado";1342;1631;1673;1390;1212;1123;1002;941;876;767;659;577;500;425;323;220;229;14890
"351490 Elias Fausto";1209;1362;1431;1380;1553;1456;1289;1191;1089;916;798;602;472;366;286;192;187;15779
"351492 Elisiário";210;196;234;240;282;286;273;231;202;178;175;155;118;101;85;59;62;3087
"351495 Embaúba";159;174;171;194;224;220;184;184;190;172;150;126;98;88;67;47;44;2492
"351500 Embu das Artes";20728;22547;22633;21705;23315;23704;21525;18800;16278;13508;11458;8804;5959;3786;2281;1308;1195;239534
"351510 Embu-Guaçu";5135;5870;6019;5598;5803;5580;5163;4618;4233;3767;3235;2525;1921;1389;977;654;624;63111
"351512 Emilianópolis";191;205;228;246;256;220;228;240;239;210;177;154;144;121;96;57;55;3067
"351515 Engenheiro Coelho";1332;1376;1374;1351;1687;1642;1289;1043;964;786;568;458;366;274;216;136;112;14974
"351518 Espírito Santo do Pinhal";2649;3058;3323;3400;3664;3507;3283;3211;3166;2910;2586;2111;1696;1303;1111;830;816;42624
"351519 Espírito Santo do Turvo";372;388;388;409;399;356;321;292;289;270;208;179;125;97;63;37;41;4234
"355730 Estiva Gerbi";741;798;862;894;943;893;795;775;732;692;554;430;304;224;187;121;104;10049
"351520 Estrela d'Oeste";514;563;588;640;729;707;654;627;613;602;514;431;366;292;241;173;159;8413
"351530 Estrela do Norte";218;216;240;257;240;199;190;196;217;188;136;107;88;74;61;47;41;2715
"351535 Euclides da Cunha Paulista";802;930;987;927;852;755;765;731;699;568;470;379;327;289;213;129;114;9937
"351540 Fartura";1133;1187;1275;1343;1330;1244;1112;1068;1103;1031;918;766;637;525;405;280;267;15624
"351560 Fernando Prestes";355;341;373;421;471;435;414;407;404;370;331;316;289;239;192;149;139;5646
"351550 Fernandópolis";3800;4334;4691;5034;5487;5450;4982;4790;4923;4710;4186;3480;2854;2384;1890;1311;1330;65636
"351565 Fernão";108;124;123;121;138;128;124;111;94;92;90;85;77;61;42;26;30;1574
"351570 Ferraz de Vasconcelos";14281;15939;16562;15798;16105;15260;13876;12926;11758;9984;8110;6007;4030;2674;1809;1093;993;167205
"351580 Flora Rica";94;118;162;164;142;122;110;132;147;133;104;101;88;84;64;54;58;1877
"351590 Floreal";114;183;203;228;229;219;201;226;246;243;222;193;167;141;123;95;84;3117
"351600 Flórida Paulista";856;888;988;1035;1234;1244;1041;928;883;784;662;552;509;392;340;240;235;12811
"351610 Florínia";198;227;246;237;241;223;213;211;213;188;182;165;140;93;81;48;49;2955
"351620 Franca";23558;26054;26992;27452;28828;27319;25104;23915;23408;21409;18091;14497;10994;8098;6145;4187;4088;320139
"351630 Francisco Morato";14508;15770;15939;15015;15240;14155;12271;10915;9937;8671;7459;5478;3485;2221;1412;831;758;154065
"351640 Franco da Rocha";10455;11389;11743;11618;13469;13392;11601;9744;8510;7393;6541;5152;3493;2180;1506;986;939;130111
"351650 Gabriel Monteiro";165;163;181;196;224;216;200;218;236;203;176;148;132;108;90;67;53;2776
"351660 Gália";467;524;574;594;608;610;550;513;475;456;476;383;333;252;204;163;162;7344
"351670 Garça";3028;3284;3454;3586;3816;3671;3454;3061;3063;2852;2619;2248;1722;1362;1157;862;912;44151
"351680 Gastão Vidigal";330;282;281;321;507;441;308;267;262;240;208;199;173;136;93;66;59;4173
"351685 Gavião Peixoto";344;374;381;430;440;403;354;338;327;255;207;166;133;98;93;66;58;4467
"351690 General Salgado";700;706;792;880;967;842;781;801;856;802;695;589;475;368;310;201;189;10954
"351700 Getulina";696;797;851;875;990;1116;1002;787;706;643;596;479;399;341;270;199;196;10943
"351710 Glicério";353;363;388;374;370;369;358;347;320;293;274;236;183;149;114;77;79;4647
"351720 Guaiçara";840;880;916;938;974;897;829;779;756;666;567;445;350;284;235;145;135;10636
"351730 Guaimbê";445;464;472;485;491;455;390;364;366;334;287;239;208;185;130;97;99;5511
"351740 Guaíra";2684;2837;2960;3009;3401;3384;3125;2903;2758;2488;2163;1812;1408;1029;782;513;488;37744
"351750 Guapiaçu";1149;1197;1315;1389;1617;1545;1489;1394;1359;1168;1004;824;669;517;405;265;243;17549
"351760 Guapiara";1482;1831;1883;1762;1555;1383;1341;1309;1273;1132;906;778;641;539;421;284;247;18767
"351770 Guará";1745;1864;1757;1718;1776;1835;1612;1406;1295;1191;1038;881;680;485;373;239;250;20145
"351780 Guaraçaí";528;599;635;648;709;661;649;661;647;629;524;469;387;338;283;167;192;8726
"351790 Guaraci";807;772;811;907;932;888;741;695;692;580;511;447;369;286;227;175;151;9991
"351800 Guarani d'Oeste";143;139;146;157;163;153;134;138;152;146;125;97;79;85;75;48;44;2024
"351810 Guarantã";534;592;588;588;594;566;482;436;410;369;374;302;231;170;133;81;91;6541
"351820 Guararapes";2072;2131;2333;2469;2727;2545;2338;2297;2347;2199;1817;1464;1242;1012;839;569;579;30980
"351830 Guararema";1839;2196;2331;2261;2257;2265;2042;1850;1788;1579;1369;1168;906;625;475;367;365;25683
"351840 Guaratinguetá";7523;8351;8935;9379;9868;9600;8898;8413;8392;8015;6823;5557;4310;3200;2439;1715;1776;113194
"351850 Guareí";886;1040;1143;1175;1488;1549;1411;1092;950;782;665;529;417;329;271;168;156;14051
"351860 Guariba";2944;2993;3115;3245;3617;3447;2837;2577;2447;2146;1744;1271;950;725;626;421;359;35464
"351870 Guarujá";24136;25919;26327;25529;26476;26176;24432;22688;21160;18384;15241;11538;8408;6070;4473;2879;2729;292565
"351880 Guarulhos";100269;109641;109868;105296;113935;114215;106709;97355;88623;75252;62023;47196;33023;22698;15891;10223;9450;1221667
"351885 Guatapará";584;609;620;637;612;600;518;478;432;436;423;330;246;158;115;95;122;7015
"351890 Guzolândia";367;389;389;400;423;400;359;331;316;308;288;229;181;142;115;72;67;4776
"351900 Herculândia";646;734;734;731;759;731;681;642;611;562;474;353;317;256;212;165;156;8764
"351905 Holambra";767;895;879;875;993;1019;984;884;809;693;600;452;320;209;157;112;114;10762
"351907 Hortolândia";14815;16284;17341;17390;18769;18115;16479;15012;13769;11800;9522;6959;4641;3182;2296;1530;1460;189364
"351910 Iacanga";699;721;783;788;888;877;830;722;670;607;545;489;376;304;234;184;194;9911
"351920 Iacri";472;478;494;543;566;517;460;485;497;465;382;332;277;222;202;128;123;6643
"351925 Iaras";448;480;460;587;506;513;507;469;427;409;348;250;187;115;83;44;40;5873
"351930 Ibaté";2530;2661;2734;2857;3110;2902;2544;2233;2080;1870;1459;1089;825;619;519;305;287;30624
"351940 Ibirá";754;711;776;876;1011;940;802;722;739;721;645;524;451;379;312;244;263;10870
"351950 Ibirarema";496;557;578;572;536;514;487;493;502;425;331;296;272;212;170;115;127;6683
"351960 Ibitinga";3636;3750;3995;4440;5037;4778;4287;3963;3865;3595;2985;2444;1928;1521;1211;872;829;53136
"351970 Ibiúna";5696;6547;6650;6341;6456;6184;5591;5119;4806;4326;3545;3070;2421;1867;1350;872;725;71566
"351980 Icém";582;596;599;652;740;687;594;520;504;463;407;340;257;195;154;106;107;7503
"351990 Iepê";556;577;628;645;632;583;553;542;561;515;444;361;307;281;217;154;181;7737
"352000 Igaraçu do Tietê";1780;1881;1950;2095;2256;2093;1958;1845;1863;1602;1275;917;684;551;435;315;271;23771
"352010 Igarapava";2096;2104;2157;2335;2623;2571;2199;1987;1961;1853;1551;1244;1025;855;679;473;505;28218
"352020 Igaratá";679;785;790;754;759;723;680;645;621;559;515;429;328;255;182;120;111;8935
"352030 Iguape";2240;2709;2588;2356;2176;2180;2112;2017;1941;1855;1599;1403;1194;1048;817;528;487;29250
"352042 Ilha Comprida";660;711;753;653;576;590;579;541;609;636;638;570;465;340;237;129;96;8783
"352044 Ilha Solteira";1575;1667;1931;2038;2110;1964;1998;2042;1972;1830;1646;1415;1147;861;596;356;303;25451
"352040 Ilhabela";2288;2456;2401;2323;2683;2729;2495;2150;1940;1597;1253;984;710;531;383;252;242;27417
"352050 Indaiatuba";13964;14992;15649;16442;18406;18538;16789;15229;14492;12984;10836;8484;6204;4554;3470;2313;2321;195667
"352060 Indiana";316;341;386;432;443;402;389;364;361;321;274;238;208;168;130;100;88;4961
"352070 Indiaporã";220;253;268;301;342;305;283;272;274;290;282;235;212;176;122;88;104;4027
"352080 Inúbia Paulista";241;266;291;295;317;294;278;269;261;244;215;165;138;123;102;80;76;3655
"352090 Ipaussu";1150;1135;1189;1135;1236;1127;1065;974;896;865;721;608;498;408;306;227;230;13770
"352100 Iperó";2257;2322;2415;2414;2756;2721;2320;1915;1766;1631;1351;1042;705;515;382;267;241;27020
"352110 Ipeúna";487;506;522;518;545;529;477;423;381;322;284;233;178;148;130;70;76;5829
"352115 Ipiguá";296;318;341;346;358;347;349;315;318;287;255;242;192;147;116;72;76;4375
"352120 Iporanga";387;460;470;439;380;356;320;275;248;237;218;158;132;128;110;77;58;4453
"352130 Ipuã";1089;1243;1176;1218;1382;1347;1203;1041;924;845;691;579;431;299;253;172;143;14036
