"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"350590 Batatais";3730;4062;4407;4826;4872;4926;4616;3912;4011;3891;3659;3061;2382;1769;1464;1094;1213;57895
"350600 Bauru";23041;24592;26288;27077;30165;31756;29525;26198;24909;24145;21533;17782;13755;10441;8333;6246;6792;352578
"350610 Bebedouro";4896;5318;5949;6210;6424;6460;6069;5727;5392;5104;4773;3961;3249;2434;1922;1387;1645;76920
"350620 Bento de Abreu";198;202;229;219;218;249;222;220;209;165;144;127;98;79;70;49;43;2741
"350630 Bernardino de Campos";730;756;870;945;861;754;758;746;729;774;639;597;490;444;344;290;319;11046
"350635 Bertioga";4469;4608;4729;4003;4400;4377;4391;3936;3354;2773;2290;1840;1372;932;607;380;381;48842
"350640 Bilac";362;437;521;556;578;591;546;558;540;498;469;415;331;268;212;171;172;7225
"350650 Birigui";7257;7259;8034;8589;9144;9686;9436;9142;8753;7874;6801;5641;4364;3400;2470;1726;1884;111460
"350660 Biritiba-Mirim";2372;2589;2758;2580;2532;2420;2181;2145;1958;1781;1405;1258;1133;794;638;405;344;29293
"350670 Boa Esperança do Sul";1113;1133;1289;1239;1210;1225;1126;975;959;900;726;650;466;366;229;192;190;13988
"350680 Bocaina";752;848;894;911;943;995;930;807;784;743;606;541;415;285;265;199;214;11132
"350690 Bofete";746;831;893;823;716;699;711;662;646;578;572;550;465;391;265;165;147;9860
"350700 Boituva";3740;3844;4016;4097;4683;4796;4372;3824;3471;3043;2598;2156;1668;1181;892;582;565;49528
"350710 Bom Jesus dos Perdões";1559;1724;1782;1699;1735;1853;1651;1578;1392;1308;1107;771;686;503;343;249;263;20203
"350715 Bom Sucesso de Itararé";349;375;425;400;287;281;278;270;234;187;152;131;96;74;56;26;40;3661
"350720 Borá";55;48;64;85;60;92;71;62;53;57;57;35;25;21;17;11;12;825
"350730 Boracéia";347;326;370;398;383;366;314;317;284;268;229;202;187;130;99;70;85;4375
"350740 Borborema";939;1070;1067;1107;1266;1251;1166;1055;1038;1070;932;787;626;489;412;309;310;14894
"350745 Borebi";193;201;218;220;204;167;178;160;168;156;118;120;66;61;41;44;36;2351
"350750 Botucatu";9001;9409;10064;10171;11046;11516;10835;9501;8783;8537;7798;6628;5165;3878;3023;2415;2757;130527
"350760 Bragança Paulista";9742;10504;12078;12183;12702;13115;12862;11441;10414;10002;9094;7321;6088;4337;3376;2423;2749;150431
"350770 Braúna";352;339;386;394;455;450;377;359;338;303;309;262;199;201;172;122;129;5147
"350775 Brejo Alegre";166;208;232;209;206;217;251;201;180;154;147;128;100;97;54;31;57;2638
"350780 Brodowski";1439;1682;1837;1889;1838;1765;1660;1575;1559;1464;1222;1030;789;626;503;353;406;21637
"350790 Brotas";1609;1662;1840;1883;1836;1862;1776;1615;1494;1410;1263;1009;843;685;505;415;415;22122
"350800 Buri";1752;1906;1930;1742;1533;1480;1437;1363;1149;1089;939;764;612;476;372;251;234;19029
"350810 Buritama";1092;1006;1135;1230;1278;1275;1207;1226;1156;1115;1008;802;752;548;430;273;272;15805
"350820 Buritizal";283;277;293;318;343;367;332;299;282;265;249;220;199;138;120;75;95;4155
"350830 Cabrália Paulista";333;376;391;433;343;371;327;335;310;263;253;200;173;130;98;72;67;4475
"350840 Cabreúva";3666;3809;3954;3853;4004;4030;3568;3311;2977;2543;1936;1583;1213;844;528;421;409;42649
"350850 Caçapava";6335;6458;7029;7052;7334;7763;7282;6647;6063;5750;5102;4174;3327;2387;1684;1192;1302;86881
"350860 Cachoeira Paulista";2226;2315;2438;2487;2541;2643;2527;2188;2044;2100;1894;1553;1235;915;646;515;580;30847
"350870 Caconde";1302;1565;1764;1632;1433;1307;1292;1182;1276;1256;1101;936;857;605;526;349;378;18761
"350880 Cafelândia";1142;1147;1340;1398;1375;1369;1326;1217;1154;1095;1029;906;716;569;491;364;386;17024
"350890 Caiabu";262;283;329;361;368;295;261;294;332;309;239;204;167;153;131;88;98;4174
"350900 Caieiras";6943;7224;7995;7685;7856;7844;7536;7067;6837;6097;4889;3739;2685;1678;1110;751;767;88703
"350910 Caiuá";316;398;449;421;409;360;318;402;377;429;295;279;211;175;151;95;81;5166
"350920 Cajamar";5583;5629;6005;5893;6387;6488;6001;5275;4539;3944;3197;2349;1586;1144;755;493;457;65725
"350925 Cajati";2576;2800;3117;2709;2265;2261;2351;2044;1783;1628;1378;1182;880;756;569;407;379;29085
"350930 Cajobi";595;717;712;853;924;911;730;695;685;710;582;494;422;330;278;196;179;10013
"350940 Cajuru";1782;1877;2106;2191;2095;1948;1808;1674;1631;1501;1321;1042;882;668;555;418;459;23958
"350945 Campina do Monte Alegre";436;502;519;474;466;457;411;392;383;371;288;287;228;154;142;89;108;5707
"350950 Campinas";71191;72278;80006;83148;98397;105705;98146;85481;80553;74598;68160;55625;42894;31210;24556;17334;19762;1109044
"350960 Campo Limpo Paulista";5910;5950;6414;6601;6773;6893;6268;5859;5328;4973;4409;3597;2510;1671;1199;787;793;75935
"350970 Campos do Jordão";3712;4054;4514;4400;4184;4174;4104;3847;3626;3212;2729;2051;1539;1009;787;526;522;48990
"350980 Campos Novos Paulista";362;398;411;375;329;369;343;305;313;314;230;240;198;177;109;88;92;4653
"350990 Cananéia";1010;1124;1295;1114;912;894;1005;852;728;728;694;603;475;389;282;229;199;12533
"350995 Canas";431;411;419;401;405;391;322;298;306;299;221;192;123;107;66;58;45;4495
"351000 Cândido Mota";2105;2107;2397;2503;2656;2348;2238;2140;2224;2159;1907;1581;1268;996;785;642;579;30635
"351010 Cândido Rodrigues";139;173;158;195;256;193;179;176;198;219;187;130;163;117;98;78;76;2735
"351015 Canitar";399;502;457;375;358;398;381;322;248;257;192;180;142;99;85;51;33;4479
"351020 Capão Bonito";3667;4268;4568;4297;3831;3713;3740;3430;3084;2803;2456;2078;1769;1340;991;657;646;47338
"351030 Capela do Alto";1367;1610;1697;1610;1610;1483;1477;1319;1221;1067;907;745;673;448;343;206;189;17972
"351040 Capivari";3797;3938;4069;4281;4521;4407;4220;3707;3564;3134;2731;2177;1610;1211;930;694;805;49796
"351050 Caraguatatuba";8070;8460;9037;8562;8471;8725;8778;7872;7113;6153;5682;5009;3929;2880;2001;1326;1306;103374
"351060 Carapicuíba";30649;31859;33273;31841;34917;36973;33923;30091;26427;22519;19754;16579;11767;7583;4931;2908;2876;378870
"351070 Cardoso";806;806;868;915;955;892;850;791;826;845;814;715;597;529;381;239;273;12102
"351080 Casa Branca";1828;1974;2178;2244;2492;2734;2426;2000;2030;1880;1710;1498;1175;914;713;509;713;29018
"351090 Cássia dos Coqueiros";163;211;220;248;183;206;165;188;182;204;164;161;105;93;80;63;64;2700
"351100 Castilho";1392;1347;1563;1555;1486;1350;1439;1427;1301;1233;1090;925;741;562;431;295;318;18455
"351110 Catanduva";7063;6927;7923;8705;9518;10002;9246;8547;8668;8120;7363;6259;4964;3855;3362;2463;2670;115655
"351120 Catiguá";494;529;517;569;621;673;599;538;563;521;432;359;281;185;163;130;132;7306
"351130 Cedral";481;532;575;560;637;631;687;605;603;526;515;403;399;299;275;216;228;8172
"351140 Cerqueira César";1346;1485;1484;1619;1511;1359;1334;1286;1179;1138;1018;862;704;543;463;308;333;17972
"351150 Cerquilho";2748;2806;3232;3128;3710;3704;3574;3106;2909;2689;2395;1993;1481;1078;851;576;632;40612
"351160 Cesário Lange";1194;1150;1291;1262;1505;1509;1399;1229;1039;954;809;725;650;456;355;207;196;15930
"351170 Charqueada";1138;1186;1287;1374;1467;1385;1236;1182;972;960;839;681;562;414;324;247;210;15464
"355720 Chavantes";931;941;1088;1019;953;1027;954;908;837;777;720;617;531;414;306;181;214;12418
"351190 Clementina";614;558;505;634;838;727;560;476;462;437;369;294;232;151;143;107;136;7243
"351200 Colina";1160;1279;1410;1480;1620;1530;1338;1259;1262;1247;1041;845;725;535;420;319;337;17807
"351210 Colômbia";423;469;528;572;546;538;520;463;406;399;334;277;233;188;117;68;64;6145
"351220 Conchal";1976;2145;2324;2405;2567;2394;2055;1764;1735;1524;1315;1053;845;634;499;303;325;25863
"351230 Conchas";1280;1307;1351;1282;1322;1275;1216;1100;1140;1129;1037;822;686;582;455;332;381;16697
"351240 Cordeirópolis";1530;1652;1726;1736;1973;1966;1874;1678;1509;1345;1211;958;759;553;436;341;363;21610
"351250 Coroados";398;352;414;447;443;438;439;425;365;357;334;284;212;146;126;99;91;5370
"351260 Coronel Macedo";383;410;485;425;393;343;336;360;332;380;341;259;216;160;136;91;77;5127
"351270 Corumbataí";257;325;364;320;341;323;303;296;267;253;219;183;168;119;91;66;76;3971
"351280 Cosmópolis";4741;4869;4877;5007;5553;5739;5323;4660;4377;3952;3167;2474;1866;1375;964;662;699;60305
"351290 Cosmorama";398;451;517;489;534;608;502;485;535;514;506;460;415;322;296;179;184;7395
"351300 Cotia";16598;17460;18591;17174;17517;19095;18466;16544;15133;13225;11262;8684;6069;3930;2669;1757;2030;206204
"351310 Cravinhos";2276;2493;2741;2770;2893;2914;2627;2398;2261;2069;1921;1470;1164;849;680;457;504;32487
"351320 Cristais Paulista";545;628;646;692;678;679;605;537;490;526;494;383;273;208;163;99;133;7779
"351330 Cruzália";136;135;180;181;189;154;165;149;197;216;158;137;86;79;68;54;47;2331
"351340 Cruzeiro";5649;5793;6363;6478;6491;6686;6408;5540;5434;5486;4956;4016;3136;2269;1809;1220;1241;78975
"351350 Cubatão";9786;10360;10449;10376;11228;11617;10581;9263;9050;7975;6583;4961;3332;2410;1705;1024;1003;121703
"351360 Cunha";1380;1810;2036;2078;1651;1636;1616;1624;1673;1491;1276;1068;956;830;568;359;363;22415
"351370 Descalvado";1989;2082;2392;2526;2769;2817;2485;2387;2204;2183;1932;1643;1293;1007;800;629;698;31836
"351380 Diadema";30830;32126;33963;32993;37537;38804;35634;32070;29441;24878;21006;16285;11524;7270;5128;3244;3056;395789
"351385 Dirce Reis";109;99;106;138;135;111;121;126;127;129;112;87;96;91;77;35;32;1731
"351390 Divinolândia";644;714;857;1002;929;912;858;867;853;817;772;729;550;408;340;239;242;11733
"351400 Dobrada";704;699;721;726;847;847;707;550;506;452;352;298;249;166;132;75;107;8138
"351410 Dois Córregos";2021;1893;1976;2094;2221;2267;2031;1779;1649;1552;1356;1144;984;720;630;525;541;25383
"351420 Dolcinópolis";110;149;147;167;152;117;181;150;138;168;142;140;104;101;88;53;42;2149
"351430 Dourado";529;581;611;731;731;709;657;632;603;614;580;461;416;286;268;194;222;8825
"351440 Dracena";2459;2618;2938;3241;3479;3669;3441;3307;3239;3213;3001;2484;2029;1665;1452;1021;1089;44345
"351450 Duartina";755;858;872;1027;965;960;927;875;896;847;791;715;571;459;387;310;344;12559
"351460 Dumont";579;661;683;702;855;826;683;584;566;522;473;385;257;184;146;120;122;8348
"351470 Echaporã";465;447;561;568;512;484;437;428;437;461;352;335;285;214;175;165;151;6477
"351480 Eldorado";1303;1532;1793;1451;1077;1061;1031;942;896;810;674;611;521;471;341;237;258;15009
"351490 Elias Fausto";1187;1315;1448;1358;1554;1481;1338;1225;1156;941;871;660;524;390;317;194;212;16171
"351492 Elisiário";212;181;231;245;292;294;287;260;209;182;179;172;131;96;101;57;69;3198
"351495 Embaúba";153;175;163;179;218;227;189;166;195;174;147;134;105;89;74;45;51;2484
"351500 Embu das Artes";20665;21586;23469;21972;22628;23724;22703;19764;17334;13928;12184;9631;6853;4379;2578;1454;1414;246266
"351510 Embu-Guaçu";5033;5704;6315;5624;5564;5464;5335;4802;4323;3873;3481;2693;2127;1550;1052;703;703;64346
"351512 Emilianópolis";186;208;215;254;250;211;225;238;229;233;182;153;151;129;108;65;59;3096
"351515 Engenheiro Coelho";1404;1422;1443;1415;1804;1829;1414;1111;1043;902;615;494;395;296;236;152;141;16116
"351518 Espírito Santo do Pinhal";2572;2846;3330;3376;3580;3456;3285;3222;3220;2962;2738;2225;1868;1339;1154;860;927;42960
"351519 Espírito Santo do Turvo";370;396;384;398;408;372;338;291;278;293;222;195;140;107;72;40;47;4351
"355730 Estiva Gerbi";738;759;861;891;932;923;805;807;739;726;602;484;344;235;205;125;120;10296
"351520 Estrela d'Oeste";489;546;579;598;700;695;662;624;595;608;561;441;413;274;269;179;181;8414
"351530 Estrela do Norte";213;199;231;269;238;193;186;190;214;208;151;105;98;78;59;48;45;2725
"351535 Euclides da Cunha Paulista";767;857;975;932;784;700;726;737;713;606;486;416;316;311;226;146;128;9826
"351540 Fartura";1092;1132;1289;1307;1258;1228;1124;1059;1088;1052;982;820;672;578;416;311;297;15705
"351560 Fernando Prestes";346;337;362;397;459;428;414;405;420;372;339;317;305;249;203;165;155;5673
"351550 Fernandópolis";3678;4143;4606;5020;5277;5299;5050;4823;4950;4782;4456;3733;2987;2541;2013;1434;1529;66321
"351565 Fernão";104;126;128;116;125;125;131;117;103;90;95;81;88;62;46;27;38;1602
"351570 Ferraz de Vasconcelos";14327;15260;17087;16160;16124;15679;14297;13324;12357;10463;8802;6733;4587;2985;2033;1166;1151;172535
"351580 Flora Rica";85;102;158;155;123;112;94;112;153;140;99;98;92;84;60;60;69;1796
"351590 Floreal";107;180;181;236;216;210;188;206;242;241;231;196;180;143;133;92;96;3078
"351600 Flórida Paulista";833;865;966;968;1245;1356;1167;972;904;822;708;551;552;404;350;257;251;13171
"351610 Florínia";185;218;226;247;208;213;205;193;217;193;182;163;161;99;87;51;52;2900
"351620 Franca";23257;25243;26829;27654;28990;27484;25549;24076;23673;22296;19259;15493;12303;8667;6607;4555;4711;326646
"351630 Francisco Morato";14427;15161;16497;15153;14997;14551;12994;11238;10342;8835;7995;6241;3992;2588;1559;916;867;158353
"351640 Franco da Rocha";10530;11151;12017;11658;13432;13929;12498;10394;8958;7568;6896;5682;4074;2419;1625;1040;1040;134911
"351650 Gabriel Monteiro";158;160;171;190;206;228;175;212;242;206;190;158;141;112;95;70;62;2776
"351660 Gália";436;469;554;574;541;563;558;529;462;426;508;391;356;266;202;171;181;7187
"351670 Garça";2922;3100;3427;3528;3661;3479;3581;3087;3074;2858;2702;2411;1875;1402;1191;867;1033;44198
"351680 Gastão Vidigal";320;284;270;276;554;504;338;258;269;245;213;202;183;148;103;66;65;4298
"351685 Gavião Peixoto";344;370;365;413;447;409;353;347;329;280;219;178;148;93;99;69;67;4530
"351690 General Salgado";673;668;752;849;926;835;783;763;834;840;728;623;515;390;330;212;216;10937
"351700 Getulina";672;771;828;841;961;1122;1078;825;694;657;615;496;428;347;282;203;215;11035
"351710 Glicério";343;347;393;393;333;367;351;356;322;296;284;253;199;156;114;83;90;4680
"351720 Guaiçara";835;846;940;917;988;930;849;799;781;707;610;491;375;295;263;153;159;10938
"351730 Guaimbê";430;439;482;481;457;464;398;374;376;336;297;259;209;215;136;104;104;5561
"351740 Guaíra";2628;2772;2990;2909;3208;3429;3235;2946;2827;2570;2292;1919;1553;1138;832;557;539;38344
"351750 Guapiaçu";1160;1206;1319;1386;1689;1574;1545;1451;1434;1259;1069;904;736;559;453;294;280;18318
"351760 Guapiara";1395;1701;1905;1761;1351;1279;1291;1281;1259;1189;956;794;687;550;450;312;289;18450
"351770 Guará";1700;1854;1758;1731;1697;1794;1694;1428;1296;1208;1065;934;752;524;393;249;280;20357
"351780 Guaraçaí";501;566;638;605;664;616;623;654;634;657;531;503;397;349;314;184;211;8647
"351790 Guaraci";805;770;794;889;943;920;788;695;719;605;531;471;405;308;233;186;165;10227
"351800 Guarani d'Oeste";137;139;146;147;160;144;142;126;154;143;135;103;77;81;81;50;54;2019
"351810 Guarantã";515;561;598;567;568;564;501;450;413;357;379;324;255;189;134;81;109;6565
"351820 Guararapes";2020;2080;2298;2417;2632;2560;2372;2279;2320;2342;1933;1571;1312;1069;904;623;634;31366
"351830 Guararema";1836;2161;2403;2306;2197;2279;2142;1919;1869;1669;1419;1260;1036;699;487;393;418;26493
"351840 Guaratinguetá";7352;7987;8853;9416;9541;9529;9033;8625;8350;8286;7300;5942;4750;3504;2572;1800;2048;114888
"351850 Guareí";878;988;1107;1129;1553;1771;1662;1236;1030;837;720;585;443;349;291;177;175;14931
"351860 Guariba";2939;2929;3049;3208;3597;3672;2998;2611;2508;2270;1879;1405;1035;731;657;477;413;36378
"351870 Guarujá";23756;24918;26890;25764;25706;25984;24929;23197;21670;19164;16373;12644;9312;6570;4913;3097;3170;298057
"351880 Guarulhos";99421;106174;112919;105123;112384;115926;110158;100156;92354;78395;66434;51683;37162;24807;17453;11071;11061;1252681
"351885 Guatapará";566;615;619;641;581;608;543;501;419;424;455;356;289;173;117;88;146;7141
"351890 Guzolândia";360;384;394;408;402;402;380;340;314;301;313;260;192;147;128;75;73;4873
"351900 Herculândia";636;736;721;743;715;732;711;639;629;568;536;366;344;271;215;174;178;8914
"351905 Holambra";798;931;943;947;997;1031;1054;979;893;755;686;524;375;239;171;124;136;11583
"351907 Hortolândia";14972;15825;17473;17574;19295;18902;17550;15780;14491;12554;10457;7872;5282;3586;2495;1679;1746;197533
"351910 Iacanga";699;715;793;822;874;881;887;773;688;655;561;537;402;333;244;182;219;10265
"351920 Iacri";446;461;475;510;540;502;454;465;492;472;390;348;300;236;213;139;137;6580
"351925 Iaras";456;449;482;686;490;568;592;564;502;467;423;300;231;132;97;52;45;6536
"351930 Ibaté";2524;2570;2755;2769;3203;3059;2695;2282;2124;1992;1575;1203;896;635;573;326;325;31506
"351940 Ibirá";747;700;760;853;1036;1001;864;720;754;718;706;555;481;405;321;246;303;11170
"351950 Ibirarema";498;553;593;601;526;522;505;463;560;456;359;299;287;227;176;136;133;6894
"351960 Ibitinga";3615;3663;3967;4372;5017;4921;4482;4116;3909;3803;3197;2611;2095;1619;1275;923;909;54494
"351970 Ibiúna";5583;6350;6926;6334;6048;6228;5739;5342;4834;4560;3756;3277;2729;2028;1462;977;833;73006
"351980 Icém";577;583;601;614;755;716;626;537;515;471;414;373;279;204;161;113;110;7649
"351990 Iepê";543;548;623;661;596;584;563;530;564;545;472;394;313;293;229;164;198;7820
"352000 Igaraçu do Tietê";1730;1803;1898;2053;2208;2077;1969;1805;1883;1693;1401;1005;748;572;446;349;309;23949
"352010 Igarapava";2052;2079;2102;2274;2643;2629;2321;1987;1934;1911;1656;1312;1075;888;717;501;573;28654
"352020 Igaratá";662;765;808;756;708;709;693;653;640;558;520;485;362;282;195;128;129;9053
"352030 Iguape";2154;2714;2734;2435;1859;2000;2098;2086;1956;1921;1684;1500;1250;1140;918;571;546;29566
"352042 Ilha Comprida";647;744;842;683;512;572;585;556;606;669;693;641;560;405;278;144;115;9252
"352044 Ilha Solteira";1523;1539;1900;2140;2070;1762;1876;2086;2051;1872;1721;1492;1273;934;679;402;374;25694
"352040 Ilhabela";2352;2502;2501;2350;2687;2854;2709;2300;2070;1750;1366;1096;789;593;427;272;286;28904
"352050 Indaiatuba";14331;15063;15985;16748;18777;19574;18287;16145;15318;14013;11806;9504;7068;5012;3865;2469;2720;206685
"352060 Indiana";301;313;374;409;446;382;395;363;366;332;286;250;213;181;132;109;94;4946
"352070 Indiaporã";205;247;252;292;311;299;284;262;276;270;310;244;218;194;131;87;119;4001
"352080 Inúbia Paulista";237;252;306;281;320;290;289;269;259;263;230;179;140;131;105;86;84;3721
"352090 Ipaussu";1125;1098;1214;1139;1235;1102;1112;1027;878;908;749;629;532;452;312;235;259;14006
"352100 Iperó";2345;2414;2569;2434;2882;2993;2589;2121;1839;1761;1504;1194;809;588;441;279;249;29011
"352110 Ipeúna";500;532;528;561;555;550;522;463;399;339;303;264;188;153;154;71;85;6167
"352115 Ipiguá";301;311;347;354;370;339;369;329;329;307;272;265;218;164;137;77;86;4575
"352120 Iporanga";369;410;493;442;330;332;335;289;244;236;236;170;126;128;112;93;62;4407
"352130 Ipuã";1089;1285;1195;1195;1395;1406;1274;1095;940;889;715;614;494;306;270;187;154;14503
