"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"351100 Castilho";1436;1406;1418;1511;1522;1505;1468;1488;1420;1324;1206;1023;829;620;456;327;363;19322
"351110 Catanduva";7014;6956;7287;8153;8995;9916;9877;8993;8536;8410;7776;6827;5577;4279;3364;2679;3125;117764
"351120 Catiguá";491;502;526;540;597;651;644;578;549;536;484;399;312;223;159;131;153;7475
"351130 Cedral";494;515;561;577;600;674;685;673;613;581;539;482;403;351;275;233;278;8534
"351140 Cerqueira César";1374;1429;1489;1505;1579;1507;1387;1322;1251;1179;1089;937;786;605;470;356;391;18656
"351150 Cerquilho";2885;2897;3121;3348;3527;3965;3846;3496;3090;2893;2642;2291;1807;1279;928;675;754;43444
"351160 Cesário Lange";1240;1183;1244;1349;1413;1553;1479;1324;1149;1009;902;779;681;525;370;252;232;16684
"351170 Charqueada";1157;1165;1238;1325;1431;1491;1347;1210;1101;968;909;773;611;466;340;257;261;16050
"355720 Chavantes";921;904;955;995;947;969;993;913;858;796;736;667;561;435;321;214;233;12418
"351190 Clementina";632;605;575;598;753;837;690;535;459;441;407;327;253;191;137;117;153;7710
"351200 Colina";1145;1197;1307;1385;1499;1603;1471;1306;1242;1233;1153;950;773;602;441;334;390;18031
"351210 Colômbia";420;430;468;515;549;548;527;482;431;397;363;304;244;194;138;82;75;6167
"351220 Conchal";2012;2012;2211;2346;2475;2543;2267;1910;1709;1624;1412;1180;937;705;523;364;376;26606
"351230 Conchas";1295;1283;1291;1272;1272;1312;1259;1170;1117;1153;1107;952;759;600;478;356;428;17104
"351240 Cordeirópolis";1568;1586;1722;1797;1900;2053;1975;1789;1594;1447;1292;1103;859;650;470;362;434;22601
"351250 Coroados";405;381;373;423;451;464;458;440;408;371;347;312;251;177;127;103;113;5604
"351260 Coronel Macedo";363;364;393;399;373;359;326;329;341;346;362;296;224;175;132;100;93;4975
"351270 Corumbataí";256;282;326;322;315;338;319;292;274;263;243;206;176;137;96;71;84;4000
"351280 Cosmópolis";4958;4959;5062;5182;5541;6030;5880;5187;4554;4193;3605;2848;2162;1557;1092;740;814;64364
"351290 Cosmorama";390;409;455;484;496;563;568;492;502;534;508;478;421;352;282;217;214;7365
"351300 Cotia";17481;17350;18211;18355;18049;19506;20078;18316;16115;14467;12524;10218;7499;5003;3182;2081;2378;220813
"351310 Cravinhos";2316;2356;2591;2743;2827;2966;2837;2514;2314;2177;1990;1726;1314;966;707;518;578;33440
"351320 Cristais Paulista";557;576;625;643;679;704;674;584;520;515;529;456;338;231;173;120;144;8068
"351330 Cruzália";125;128;144;158;161;163;156;158;161;193;184;142;109;78;68;56;59;2243
"351340 Cruzeiro";5592;5587;5872;6169;6332;6632;6628;6016;5414;5380;5187;4476;3531;2576;1871;1367;1453;80083
"351350 Cubatão";9802;9861;10386;10479;10770;11486;11141;9818;8909;8385;7126;5629;4008;2694;1876;1220;1171;124761
"351360 Cunha";1366;1488;1749;1838;1755;1618;1622;1597;1628;1601;1408;1184;991;822;632;409;412;22120
"351370 Descalvado";1980;2008;2184;2389;2587;2851;2728;2447;2302;2192;2074;1796;1460;1132;859;663;823;32475
"351380 Diadema";30893;30714;32983;33953;34827;38067;37055;33354;30096;26798;22473;18250;13537;9080;5755;3812;3686;405333
"351385 Dirce Reis";107;105;96;111;132;128;117;126;125;131;127;105;90;86;76;52;38;1752
"351390 Divinolândia";618;643;729;848;916;911;875;834;831;823;797;745;632;452;340;259;281;11534
"351400 Dobrada";711;701;725;755;781;842;778;620;509;467;399;319;266;196;134;93;111;8407
"351410 Dois Córregos";2029;1953;1932;2029;2151;2274;2189;1908;1696;1582;1444;1239;1031;815;618;519;630;26039
"351420 Dolcinópolis";107;125;141;142;153;137;142;171;144;152;161;138;124;96;86;65;53;2137
"351430 Dourado";521;536;584;641;700;718;684;636;611;599;593;530;429;340;254;211;254;8841
"351440 Dracena";2415;2527;2728;3001;3332;3712;3729;3440;3289;3245;3129;2762;2229;1780;1449;1136;1274;45177
"351450 Duartina";729;775;827;875;952;963;946;896;874;879;831;754;633;489;389;313;395;12520
"351460 Dumont";608;638;711;731;807;897;795;649;580;555;502;432;322;214;155;121;147;8864
"351470 Echaporã";440;432;459;505;497;470;442;417;416;442;418;339;300;245;184;155;189;6350
"351480 Eldorado";1350;1345;1504;1464;1195;1065;1053;987;920;870;769;660;569;475;383;265;300;15174
"351490 Elias Fausto";1215;1215;1359;1407;1426;1552;1445;1285;1190;1077;923;791;591;437;326;233;243;16715
"351492 Elisiário";216;203;210;253;278;309;305;277;241;201;182;175;150;111;90;74;77;3352
"351495 Embaúba";149;157;165;165;192;219;205;176;171;179;160;141;119;91;74;54;56;2473
"351500 Embu das Artes";21216;20839;22351;22833;22287;23512;23522;21217;18326;15592;12833;10771;8079;5420;3263;1844;1689;255594
"351510 Embu-Guaçu";5123;5259;5817;5815;5475;5587;5463;5080;4552;4116;3673;3112;2380;1765;1213;798;830;66058
"351512 Emilianópolis";182;197;208;221;244;237;218;228;236;232;211;171;151;136;111;80;73;3136
"351515 Engenheiro Coelho";1506;1501;1604;1616;1666;1891;1729;1344;1101;994;785;556;444;345;255;184;177;17698
"351518 Espírito Santo do Pinhal";2565;2651;3009;3268;3386;3574;3433;3251;3188;3098;2847;2477;1999;1545;1148;914;1073;43426
"351519 Espírito Santo do Turvo";378;377;381;384;408;402;358;314;284;288;265;209;167;115;82;50;52;4514
"355730 Estiva Gerbi";746;741;795;863;906;953;892;810;775;738;686;550;416;275;200;150;142;10638
"351520 Estrela d'Oeste";475;498;542;563;621;696;672;631;603;601;593;502;407;337;251;207;217;8416
"351530 Estrela do Norte";207;205;207;230;242;218;192;186;196;208;181;131;98;80;60;46;52;2739
"351535 Euclides da Cunha Paulista";749;754;830;842;796;727;698;711;706;661;551;445;353;288;243;165;153;9672
"351540 Fartura";1087;1089;1140;1205;1231;1239;1191;1085;1061;1087;1033;914;735;586;456;325;353;15817
"351560 Fernando Prestes";341;338;338;362;411;450;426;407;405;395;358;323;302;273;216;171;194;5710
"351550 Fernandópolis";3609;3843;4296;4649;4984;5336;5343;5013;4862;4918;4671;4128;3353;2689;2158;1603;1816;67271
"351565 Fernão";106;111;122;115;118;136;131;131;115;100;93;89;79;72;49;33;41;1641
"351570 Ferraz de Vasconcelos";14833;14645;15995;16728;16305;16382;15340;13818;12730;11459;9623;7721;5583;3624;2320;1454;1361;179921
"351580 Flora Rica";78;88;110;130;118;107;101;100;122;138;123;95;89;83;68;54;79;1683
"351590 Floreal";100;134;175;193;213;208;201;196;222;244;237;216;186;155;126;104;113;3023
"351600 Flórida Paulista";831;835;910;1008;1144;1417;1366;1097;934;862;770;629;524;447;338;267;291;13670
"351610 Florínia";176;185;204;212;210;200;201;194;200;201;185;172;159;122;83;61;59;2824
"351620 Franca";23402;23801;25855;27053;28087;28819;26993;24865;23645;22941;20851;17443;13736;10246;7180;5144;5601;335662
"351630 Francisco Morato";14870;14431;15377;15578;14989;15108;14024;12094;10626;9557;8300;7070;5084;3129;1918;1113;1027;164295
"351640 Franco da Rocha";11017;10896;11870;12327;12691;14104;13638;11651;9711;8319;7160;6178;4722;3066;1835;1180;1197;141562
"351650 Gabriel Monteiro";152;154;158;171;188;209;209;189;221;231;205;176;145;121;96;75;76;2776
"351660 Gália";422;418;462;505;511;535;551;518;486;440;446;439;352;296;215;166;208;6970
"351670 Garça";2885;2916;3133;3292;3439;3578;3534;3349;3021;2967;2761;2513;2092;1548;1176;919;1140;44263
"351680 Gastão Vidigal";315;303;301;301;398;552;438;303;258;260;233;204;185;156;114;75;75;4471
"351685 Gavião Peixoto";347;346;359;376;419;436;387;341;333;309;252;194;158;117;88;76;80;4618
"351690 General Salgado";645;651;676;747;842;896;812;760;782;835;789;671;560;428;327;243;250;10914
"351700 Getulina";679;698;788;846;907;1036;1088;951;759;668;628;560;447;362;285;216;244;11162
"351710 Glicério";341;343;354;373;361;349;358;347;340;314;291;268;218;163;120;86;100;4726
"351720 Guaiçara";857;832;874;921;956;994;915;834;794;759;672;558;433;322;258;191;186;11356
"351730 Guaimbê";428;421;437;449;451;462;447;387;362;353;322;283;234;198;164;109;123;5630
"351740 Guaíra";2632;2650;2805;2896;3025;3379;3388;3106;2876;2725;2440;2101;1713;1275;904;624;636;39175
"351750 Guapiaçu";1204;1218;1307;1410;1559;1727;1633;1552;1473;1402;1215;1017;832;645;485;354;350;19383
"351760 Guapiara";1359;1425;1585;1576;1422;1274;1250;1246;1233;1213;1078;869;720;595;464;349;353;18011
"351770 Guará";1703;1709;1771;1704;1678;1724;1731;1543;1332;1234;1130;980;815;591;411;284;310;20650
"351780 Guaraçaí";485;505;561;575;590;631;610;625;631;639;603;511;448;353;304;228;238;8537
"351790 Guaraci";814;792;773;825;912;956;891;742;692;675;576;502;429;339;248;187;201;10554
"351800 Guarani d'Oeste";133;136;134;136;143;153;149;134;134;147;138;120;90;73;73;59;61;2013
"351810 Guarantã";517;512;550;552;547;567;541;467;422;381;358;351;283;202;144;93;112;6599
"351820 Guararapes";1983;2029;2129;2271;2452;2653;2514;2334;2284;2329;2191;1775;1431;1149;919;703;754;31900
"351830 Guararema";1897;1979;2235;2335;2279;2303;2316;2103;1912;1811;1595;1365;1151;861;568;407;499;27616
"351840 Guaratinguetá";7334;7550;8241;8856;9322;9700;9545;8925;8458;8324;7868;6656;5293;3984;2842;1997;2340;117235
"351850 Guareí";888;905;1073;1238;1484;1944;1923;1570;1173;969;792;647;499;362;282;204;197;16150
"351860 Guariba";2969;2897;2989;3151;3394;3700;3432;2815;2524;2363;2068;1628;1190;853;638;517;516;37644
"351870 Guarujá";23960;23788;25286;25878;25440;26052;25600;23819;22071;20328;17706;14457;10824;7683;5354;3676;3745;305667
"351880 Guarulhos";101296;100731;108844;110797;109605;116368;114194;104560;94744;85057;71730;58327;43491;29984;19705;13039;13182;1295654
"351885 Guatapará";576;579;592;601;607;605;584;516;467;425;437;411;314;225;135;92;150;7316
"351890 Guzolândia";362;369;384;386;399;417;400;362;329;318;315;287;221;158;124;91;85;5007
"351900 Herculândia";639;661;712;709;725;740;730;678;631;606;564;471;347;296;226;177;210;9122
"351905 Holambra";861;908;1014;993;1004;1087;1133;1101;1011;902;768;637;471;319;202;143;166;12720
"351907 Hortolândia";15477;15365;16824;18145;19012;20194;19006;16965;15186;13679;11601;9286;6700;4418;2927;1959;2107;208851
"351910 Iacanga";718;725;770;823;862;923;919;867;759;695;623;548;470;349;268;193;244;10756
"351920 Iacri";423;430;438;451;492;515;475;441;451;468;437;373;326;253;203;157;159;6492
"351925 Iaras";455;469;485;567;699;617;697;712;641;556;500;393;267;173;103;67;54;7455
"351930 Ibaté";2563;2529;2670;2818;3010;3226;2930;2516;2183;2037;1801;1378;1025;721;542;403;376;32728
"351940 Ibirá";757;739;743;818;953;1065;974;813;733;746;723;646;514;425;339;259;338;11585
"351950 Ibirarema";517;527;567;588;583;547;535;509;511;527;423;328;284;249;189;143;159;7186
"351960 Ibitinga";3640;3694;3868;4169;4689;5174;4909;4398;4033;3878;3547;2912;2314;1762;1329;989;1071;56376
"351970 Ibiúna";5719;5784;6337;6358;6077;6218;6111;5553;5083;4786;4333;3603;2981;2285;1624;1110;1039;75001
"351980 Icém";583;575;594;611;678;757;695;590;514;486;440;383;313;223;163;120;126;7851
"351990 Iepê";540;536;560;604;626;601;582;551;545;563;521;439;346;284;241;177;219;7935
"352000 Igaraçu do Tietê";1700;1714;1802;1892;2053;2140;2012;1862;1791;1778;1551;1217;855;625;467;357;379;24195
"352010 Igarapava";2040;2047;2107;2200;2435;2671;2508;2151;1924;1894;1777;1475;1158;932;739;552;648;29258
"352020 Igaratá";667;684;747;743;713;718;709;671;635;608;557;517;425;305;221;145;151;9216
"352030 Iguape";2174;2320;2508;2309;2036;1920;2088;2130;2054;1990;1888;1656;1416;1162;979;699;675;30004
"352042 Ilha Comprida";680;711;741;708;595;551;614;623;630;705;767;760;654;480;330;200;153;9902
"352044 Ilha Solteira";1482;1542;1678;1891;1956;1914;1839;1995;2074;1984;1817;1620;1369;1103;781;515;471;26031
"352040 Ilhabela";2482;2447;2593;2567;2607;2915;2905;2592;2219;1969;1608;1256;960;683;489;329;344;30965
"352050 Indaiatuba";15039;15113;16181;17223;18651;20582;20293;18145;16208;15153;13406;11029;8490;6000;4234;2983;3222;221952
"352060 Indiana";298;297;324;369;408;418;387;375;355;349;312;263;220;185;143;107;115;4925
"352070 Indiaporã";200;215;238;249;282;298;290;274;268;277;289;285;224;196;153;99;129;3966
"352080 Inúbia Paulista";239;244;271;289;297;313;292;282;271;264;248;210;161;130;111;88;103;3813
"352090 Ipaussu";1124;1101;1137;1159;1164;1213;1119;1067;947;871;827;692;571;459;350;242;291;14334
"352100 Iperó";2541;2494;2612;2708;2816;3161;3011;2508;2061;1868;1700;1409;1057;687;487;336;314;31770
"352110 Ipeúna";536;534;557;566;588;596;570;505;440;386;332;288;231;164;141;105;96;6635
"352115 Ipiguá";312;308;329;352;367;376;369;365;340;341;309;281;256;193;147;104;104;4853
"352120 Iporanga";377;363;398;404;361;325;331;309;265;234;227;200;144;119;110;91;85;4343
