"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"350600 Bauru";22812;23264;22879;24130;26515;27444;30104;31741;29838;26208;24283;23207;20707;16686;12271;8370;11247;381706
"350610 Bebedouro";4506;4607;4342;4409;5064;5665;6133;6189;5858;5494;5159;4839;4439;3630;2800;1917;2561;77612
"350620 Bento de Abreu";207;217;197;190;230;243;234;247;221;213;211;167;130;106;78;57;80;3028
"350630 Bernardino de Campos";682;709;670;612;692;831;862;791;773;748;720;734;614;524;410;326;470;11168
"350635 Bertioga";5858;5603;5142;5360;5786;5005;5025;4860;4718;4418;3972;3311;2566;1825;1226;746;733;66154
"350640 Bilac";374;413;422;464;538;586;641;679;641;621;592;541;482;396;297;215;295;8197
"350650 Birigui";7299;7685;7644;7523;8373;9115;9789;10250;9943;9432;8904;7972;6782;5406;3957;2744;3276;126094
"350660 Biritiba-Mirim";2556;2486;2229;2246;2491;2539;2609;2558;2313;2225;2122;1920;1489;1177;955;628;722;33265
"350670 Boa Esperança do Sul";1132;1125;1035;1019;1193;1221;1201;1213;1137;989;936;866;673;520;349;236;266;15111
"350680 Bocaina";805;833;802;848;922;964;1038;1104;1016;846;782;709;565;460;337;212;328;12571
"350690 Bofete";886;853;725;702;797;849;822;807;815;826;900;835;710;557;409;302;312;12107
"350700 Boituva";4509;4532;4330;4430;4848;5027;5520;5515;4947;4293;3861;3326;2702;2042;1448;926;1054;63310
"350710 Bom Jesus dos Perdões";1922;1893;1756;1886;2116;2134;2171;2234;1987;1829;1621;1455;1188;801;618;422;473;26506
"350715 Bom Sucesso de Itararé";380;359;303;288;342;360;300;283;269;262;243;195;146;108;72;48;55;4013
"350720 Borá";55;56;49;41;61;85;71;85;73;58;45;45;50;28;14;10;13;839
"350730 Boracéia";365;380;361;316;348;392;400;381;324;303;282;261;216;182;159;107;136;4913
"350740 Borborema";940;973;964;1032;1065;1126;1299;1331;1247;1111;1072;1076;930;721;525;365;501;16278
"350745 Borebi";212;206;192;180;196;201;205;193;199;179;175;164;130;111;63;46;61;2713
"350750 Botucatu";9596;9781;9389;9461;10405;10934;11925;12420;11651;10106;9095;8564;7696;6353;4734;3205;4403;149718
"350760 Bragança Paulista";10389;10627;10158;10392;12187;13118;13977;14287;13756;12135;10885;10304;9340;7224;5443;3567;4557;172346
"350770 Braúna";373;405;409;378;391;393;461;473;398;365;345;308;300;249;179;150;218;5795
"350775 Brejo Alegre";174;176;163;185;225;234;233;234;244;202;181;168;150;116;83;69;74;2911
"350780 Brodowski";1633;1684;1579;1712;1950;2114;2154;2012;1794;1658;1624;1497;1254;1008;732;512;688;25605
"350790 Brotas";1718;1738;1643;1623;1812;1955;1981;1953;1838;1661;1519;1414;1232;924;692;504;655;24862
"350800 Buri";1791;1739;1504;1433;1528;1560;1481;1403;1326;1260;1121;1049;906;688;501;345;415;20050
"350810 Buritama";1055;1117;1067;953;1081;1242;1352;1354;1280;1268;1229;1162;1012;746;604;411;481;17414
"350820 Buritizal";275;281;274;272;295;328;352;359;329;301;304;293;260;206;166;108;144;4547
"350830 Cabrália Paulista";282;293;262;260;293;351;315;320;296;299;286;251;226;167;127;87;107;4222
"350840 Cabreúva";4144;4032;3771;3953;4312;4181;4213;4203;3739;3347;2998;2519;1837;1416;1065;681;719;51130
"350850 Caçapava";6310;6464;6134;5968;6615;7006;7470;7849;7395;6659;6032;5642;4947;3966;3014;1988;2293;95752
"350860 Cachoeira Paulista";2268;2276;2129;2068;2245;2463;2664;2755;2614;2287;2079;2040;1805;1430;1073;726;905;33827
"350870 Caconde";1259;1264;1109;1132;1321;1413;1392;1328;1295;1195;1273;1275;1098;864;710;473;630;19031
"350880 Cafelândia";1100;1147;1083;1007;1164;1322;1424;1428;1350;1212;1134;1075;991;824;609;430;617;17917
"350890 Caiabu";234;245;235;237;268;309;341;295;259;284;323;310;244;191;144;115;161;4195
"350900 Caieiras";7586;7643;7120;7100;8178;8519;8796;8572;7962;7164;6653;5802;4577;3373;2304;1336;1359;104044
"350910 Caiuá";324;349;319;320;357;404;472;446;408;486;463;479;355;286;209;150;190;6017
"350920 Cajamar";6332;6253;5944;6131;6883;6791;6800;6610;6049;5257;4419;3651;2865;2046;1321;838;844;79034
"350925 Cajati";2437;2364;1955;1813;2132;2255;2097;2034;2088;1886;1649;1472;1239;1031;751;557;681;28441
"350930 Cajobi";569;598;586;653;697;834;924;900;747;694;682;701;606;480;371;262;345;10649
"350940 Cajuru";1870;1901;1769;1698;1890;2114;2200;2094;1898;1696;1631;1517;1298;991;769;535;742;26613
"350945 Campina do Monte Alegre";438;434;384;401;437;440;458;464;427;409;419;398;290;241;181;112;155;6088
"350950 Campinas";71531;73756;74234;78022;88494;89896;99104;104565;97606;84541;77359;70763;63927;52126;38681;25595;33037;1223237
"350960 Campo Limpo Paulista";6226;6260;5903;5722;6280;6784;7210;7260;6506;5828;5222;4780;4190;3288;2194;1317;1437;86407
"350970 Campos do Jordão";3766;3760;3457;3571;4121;4268;4215;4192;4107;3781;3450;2965;2410;1768;1244;754;884;52713
"350980 Campos Novos Paulista";369;377;338;332;366;380;349;372;356;317;314;298;222;203;163;128;144;5028
"350990 Cananéia";971;935;782;745;903;941;861;832;928;871;765;712;656;554;414;300;372;12542
"350995 Canas";493;479;446;401;405;413;433;430;355;300;285;259;190;147;92;66;74;5268
"351000 Cândido Mota";1949;2013;1911;1798;2034;2254;2478;2318;2209;2110;2144;2092;1844;1446;1068;748;994;31410
"351010 Cândido Rodrigues";125;136;146;167;154;181;248;213;189;179;194;213;184;125;129;93;129;2805
"351015 Canitar";481;454;396;446;464;428;395;396;397;351;277;272;202;151;107;69;79;5365
"351020 Capão Bonito";3474;3417;2982;3047;3486;3763;3652;3482;3440;3214;2947;2686;2299;1793;1377;948;1091;47098
"351030 Capela do Alto";1539;1512;1362;1476;1693;1785;1806;1639;1565;1422;1355;1226;979;688;525;330;355;21257
"351040 Capivari";4014;4078;3918;3945;4188;4466;4777;4684;4426;3880;3534;3039;2548;1964;1381;924;1207;56973
"351050 Caraguatatuba";9204;9071;8211;8148;9151;9336;9359;9502;9557;8873;8151;7041;6097;4942;3607;2379;2565;125194
"351060 Carapicuíba";30564;30321;28949;30020;32179;30958;32874;34481;31869;27806;23881;19845;16853;13875;9713;5745;5442;405375
"351070 Cardoso";743;768;708;633;691;816;945;942;898;861;893;871;775;608;454;353;412;12371
"351080 Casa Branca";1788;1836;1767;1885;2181;2292;2503;2715;2458;2039;1990;1841;1594;1285;936;647;898;30655
"351090 Cássia dos Coqueiros";137;143;126;136;153;194;171;184;159;167;167;179;153;141;98;72;108;2488
"351100 Castilho";1501;1561;1422;1239;1414;1608;1725;1619;1638;1612;1465;1295;1079;830;603;409;501;21521
"351110 Catanduva";6743;7063;6930;6661;7617;8662;9748;10292;9579;8610;8464;7948;7083;5833;4396;3067;4418;123114
"351120 Catiguá";484;492;486;519;540;576;613;670;634;542;537;512;412;315;230;141;202;7905
"351130 Cedral";512;540;527;547;602;628;720;718;743;658;648;589;545;427;374;266;408;9452
"351140 Cerqueira César";1452;1485;1406;1390;1426;1644;1648;1470;1393;1342;1216;1103;985;810;615;429;577;20391
"351150 Cerquilho";3166;3286;3226;3232;3740;3782;4267;4242;3986;3452;3162;2930;2596;2052;1429;928;1155;50631
"351160 Cesário Lange";1334;1321;1280;1309;1501;1423;1525;1515;1414;1259;1082;979;818;641;505;329;360;18595
"351170 Charqueada";1197;1220;1174;1181;1314;1454;1546;1442;1287;1200;1004;944;813;614;458;308;383;17539
"355720 Chavantes";865;883;814;760;882;901;896;955;913;855;785;732;674;522;391;273;317;12418
"351190 Clementina";697;685;702;701;656;724;903;829;591;450;430;403;325;263;207;128;200;8894
"351200 Colina";1105;1146;1106;1120;1253;1399;1606;1572;1371;1216;1196;1197;1016;770;595;404;529;18601
"351210 Colômbia";401;409;371;373;448;535;532;507;488;447;391;370;305;228;174;126;118;6223
"351220 Conchal";2052;2044;1933;2045;2302;2431;2566;2388;2027;1705;1621;1444;1240;952;698;476;567;28491
"351230 Conchas";1290;1317;1216;1143;1215;1232;1300;1294;1253;1159;1180;1155;1047;779;568;423;567;18138
"351240 Cordeirópolis";1652;1656;1613;1766;1966;1965;2095;2043;1883;1694;1527;1353;1186;933;699;465;620;25116
"351250 Coroados";414;422;394;341;401;476;505;489;474;461;390;353;327;272;193;120;165;6197
"351260 Coronel Macedo";309;306;265;247;304;327;328;295;299;334;317;341;296;214;163;109;137;4591
"351270 Corumbataí";250;258;236;250;292;301;337;318;281;282;276;263;228;171;133;87;109;4072
"351280 Cosmópolis";5492;5557;5361;5501;5898;6112;6532;6491;5755;4779;4268;3811;3065;2257;1574;1038;1171;74662
"351290 Cosmorama";359;376;350;369;452;468;515;591;522;491;526;500;459;400;339;244;328;7289
"351300 Cotia";19288;19329;17865;17907;20270;20639;21258;22054;20361;17399;15475;13483;11261;8524;5740;3394;3635;257882
"351310 Cravinhos";2370;2405;2281;2392;2714;2833;2964;2936;2649;2385;2217;2033;1856;1376;978;647;822;35858
"351320 Cristais Paulista";587;578;528;548;595;693;743;731;648;576;537;555;514;375;240;158;197;8803
"351330 Cruzália";97;106;108;93;105;120;151;148;150;131;158;179;139;116;77;58;85;2021
"351340 Cruzeiro";5412;5505;5234;5073;5656;6158;6467;6656;6373;5483;5151;5107;4629;3595;2589;1698;2109;82895
"351350 Cubatão";9846;9870;9587;10155;10752;10540;10901;11023;10066;8684;8069;7013;5672;4145;2682;1715;1801;132521
"351360 Cunha";1251;1276;1094;1182;1410;1670;1579;1569;1576;1598;1642;1509;1248;924;710;546;589;21373
"351370 Descalvado";1934;1996;1929;1913;2198;2468;2802;2888;2594;2401;2208;2125;1878;1566;1197;839;1161;34097
"351380 Diadema";30674;30823;30209;32082;34776;33033;35118;36205;33693;29825;26624;22366;18494;14240;9796;5714;5878;429550
"351385 Dirce Reis";98;107;96;76;84;123;140;125;133;131;142;145;120;81;72;62;70;1805
"351390 Divinolândia";544;567;536;535;648;831;859;826;786;793;816;799;729;627;447;295;389;11027
"351400 Dobrada";745;740;736;765;795;728;773;773;647;502;451;408;323;251;190;117;144;9088
"351410 Dois Córregos";2059;2065;2008;1902;1999;2103;2208;2230;2017;1729;1554;1442;1242;997;797;541;811;27704
"351420 Dolcinópolis";100;105;100;111;115;143;146;124;170;161;150;164;142;125;88;71;93;2108
"351430 Dourado";486;509;497;519;541;636;684;681;645;610;579;591;560;430;346;225;344;8883
"351440 Dracena";2288;2453;2436;2443;2806;3350;3846;4015;3713;3428;3277;3159;2869;2310;1767;1294;1833;47287
"351450 Duartina";672;695;664;675;705;879;926;937;919;877;902;854;755;632;476;343;510;12421
"351460 Dumont";681;695;690;769;836;847;948;891;738;619;569;510;444;356;233;147;201;10174
"351470 Echaporã";375;387;365;315;374;412;409;410;392;395;424;445;340;298;252;176;257;6026
"351480 Eldorado";1365;1316;1049;995;1213;1234;1075;1039;1024;961;931;864;713;576;448;354;435;15592
"351490 Elias Fausto";1231;1226;1145;1240;1405;1376;1551;1517;1368;1253;1195;1006;868;624;439;293;358;18095
"351492 Elisiário";230;232;236;223;275;288;322;321;299;274;227;187;169;154;114;75;116;3742
"351495 Embaúba";135;142;138;153;155;166;193;210;178;148;167;168;146;119;85;62;81;2446
"351500 Embu das Artes";22016;21940;20597;20964;23340;22748;22989;23322;21922;18858;16114;12975;10914;8470;5800;3406;2889;279264
"351510 Embu-Guaçu";5199;5265;4813;4938;5609;5497;5566;5482;5281;4771;4245;3756;3289;2472;1788;1178;1253;70402
"351512 Emilianópolis";174;187;184;181;187;236;250;218;225;240;230;231;190;150;131;100;124;3238
"351515 Engenheiro Coelho";1762;1778;1856;2020;1974;1686;1903;2021;1628;1202;1033;867;611;470;362;247;292;21712
"351518 Espírito Santo do Pinhal";2457;2573;2491;2589;3023;3243;3572;3539;3332;3179;3132;2862;2543;2011;1562;1038;1461;44607
"351519 Espírito Santo do Turvo";400;388;350;356;386;416;408;368;336;302;284;287;221;164;111;74;75;4926
"355730 Estiva Gerbi";759;764;723;718;827;905;975;962;844;811;769;733;599;438;286;175;219;11507
"351520 Estrela d'Oeste";441;458;442;464;510;552;644;648;636;620;604;589;512;398;348;226;328;8420
"351530 Estrela do Norte";193;203;198;167;178;226;235;201;182;179;194;198;150;91;67;49;63;2774
"351535 Euclides da Cunha Paulista";669;667;578;552;647;726;709;653;662;684;681;583;444;343;245;203;234;9280
"351540 Fartura";1051;1078;977;894;1020;1146;1214;1207;1128;1081;1115;1069;951;729;540;406;496;16102
"351560 Fernando Prestes";313;338;324;298;321;369;445;434;405;391;403;368;321;297;276;211;291;5805
"351550 Fernandópolis";3429;3621;3598;3766;4155;4688;5350;5613;5316;4971;5000;4777;4339;3579;2728;2045;2705;69680
"351565 Fernão";114;109;94;100;112;119;139;141;151;134;112;95;88;68;66;45;52;1739
"351570 Ferraz de Vasconcelos";15641;15561;14413;14808;17133;17081;16813;15972;14311;12941;11808;9909;8045;5917;3840;2258;2210;198661
"351580 Flora Rica";56;68;59;51;74;90;94;100;87;89;101;125;92;81;75;62;93;1397
"351590 Floreal";86;93;96;140;146;187;201;212;201;211;235;241;228;184;151;109;163;2884
"351600 Flórida Paulista";781;827;823;933;1170;1253;1526;1544;1247;981;878;786;647;467;403;282;388;14936
"351610 Florínia";147;153;141;147;157;182;174;183;192;187;193;187;174;141;118;70;85;2631
"351620 Franca";23578;23775;22933;24188;26419;27573;29156;28082;25815;23730;22838;21409;18381;14422;10814;7018;8408;358539
"351630 Francisco Morato";15572;15136;13612;13603;15449;15361;15225;14412;12689;10807;9671;8262;7224;5438;3335;1911;1665;179372
"351640 Franco da Rocha";12020;11958;11471;12177;13372;12912;13995;14294;12773;10462;8686;7069;5989;4645;3149;1746;1720;158438
"351650 Gabriel Monteiro";131;142;140;135;145;161;188;224;187;208;248;223;183;143;118;86;114;2776
"351660 Gália";364;366;324;313;378;443;474;488;496;486;435;378;406;331;278;195;264;6419
"351670 Garça";2721;2802;2655;2602;2876;3156;3496;3463;3468;3068;2956;2706;2440;2051;1511;1013;1445;44429
"351680 Gastão Vidigal";305;315;354;386;363;312;521;512;360;268;265;238;193;167;140;102;110;4911
"351685 Gavião Peixoto";350;346;320;329;341;395;436;397;340;335;323;264;198;155;123;75;114;4841
"351690 General Salgado";582;610;599;556;618;752;874;828;771;753;805;802;695;551;415;283;361;10855
"351700 Getulina";674;678;645;757;884;875;914;1018;1026;827;671;623;566;428;332;242;325;11485
"351710 Glicério";340;347;323;291;329;371;335;346;346;356;332;294;256;203;147;101;125;4842
"351720 Guaiçara";874;883;817;799;926;963;1032;986;896;831;800;714;600;456;323;225;291;12416
"351730 Guaimbê";408;415;379;353;392;431;465;474;396;349;360;346;301;238;174;151;174;5806
"351740 Guaíra";2606;2652;2500;2520;2856;2980;3252;3434;3287;2989;2802;2504;2175;1700;1252;832;942;41283
"351750 Guapiaçu";1277;1337;1330;1374;1511;1569;1851;1813;1716;1594;1552;1371;1129;905;694;478;586;22087
"351760 Guapiara";1197;1199;990;956;1136;1307;1199;1146;1161;1176;1179;1109;898;712;578;419;534;16896
"351770 Guará";1710;1668;1555;1633;1644;1618;1600;1652;1578;1356;1220;1116;953;758;557;357;419;21394
"351780 Guaraçaí";430;449;418;422;483;509;592;592;594;613;617;622;521;449;337;257;353;8258
"351790 Guaraci";810;840;801;746;788;892;975;943;798;699;712;617;512;415;326;226;282;11382
"351800 Guarani d'Oeste";127;132;122;110;115;126;149;146;138;122;140;137;130;95;64;55;88;1996
"351810 Guarantã";506;496;443;447;502;523;554;538;475;423;386;342;342;265;182;121;140;6685
"351820 Guararapes";1881;1983;1933;1869;2075;2321;2636;2632;2449;2303;2324;2328;1937;1486;1141;833;1126;33257
"351830 Guararema";1992;2018;1837;1978;2330;2419;2428;2504;2332;2039;1943;1756;1456;1203;937;591;702;30465
"351840 Guaratinguetá";7219;7437;7146;7265;8167;9132;9834;9997;9362;8695;8314;8032;7019;5482;4072;2730;3289;123192
"351850 Guareí";865;870;889;1193;1708;1893;2316;2319;1953;1410;1087;824;642;468;319;218;270;19244
"351860 Guariba";3048;3017;2910;2951;3170;3304;3610;3660;3050;2526;2331;2086;1697;1258;887;570;782;40857
"351870 Guarujá";23958;24064;22555;22690;25206;25367;25431;25239;23977;22125;20521;18080;15186;11531;8077;5152;5818;324977
"351880 Guarulhos";104004;103419;98021;104226;117118;112248;113655;113594;106408;95340;86195;72767;59868;45921;31863;19406;20641;1404694
"351885 Guatapará";594;590;521;510;553;626;596;583;544;511;438;413;411;320;240;138;172;7760
"351890 Guzolândia";366;372;354;344;360;403;433;412;389;366;349;312;285;220;152;102;127;5346
"351900 Herculândia";645;635;589;637;676;732;734;731;713;651;646;596;528;357;286;209;284;9649
"351905 Holambra";1009;1031;1015;1093;1095;1106;1227;1309;1337;1239;1097;876;733;564;388;226;260;15605
"351907 Hortolândia";16317;16367;15717;16863;19690;20345;21459;20435;18270;15960;14265;12308;10298;7774;5083;3082;3337;237570
"351910 Iacanga";754;785;778;769;847;906;978;987;996;878;747;659;546;473;340;244;315;12002
"351920 Iacri";357;380;365;349;362;419;487;464;405;400;445;466;404;321;241;171;233;6269
"351925 Iaras";424;460;491;459;545;1027;951;1023;1077;929;753;596;440;265;171;90;85;9786
"351930 Ibaté";2639;2646;2561;2646;2967;2984;3214;3099;2717;2247;2031;1854;1454;1038;710;452;571;35830
"351940 Ibirá";771;804;805;767;833;926;1090;1072;921;764;771;742;691;527;409;309;437;12639
"351950 Ibirarema";541;557;512;516;585;647;602;593;573;506;561;467;347;273;240;177;229;7926
"351960 Ibitinga";3707;3869;3870;3811;4121;4613;5368;5370;4800;4249;3920;3678;3055;2322;1708;1184;1505;61150
"351970 Ibiúna";5824;5787;5104;5193;5985;6155;6175;6252;5793;5452;5159;4837;3872;2995;2276;1539;1664;80062
"351980 Icém";588;597;579;587;628;641;763;755;633;516;480;435;361;292;207;135;166;8363
"351990 Iepê";520;537;501;460;531;630;617;603;587;556;575;553;456;350;259;208;285;8228
"352000 Igaraçu do Tietê";1595;1648;1600;1593;1695;1860;2045;1989;1878;1725;1761;1629;1312;906;620;422;543;24821
"352010 Igarapava";2009;2063;2062;2121;2202;2291;2568;2571;2283;1934;1823;1764;1513;1163;887;654;883;30791
"352020 Igaratá";653;655;586;604;677;718;721;707;676;643;665;619;537;435;304;207;224;9631
"352030 Iguape";2150;2134;1789;1784;1917;2075;1931;2084;2208;2219;2150;2106;1860;1515;1152;912;1131;31117
"352042 Ilha Comprida";730;760;618;546;653;662;596;696;782;795;875;979;966;723;519;340;312;11552
"352044 Ilha Solteira";1339;1499;1532;1375;1477;1744;1992;1906;1954;2085;2075;1899;1684;1450;1198;819;858;26886
"352040 Ilhabela";2799;2712;2570;2767;2955;2807;2995;3084;2876;2444;2140;1798;1400;1068;737;490;552;36194
"352050 Indaiatuba";16660;16848;16459;17376;19408;20596;22496;22938;21008;17991;16406;14848;12380;9451;6601;4211;5013;260690
"352060 Indiana";270;286;267;257;314;364;419;376;371;352;353;316;258;210;170;130;160;4873
"352070 Indiaporã";182;191;182;191;198;241;279;291;290;274;280;272;280;224;183;145;173;3876
"352080 Inúbia Paulista";237;249;237;232;283;289;319;304;305;289;264;259;230;173;127;101;147;4045
"352090 Ipaussu";1126;1135;1092;1034;1132;1146;1253;1133;1075;975;834;845;724;554;417;313;377;15165
"352100 Iperó";3016;2976;2787;2882;3247;3127;3405;3478;2999;2412;2022;1861;1619;1198;751;470;521;38771
"352110 Ipeúna";610;615;582;601;623;678;669;615;551;496;437;357;308;246;165;115;156;7824
