"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"351740 Guaíra";2643;2626;2730;2896;2966;3335;3424;3168;2900;2772;2481;2158;1767;1331;935;649;670;39451
"351750 Guapiaçu";1222;1231;1297;1420;1517;1766;1652;1590;1490;1448;1260;1053;865;679;499;375;374;19738
"351760 Guapiara";1351;1343;1470;1514;1446;1265;1230;1237;1227;1220;1115;892;731;615;473;362;374;17865
"351770 Guará";1715;1671;1766;1698;1673;1690;1735;1585;1347;1240;1147;994;835;618;419;295;320;20748
"351780 Guaraçaí";480;488;532;566;565;632;603;617;632;632;626;512;464;357;303;244;247;8500
"351790 Guaraci";819;804;763;805;902;963;916;760;686;697;589;512;438;352;255;187;214;10662
"351800 Guarani d'Oeste";132;136;129;133;138;155;146;137;128;147;139;127;94;71;72;62;64;2010
"351810 Guarantã";519;499;527;548;540;569;552;473;427;388;350;360;292;208;147;98;113;6610
"351820 Guararapes";1977;2025;2062;2227;2394;2660;2550;2358;2280;2322;2270;1840;1471;1184;932;731;795;32078
"351830 Guararema";1925;1932;2167;2349;2306;2296;2360;2169;1933;1855;1648;1398;1190;923;599;413;526;27989
"351840 Guaratinguetá";7351;7453;7996;8685;9255;9692;9666;9048;8519;8323;8032;6882;5476;4175;2955;2068;2440;118016
"351850 Guareí";895;883;1057;1277;1461;1983;2010;1685;1224;1014;814;666;517;369;282;213;206;16556
"351860 Guariba";2988;2905;2954;3138;3329;3684;3565;2890;2536;2391;2125;1699;1241;900;637;532;551;38065
"351870 Guarujá";24104;23564;24626;25960;25369;25901;25700;24086;22266;20685;18093;15037;11331;8112;5544;3878;3942;308198
"351880 Guarulhos";102254;99578;106947;112877;108772;115737;115026;106317;95811;87146;73273;60423;45612;31929;20607;13730;13909;1309948
"351885 Guatapará";582;571;580;589;616;598;595;522;484;424;430;429;323;244;142;93;152;7374
"351890 Guzolândia";365;366;377;379;398;418;406;370;335;324;315;295;231;164;123;96;89;5051
"351900 Herculândia";642;640;706;698;729;737;732;692;633;618;572;506;349;306;232;178;221;9191
"351905 Holambra";885;905;1032;1011;1007;1099;1149;1151;1053;949;793;674;503;348;215;148;176;13098
"351907 Hortolândia";15695;15312;16528;18375;18935;20494;19399;17407;15461;14034;11948;9741;7175;4729;3095;2058;2230;212616
"351910 Iacanga";726;734;759;824;859;930;926;900;785;707;642;550;492;358;278;196;253;10919
"351920 Iacri";418;422;425;432;470;517;479;435;439;466;451;380;335;260;202;165;167;6463
"351925 Iaras";456;480;484;529;763;629;732;761;689;585;524;423;279;189;107;72;58;7760
"351930 Ibaté";2584;2532;2628;2840;2954;3259;2988;2601;2208;2049;1872;1434;1070;755;538;430;393;33135
"351940 Ibirá";763;758;734;807;926;1079;999;847;728;755;728;677;525;435;348;264;351;11724
"351950 Ibirarema";524;522;555;583;608;550;542;526;496;549;442;337;283;258;194;145;169;7283
"351960 Ibitinga";3660;3729;3817;4108;4582;5225;5028;4503;4085;3896;3653;3006;2389;1823;1358;1013;1127;57002
"351970 Ibiúna";5783;5632;6109;6373;6090;6173;6207;5637;5180;4855;4511;3704;3066;2388;1691;1156;1109;75664
"351980 Icém";587;575;589;611;652;765;721;609;515;490;447;386;324;230;164;122;131;7918
"351990 Iepê";540;535;536;586;637;604;586;559;540;568;535;453;356;284;246;182;227;7974
"352000 Igaraçu do Tietê";1696;1694;1762;1842;2003;2145;2017;1885;1766;1804;1596;1286;891;648;478;360;404;24277
"352010 Igarapava";2043;2048;2098;2178;2368;2666;2559;2211;1925;1886;1812;1526;1187;954;754;570;674;29459
"352020 Igaratá";671;662;726;735;716;716;711;679;634;623;568;527;447;316;231;151;158;9271
"352030 Iguape";2186;2201;2436;2268;2095;1878;2072;2148;2090;2007;1948;1702;1471;1177;1007;745;719;30150
"352042 Ilha Comprida";693;704;701;717;623;539;621;647;640;716;789;799;685;509;350;220;166;10119
"352044 Ilha Solteira";1473;1551;1597;1811;1920;1951;1816;1956;2088;2030;1844;1659;1402;1168;821;553;503;26143
"352040 Ilhabela";2533;2443;2611;2644;2583;2908;2964;2696;2276;2040;1684;1307;1018;717;513;350;363;31650
"352050 Indaiatuba";15323;15227;16167;17416;18623;20783;20863;18858;16550;15511;13898;11519;8967;6375;4392;3162;3396;227030
"352060 Indiana";298;293;307;357;397;427;382;379;352;354;319;266;223;188;148;106;122;4918
"352070 Indiaporã";199;206;233;236;273;297;291;279;266;279;281;291;227;199;162;103;132;3954
"352080 Inúbia Paulista";241;244;258;292;289;319;292;287;276;263;254;219;167;132;113;88;109;3843
"352090 Ipaussu";1128;1110;1105;1171;1136;1242;1116;1082;972;857;851;712;584;465;365;245;302;14443
"352100 Iperó";2613;2535;2611;2802;2795;3195;3150;2641;2141;1901;1759;1479;1141;726;507;356;336;32688
"352110 Ipeúna";550;539;564;569;598;608;584;519;455;402;341;294;246;168;138;117;99;6791
"352115 Ipiguá";316;308;320;352;366;385;366;380;345;352;321;285;270;205;151;113;110;4945
"352120 Iporanga";384;351;365;392;371;320;328;316;273;234;222;209;149;116;110;90;92;4322
