"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"350890 Caiabu";259;275;320;349;362;309;267;285;324;313;253;210;173;151;131;92;103;4176
"350900 Caieiras";6992;7144;7919;7704;7894;8010;7704;7173;6886;6241;5119;3926;2849;1813;1177;779;814;90144
"350910 Caiuá";316;382;441;415;407;378;334;390;391;428;329;286;226;179;153;102;89;5246
"350920 Cajamar";5642;5602;6032;5959;6402;6580;6139;5398;4671;4056;3329;2480;1700;1187;797;513;488;66975
"350925 Cajati";2564;2689;2999;2656;2297;2259;2322;2071;1813;1645;1417;1205;923;758;585;417;405;29025
"350930 Cajobi";590;688;717;816;911;924;768;696;685;706;608;512;436;340;280;203;193;10073
"350940 Cajuru";1786;1849;2072;2139;2111;2000;1855;1701;1638;1527;1363;1096;906;692;562;425;485;24207
"350945 Campina do Monte Alegre";436;482;513;471;464;461;422;395;385;377;310;288;235;161;139;93;111;5743
"350950 Campinas";71008;71686;79640;82900;96414;105475;100111;87485;81135;75561;69235;57651;44917;32652;25156;17931;20809;1119766
"350960 Campo Limpo Paulista";5921;5907;6372;6505;6764;6963;6463;5933;5421;5035;4514;3735;2694;1777;1248;823;843;76918
"350970 Campos do Jordão";3713;3935;4429;4353;4220;4205;4133;3881;3659;3282;2810;2152;1605;1069;799;544;551;49340
"350980 Campos Novos Paulista";362;393;407;372;338;365;350;312;311;315;247;235;204;176;117;87;97;4688
"350990 Cananéia";1007;1077;1242;1097;932;897;980;872;749;731;704;617;496;394;294;229;216;12534
"350995 Canas";434;415;422;400;405;400;340;305;304;300;235;194;133;106;70;56;49;4568
"351000 Cândido Mota";2084;2078;2336;2428;2614;2413;2257;2143;2199;2169;1956;1638;1316;1017;799;639;622;30708
"351010 Cândido Rodrigues";137;166;163;185;246;208;182;177;193;215;194;140;155;122;98;79;82;2742
"351015 Canitar";404;480;468;387;365;399;388;332;265;257;207;184;148;103;84;54;37;4562
"351020 Capão Bonito";3643;4068;4448;4198;3865;3744;3730;3447;3121;2843;2518;2139;1805;1370;1015;680;681;47315
"351030 Capela do Alto";1380;1554;1690;1611;1626;1542;1498;1354;1246;1107;955;788;684;474;350;219;202;18280
"351040 Capivari";3807;3895;4092;4220;4505;4496;4299;3809;3598;3227;2807;2269;1698;1250;953;705;840;50470
"351050 Caraguatatuba";8169;8352;9012;8598;8574;8834;8882;8095;7323;6439;5870;5194;4149;3018;2116;1396;1402;105423
"351060 Carapicuíba";30539;31163;33163;31839;34275;36695;34473;30478;26843;23057;20066;16896;12419;8080;5222;3106;3045;381359
"351070 Cardoso";796;796;849;880;941;909;866;801;821;850;828;734;612;522;391;249;282;12127
"351080 Casa Branca";1819;1926;2150;2217;2454;2713;2503;2074;2015;1909;1746;1531;1220;929;722;518;726;29172
"351090 Cássia dos Coqueiros";160;198;214;232;191;201;173;182;181;198;171;160;114;93;80;63;69;2680
"351100 Castilho";1401;1359;1535;1530;1500;1407;1450;1443;1341;1265;1131;958;770;576;440;304;333;18743
"351110 Catanduva";7016;6900;7781;8469;9377;10011;9470;8670;8628;8224;7518;6446;5171;3966;3365;2522;2821;116355
"351120 Catiguá";491;517;525;556;613;668;615;550;558;527;451;372;292;197;162;129;139;7362
"351130 Cedral";483;523;575;562;627;647;692;625;607;544;524;429;401;314;275;220;244;8292
"351140 Cerqueira César";1349;1458;1499;1575;1537;1414;1354;1294;1204;1152;1044;887;732;559;466;322;353;18199
"351150 Cerquilho";2782;2821;3224;3181;3662;3801;3669;3226;2970;2759;2482;2092;1591;1137;877;606;673;41553
"351160 Cesário Lange";1204;1155;1286;1283;1480;1529;1427;1257;1076;973;842;743;661;475;360;221;208;16180
"351170 Charqueada";1140;1172;1282;1349;1461;1426;1275;1187;1016;963;864;711;579;428;330;249;227;15659
"355720 Chavantes";923;924;1053;1008;954;1011;967;907;844;784;727;633;541;418;312;191;221;12418
"351190 Clementina";617;570;533;618;814;767;604;494;461;439;383;305;239;163;141;109;141;7398
"351200 Colina";1150;1245;1387;1439;1585;1565;1384;1271;1255;1243;1081;880;741;553;427;322;354;17882
"351210 Colômbia";420;453;513;550;549;543;523;468;414;399;344;286;237;189;124;72;68;6152
"351220 Conchal";1979;2089;2307;2370;2546;2454;2128;1807;1727;1559;1350;1095;876;652;507;322;342;26110
"351230 Conchas";1280;1292;1342;1271;1310;1293;1232;1120;1133;1138;1062;865;711;584;463;339;397;16832
"351240 Cordeirópolis";1536;1621;1740;1745;1957;2003;1909;1709;1538;1380;1241;1006;792;581;448;346;387;21939
"351250 Coroados";399;360;404;436;448;448;446;429;379;362;339;293;225;155;127;100;98;5448
"351260 Coronel Macedo";374;392;459;415;387;350;333;348;335;369;349;272;219;164;135;94;82;5077
"351270 Corumbataí";256;309;355;319;334;329;308;293;269;256;228;191;171;124;93;67;79;3981
"351280 Cosmópolis";4792;4873;4983;5034;5568;5856;5515;4821;4438;4035;3319;2598;1966;1425;1008;685;737;61653
"351290 Cosmorama";393;434;500;484;523;595;525;486;524;524;508;466;418;329;292;190;194;7385
"351300 Cotia";16817;17328;18625;17455;17755;19308;19022;17082;15466;13648;11706;9192;6549;4257;2844;1856;2146;211056
"351310 Cravinhos";2280;2434;2715;2743;2880;2943;2700;2429;2280;2107;1949;1554;1215;881;690;475;529;32804
"351320 Cristais Paulista";546;607;644;671;681;692;628;551;500;523;507;407;295;215;166;105;137;7875
"351330 Cruzália";132;132;169;172;180;158;162;151;185;212;167;138;93;78;68;54;51;2302
"351340 Cruzeiro";5604;5693;6255;6335;6460;6704;6486;5681;5429;5455;5044;4168;3269;2354;1832;1263;1311;79343
"351350 Cubatão";9748;10139;10522;10347;11109;11619;10781;9420;9005;8117;6779;5182;3559;2485;1764;1084;1059;122719
"351360 Cunha";1369;1693;1967;1984;1691;1636;1620;1609;1658;1528;1323;1107;968;821;590;374;379;22317
"351370 Descalvado";1977;2046;2343;2464;2717;2841;2569;2399;2238;2188;1984;1694;1349;1040;821;638;740;32048
"351380 Diadema";30712;31481;33931;33103;36755;38707;36156;32397;29666;25535;21541;16934;12202;7815;5343;3415;3266;398959
"351385 Dirce Reis";108;101;103;128;135;117;120;126;126;130;118;93;94;89;76;40;34;1738
"351390 Divinolândia";632;687;821;946;928;915;864;853;846;820;782;734;578;420;340;245;255;11666
"351400 Dobrada";703;696;729;731;827;848;733;572;507;457;368;305;255;175;133;80;108;8227
"351410 Dois Córregos";2015;1902;1979;2060;2210;2279;2083;1816;1666;1563;1388;1176;1001;746;626;520;571;25601
"351420 Dolcinópolis";108;141;146;158;152;124;174;156;140;162;148;139;110;98;88;56;45;2145
"351430 Dourado";524;563;608;696;723;717;666;632;606;609;586;484;421;301;263;198;233;8830
"351440 Dracena";2434;2573;2894;3141;3450;3697;3538;3341;3257;3226;3050;2576;2097;1690;1452;1054;1151;44621
"351450 Duartina";743;826;865;971;963;965;935;880;889;858;806;728;592;466;388;310;361;12546
"351460 Dumont";586;649;699;707;840;854;721;604;571;534;483;401;279;192;149;120;130;8519
"351470 Echaporã";454;439;536;544;507;481;440;423;431;455;374;337;290;222;178;161;163;6435
"351480 Eldorado";1313;1462;1713;1443;1121;1066;1040;954;905;831;707;627;538;469;356;246;273;15064
"351490 Elias Fausto";1191;1274;1431;1366;1517;1512;1375;1241;1168;987;890;703;547;403;320;205;222;16352
"351492 Elisiário";212;187;226;246;290;300;294;265;219;188;180;173;138;100;97;62;72;3249
"351495 Embaúba";151;168;165;174;209;225;195;169;188;176;151;136;109;89;74;48;53;2480
"351500 Embu das Artes";20756;21221;23302;22118;22591;23747;23000;20186;17670;14491;12426;10007;7266;4691;2811;1576;1505;249364
"351510 Embu-Guaçu";5041;5526;6205;5650;5553;5527;5385;4880;4401;3956;3553;2832;2212;1610;1107;731;746;64915
"351512 Emilianópolis";184;203;215;241;249;221;224;231;232;233;192;159;151;131;109;70;64;3109
"351515 Engenheiro Coelho";1432;1441;1510;1472;1758;1857;1523;1186;1063;933;673;514;411;310;243;162;153;16641
"351518 Espírito Santo do Pinhal";2558;2765;3252;3319;3534;3507;3339;3221;3210;3010;2781;2309;1912;1397;1153;873;975;43115
"351519 Espírito Santo do Turvo";371;385;387;391;410;384;345;298;280;292;237;200;149;109;76;43;48;4405
"355730 Estiva Gerbi";737;749;846;876;928;937;835;805;752;731;631;506;368;246;204;132;127;10410
"351520 Estrela d'Oeste";482;528;571;583;676;698;666;625;598;606;573;462;411;293;263;187;193;8415
"351530 Estrela do Norte";210;200;225;255;242;202;188;188;208;208;162;113;98;78;59;47;47;2730
"351535 Euclides da Cunha Paulista";757;818;933;901;791;712;717;726;711;625;509;426;329;300;232;152;136;9775
"351540 Fartura";1085;1112;1251;1269;1251;1236;1148;1065;1079;1064;1001;851;694;576;430;314;316;15742
"351560 Fernando Prestes";343;335;357;383;444;437;418;404;419;380;346;319;304;255;207;166;168;5685
"351550 Fernandópolis";3638;4021;4543;4866;5199;5333;5159;4871;4922;4831;4538;3864;3111;2570;2063;1483;1624;66636
"351565 Fernão";104;123;127;115;123;128;131;121;107;94;95;83;85;64;47;29;39;1615
"351570 Ferraz de Vasconcelos";14431;14972;16872;16247;16240;15972;14661;13447;12484;10802;9095;7061;4922;3174;2131;1256;1221;174988
"351580 Flora Rica";82;96;148;145;122;111;97;107;142;139;107;97;91;83;63;57;72;1759
"351590 Floreal";104;164;180;221;215;210;193;202;237;241;234;203;182;146;131;95;102;3060
"351600 Flórida Paulista";828;851;956;975;1215;1382;1232;1011;915;836;730;577;543;415;347;259;265;13337
"351610 Florínia";182;206;221;234;209;210;204;193;211;196;184;165;160;106;86;53;55;2875
"351620 Franca";23204;24629;26740;27284;28786;28039;26065;24267;23673;22528;19834;16139;12788;9125;6806;4727;5007;329641
"351630 Francisco Morato";14509;14836;16266;15200;15045;14791;13353;11489;10441;9083;8115;6515;4358;2748;1681;977;920;160327
"351640 Franco da Rocha";10646;11006;12073;11805;13227;14039;12891;10780;9212;7822;6998;5844;4291;2616;1697;1081;1092;137120
"351650 Gabriel Monteiro";156;157;168;182;200;222;186;204;239;214;195;163;142;114;96;71;67;2776
"351660 Gália";430;450;528;547;533;556;555;524;470;432;488;407;355;274;207;169;190;7115
"351670 Garça";2896;3022;3359;3428;3599;3523;3580;3165;3057;2896;2728;2445;1948;1439;1186;880;1069;44220
"351680 Gastão Vidigal";317;289;282;283;502;522;373;272;265;250;220;203;184;149;107;69;69;4356
"351685 Gavião Peixoto";344;360;366;398;441;420;365;344;330;290;230;183;151;100;95;71;71;4559
"351690 General Salgado";661;659;734;810;901;856;794;760;816;842;750;639;531;399;329;221;227;10929
"351700 Getulina";671;743;822;837;947;1097;1082;864;716;661;621;517;435;349;284;206;225;11077
"351710 Glicério";341;344;383;383;344;362;354;352;328;303;287;258;206;157;117;83;93;4695
"351720 Guaiçara";838;837;926;912;985;955;872;808;785;724;631;513;395;301;262;165;168;11077
"351730 Guaimbê";428;431;472;468;456;465;414;377;372;342;306;267;217;208;145;105;111;5584
"351740 Guaíra";2618;2717;2955;2886;3158;3426;3290;2991;2845;2623;2346;1979;1607;1175;857;576;571;38620
"351750 Guapiaçu";1170;1203;1326;1385;1651;1633;1576;1480;1448;1307;1120;942;768;583;464;313;303;18672
"351760 Guapiara";1377;1600;1822;1685;1380;1283;1279;1266;1250;1198;999;819;698;561;455;322;310;18304
"351770 Guará";1693;1796;1778;1711;1697;1783;1708;1462;1309;1217;1088;949;773;542;399;259;290;20454
"351780 Guaraçaí";494;543;618;592;641;624;619;642;633;651;556;506;414;348;311;198;220;8610
"351790 Guaraci";805;773;794;862;939;935;822;709;710;629;547;481;413;316;238;185;177;10335
"351800 Guarani d'Oeste";135;137;143;142;155;148;143;129;148;143;137;108;82;78;79;53;57;2017
"351810 Guarantã";513;542;587;561;563;567;515;454;416;365;372;333;264;192;137;85;110;6576
"351820 Guararapes";1999;2051;2262;2353;2589;2598;2423;2290;2309;2340;2023;1638;1352;1087;910;646;674;31544
"351830 Guararema";1848;2089;2368;2302;2232;2296;2203;1974;1884;1717;1481;1295;1075;748;515;395;444;26866
"351840 Guaratinguetá";7314;7798;8726;9174;9507;9625;9213;8699;8388;8304;7506;6179;4934;3636;2665;1856;2144;115668
"351850 Guareí";878;956;1106;1158;1535;1834;1747;1343;1078;882;746;606;462;350;288;185;182;15336
"351860 Guariba";2936;2902;3056;3169;3539;3696;3148;2671;2514;2303;1946;1479;1087;766;652;488;447;36799
"351870 Guarujá";23720;24409;26593;25641;25708;26107;25186;23334;21812;19567;16853;13245;9822;6889;5065;3273;3361;300585
"351880 Guarulhos";99601;103801;112530;106341;111825;116504;111643;101307;93167;80664;68364;53898;39306;26339;18230;11668;11767;1266955
"351885 Guatapará";567;600;616;623;592;609;557;505;435;425;450;374;298;189;123;89;147;7199
"351890 Guzolândia";359;377;395;398;402;408;387;346;319;307;314;269;202;150;127;80;77;4917
"351900 Herculândia";635;707;725;726;720;740;718;650;630;581;546;401;345;277;219;174;189;8983
"351905 Holambra";816;918;975;956;1003;1054;1081;1018;932;804;714;562;407;264;182;129;146;11961
"351907 Hortolândia";15072;15585;17407;17651;19268;19404;18056;16123;14726;12937;10860;8340;5757;3835;2642;1763;1866;201292
"351910 Iacanga";702;714;793;817;874;898;899;802;712;669;583;540;425;336;253;184;227;10428
"351920 Iacri";436;448;467;488;524;509;462;456;479;471;406;356;309;240;210;145;145;6551
"351925 Iaras";454;453;487;642;562;586;630;611;549;496;449;331;243;145;99;56;48;6841
"351930 Ibaté";2526;2543;2751;2768;3147;3127;2776;2353;2145;2008;1654;1261;940;659;563;350;341;31912
"351940 Ibirá";747;709;761;836;1013;1026;901;749;747;728;714;586;492;408;327;249;315;11308
"351950 Ibirarema";502;542;589;594;547;533;515;477;544;480;381;308;286;233;181;137;142;6991
"351960 Ibitinga";3608;3654;3969;4278;4923;5025;4630;4198;3952;3831;3321;2710;2169;1654;1294;940;963;55119
"351970 Ibiúna";5604;6127;6799;6299;6079;6249;5870;5396;4919;4639;3956;3385;2814;2098;1518;1016;901;73669
"351980 Icém";577;578;604;609;732;733;650;553;515;476;423;376;290;208;161;115;116;7716
"351990 Iepê";539;541;607;639;608;593;570;535;558;551;489;409;325;288;233;168;205;7858
"352000 Igaraçu do Tietê";1712;1763;1883;1987;2166;2105;1986;1819;1853;1723;1454;1075;784;586;453;349;333;24031
"352010 Igarapava";2039;2057;2123;2235;2583;2653;2386;2036;1931;1907;1700;1366;1104;896;726;515;598;28855
"352020 Igaratá";661;737;795;746;712;715;699;657;638;575;533;496;383;287;204;133;136;9107
"352030 Iguape";2152;2566;2685;2380;1926;1983;2099;2095;1991;1946;1756;1551;1305;1138;939;611;589;29712
"352042 Ilha Comprida";655;729;820;687;541;567;595;577;615;681;719;680;591;426;295;162;128;9468
"352044 Ilha Solteira";1503;1532;1842;2045;2039;1819;1866;2046;2067;1911;1757;1534;1306;983;713;437;406;25806
"352040 Ilhabela";2385;2470;2554;2407;2670;2883;2779;2390;2121;1824;1450;1149;847;618;448;289;305;29589
"352050 Indaiatuba";14503;14998;16191;16798;18801;19983;18974;16758;15620;14403;12364;10008;7545;5301;3993;2628;2888;211756
"352060 Indiana";298;306;361;394;434;395;393;366;363;338;295;255;215;181;136;108;101;4939
"352070 Indiaporã";202;235;250;276;305;300;286;265;273;272;304;256;220;194;138;91;122;3989
"352080 Inúbia Paulista";237;248;297;282;313;299;290;272;263;263;237;189;147;129;108;86;91;3751
"352090 Ipaussu";1119;1094;1203;1138;1215;1143;1115;1036;902;896;777;650;545;451;325;236;270;14115
"352100 Iperó";2400;2428;2606;2509;2861;3060;2735;2244;1914;1798;1573;1266;892;617;457;296;271;29927
"352110 Ipeúna";510;530;543;560;568;568;539;475;413;355;313;272;202;155;150;82;88;6323
"352115 Ipiguá";303;308;344;351;370;352;370;340;333;319;285;270;231;173;141;85;92;4667
"352120 Iporanga";369;392;468;427;342;330;334;295;251;236;233;179;132;124;112;92;70;4386
"352130 Ipuã";1095;1245;1238;1203;1374;1427;1308;1127;966;895;747;627;510;329;268;192;167;14718
