"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"351960 Ibitinga";3697;3762;3784;4019;4504;5264;5127;4602;4154;3913;3755;3094;2465;1883;1401;1034;1184;57642
"351970 Ibiúna";5873;5479;5912;6335;6141;6113;6277;5713;5298;4919;4686;3797;3154;2489;1776;1200;1181;76343
"351980 Icém";594;576;586;607;631;772;737;627;518;494;454;388;336;238;168;124;137;7987
"351990 Iepê";543;535;515;564;647;604;587;567;538;572;549;466;368;283;255;186;234;8013
"352000 Igaraçu do Tietê";1699;1675;1730;1779;1965;2145;2013;1906;1747;1829;1640;1351;928;670;494;362;428;24361
"352010 Igarapava";2055;2050;2099;2142;2314;2656;2597;2268;1935;1877;1845;1574;1216;975;775;587;700;29665
"352020 Igaratá";678;639;703;725;723;713;709;685;637;639;578;536;468;326;244;157;166;9326
"352030 Iguape";2209;2083;2348;2214;2167;1833;2049;2164;2136;2025;2007;1746;1528;1193;1046;787;764;30299
"352042 Ilha Comprida";709;697;667;721;655;527;626;669;652;726;810;835;718;537;373;239;179;10340
"352044 Ilha Solteira";1471;1562;1523;1719;1895;1985;1788;1925;2110;2052;1868;1695;1436;1232;869;591;537;26258
"352040 Ilhabela";2596;2440;2642;2703;2574;2909;3005;2796;2341;2108;1759;1355;1076;752;543;369;384;32352
"352050 Indaiatuba";15685;15342;16238;17493;18716;20939;21359;19551;16965;15862;14383;11984;9456;6748;4598;3333;3574;232226
"352060 Indiana";299;290;290;341;385;435;376;384;351;359;326;269;226;190;155;106;129;4911
"352070 Indiaporã";200;197;229;220;265;294;290;283;264;281;273;301;229;201;172;107;136;3942
"352080 Inúbia Paulista";243;243;246;293;281;324;291;292;282;263;259;228;174;132;118;89;116;3874
"352090 Ipaussu";1136;1118;1079;1168;1118;1268;1108;1096;1002;843;873;730;598;471;385;248;313;14554
"352100 Iperó";2701;2579;2628;2881;2793;3224;3267;2775;2230;1932;1818;1544;1225;764;532;375;359;33627
"352110 Ipeúna";566;543;573;568;615;618;595;534;472;416;349;301;261;173;136;128;103;6951
"352115 Ipiguá";322;309;314;350;368;394;363;391;351;362;332;289;283;216;157;122;116;5039
"352120 Iporanga";385;337;334;377;384;315;324;323;282;233;218;218;155;114;111;90;100;4300
"352130 Ipuã";1153;1135;1347;1266;1278;1461;1418;1277;1082;913;862;677;574;442;264;217;220;15586
"352140 Iracemápolis";1547;1547;1607;1692;1775;2161;2202;1753;1614;1488;1383;1193;886;593;475;337;383;22636
"352150 Irapuã";551;551;519;566;579;756;693;585;496;468;461;429;361;268;181;129;169;7762
"352160 Irapuru";340;375;406;527;699;925;938;710;529;476;483;392;378;303;241;215;223;8160
"352170 Itaberá";1329;1239;1251;1485;1460;1320;1376;1175;1215;1279;1163;999;837;603;472;326;351;17880
"352180 Itaí";1943;1829;1827;1966;1964;2183;2328;2239;1964;1787;1661;1308;1065;722;494;347;413;26040
"352190 Itajobi";788;801;873;946;1061;1224;1166;1151;1051;1081;1038;953;852;718;517;400;495;15115
"352200 Itaju";252;269;284;304;275;336;320;239;226;192;202;174;177;127;90;72;77;3616
"352210 Itanhaém";7713;7227;7113;7250;6859;6374;6583;6683;6307;6004;5987;5867;5239;4136;3042;2021;1984;96389
"352215 Itaóca";237;213;224;286;255;190;209;231;262;221;203;207;150;121;117;83;111;3320
"352220 Itapecerica da Serra";13736;12941;13566;15043;14318;15159;15275;13496;12378;10755;8638;7291;5600;3910;2319;1454;1506;167385
"352230 Itapetininga";11547;11157;12209;12697;12870;13529;13613;12201;10517;9514;9102;8192;6342;4858;3289;2483;2918;157038
"352240 Itapeva";7352;6951;7434;7942;7953;7540;7423;7021;6166;5805;5551;4438;3474;2700;1887;1342;1477;92456
"352250 Itapevi";20124;18498;19455;20969;20125;20034;19800;17819;15717;13756;10976;9250;6701;4654;2730;1757;1570;223935
"352260 Itapira";4053;4040;4411;5088;5710;6063;6155;5552;5233;5268;4905;4489;3689;2763;2022;1501;1882;72824
"352265 Itapirapuã Paulista";385;343;408;381;358;308;304;305;277;227;177;176;125;145;79;62;67;4127
"352270 Itápolis";2450;2455;2722;2861;3248;3598;3534;3199;3090;2984;2839;2390;1911;1619;1233;954;1142;42229
"352280 Itaporanga";1151;1098;1082;1066;1065;1062;1194;1068;940;944;971;932;766;604;413;325;367;15048
"352290 Itapuí";1040;1013;993;1006;1060;1145;1113;979;895;843;794;739;577;389;255;232;266;13339
"352300 Itapura";346;326;338;351;395;357;346;378;358;318;306;245;213;160;115;77;87;4716
"352310 Itaquaquecetuba";31432;29004;30833;33130;32026;31797;29886;27074;24332;22162;18214;15473;11065;7228;4390;2566;2524;353136
"352320 Itararé";3744;3501;3819;4187;4339;4006;3874;3579;3466;3172;2948;2576;2110;1588;1138;836;1031;49914
"352330 Itariri";1620;1475;1425;1498;1469;1180;1229;1147;1065;974;824;766;566;497;436;270;315;16756
"352340 Itatiba";7322;7206;7925;8547;8697;10203;10324;9342;8285;7860;7210;6168;4826;3461;2424;1737;2052;113589
"352350 Itatinga";1740;1631;1621;1680;1736;1793;1629;1447;1317;1179;1056;889;658;459;367;254;295;19751
"352360 Itirapina";1042;1059;1224;1282;1637;1970;1761;1463;1206;1052;926;704;575;423;319;248;298;17189
"352370 Itirapuã";521;483;505;518;526;500;464;468;417;349;350;298;286;222;157;109;138;6311
"352380 Itobi";526;508;542;560;624;710;653;612;479;495;511;454;362;260;197;137;166;7796
"352390 Itu";11703;11281;11768;12933;13402;14440;14771;13671;12259;11232;10354;8801;6712;5094;3273;2407;2966;167067
"352400 Itupeva";4484;4270;4276;4472;4503;5180;5324;4750;3881;3452;2934;2344;1735;1207;764;539;547;54662
"352410 Ituverava";2583;2575;2705;2967;3055;3253;3512;3202;2754;2643;2625;2445;1970;1613;1153;887;951;40893
"352420 Jaborandi";469;465;489;482;558;639;585;478;458;461;417;359;268;250;168;161;148;6855
"352430 Jaboticabal";4565;4510;5101;5272;5812;6449;6368;5992;5245;5070;4816;4486;3636;2791;2069;1522;1918;75622
"352440 Jacareí";16000;15557;15997;17229;17332;18124;18746;18226;16639;15662;14224;12423;10337;7647;5056;3436;3628;226263
"352450 Jaci";438;446;452;502;511;585;615;554;477;453;425;330;238;181;117;101;94;6519
"352460 Jacupiranga";1488;1402;1383;1459;1457;1255;1292;1319;1160;1167;1096;880;744;567;444;282;373;17768
"352470 Jaguariúna";3646;3571;3626;4052;4108;4762;4935;4410;3870;3345;2998;2628;2041;1536;1115;757;880;52280
"352480 Jales";2659;2723;2727;3045;3347;3669;3852;3768;3530;3624;3593;3144;2648;2156;1648;1257;1322;48712
"352490 Jambeiro";447;424;463;484;512;493;508;472;430;408;396;316;231;188;134;104;109;6119
"352500 Jandira";9695;9128;9570;10488;10184;10959;11062;9849;8533;7880;6512;5326;3928;2623;1448;870;894;118949
"352510 Jardinópolis";3228;3109;3163;3332;3400;3591;3438;3147;2738;2705;2446;2145;1800;1344;890;650;762;41888
"352520 Jarinu";2087;1959;2049;2113;2275;2253;2430;2166;2083;1793;1552;1328;1162;906;573;414;485;27628
"352530 Jaú";9461;9481;9774;10133;10689;12049;12580;11638;10201;9435;9127;8249;6531;4763;3314;2581;3374;143380
"352540 Jeriquara";267;248;261;258;250;279;257;237;245;206;153;145;116;95;63;55;59;3194
"352550 Joanópolis";825;823;841;805;1001;1062;1033;902;892;843;828;755;643;499;369;272;328;12721
"352560 João Ramalho";338;336;313;337;385;401;328;351;304;314;283;222;142;123;77;76;77;4407
"352570 José Bonifácio";2225;2202;2423;2602;2931;3140;3066;2818;2420;2433;2228;1992;1492;1213;897;660;793;35535
"352580 Júlio Mesquita";308;288;383;378;400;368;375;341;304;325;258;242;195;188;115;91;116;4675
"352585 Jumirim";200;201;263;236;283;328;272;257;197;212;169;156;111;79;69;50;69;3152
"352590 Jundiaí";25099;25069;25545;27025;28639;33372;35926;33717;29440;27950;26008;23320;18500;14377;10391;7892;9624;401894
"352600 Junqueirópolis";1141;1173;1191;1308;1449;1736;1682;1595;1436;1483;1288;1143;965;767;615;473;594;20039
"352610 Juquiá";1515;1403;1458;1726;1480;1275;1328;1354;1277;1181;1130;1063;929;697;558;389;445;19208
"352620 Juquitiba";2530;2319;2462;2744;2478;2392;2267;2345;2136;2091;1763;1523;1225;895;605;404;408;30587
"352630 Lagoinha";282;280;322;335;405;308;329;339;346;381;338;279;248;225;190;144;174;4925
"352640 Laranjal Paulista";1769;1758;1897;2020;2048;2295;2271;2066;1850;1743;1725;1590;1284;1026;733;546;759;27380
"352650 Lavínia";278;277;356;577;664;1857;2168;1448;848;593;419;337;252;194;168;124;134;10694
"352660 Lavrinhas";625;586;540;637;591;600;590;528;495;425;392;328;253;170;113;84;85;7042
"352670 Leme";7311;7057;7208;7828;8252;9072;8905;7683;6622;6289;5870;4835;4054;3072;2085;1454;1767;99364
"352680 Lençóis Paulista";4646;4466;4706;5095;5279;5666;5876;5339;4588;4505;4142;3468;2760;2036;1337;1003;1163;66075
"352690 Limeira";19195;18936;19843;21683;22597;25559;25510;23476;21360;20496;19412;17395;13530;9771;6749;4891;5714;296117
"352700 Lindóia";553;544;478;549;547;623;608;582;560;532;431;395;367;233;192;138;173;7505
"352710 Lins";4624;4677;4870;5410;5653;6243;6531;5883;5362;5205;4983;4459;3660;2781;1969;1600;2037;75947
"352720 Lorena";6087;5983;6134;6442;6823;7229;7149;6667;5797;5589;5543;4886;4009;3138;2191;1471;1800;86938
"352725 Lourdes";121;118;129;140;180;153;183;169;158;183;148;147;119;104;84;55;51;2242
"352730 Louveira";3464;3396;3383;3602;3833;4786;4692;3911;2996;2554;2196;1697;1273;874;585;427;488;44157
"352740 Lucélia";1222;1240;1434;1443;1591;1779;1745;1721;1540;1514;1393;1193;965;783;639;431;525;21158
"352750 Lucianópolis";162;150;164;191;161;164;206;184;146;124;95;144;151;127;80;51;56;2356
"352760 Luís Antônio";1088;1046;1087;1252;1294;1306;1235;1010;852;806;763;587;409;294;187;134;139;13489
"352770 Luiziânia";377;381;373;425;449;545;513;396;316;339;363;277;211;163;140;116;132;5516
"352780 Lupércio";359;328;318;365;358;338;361;334;269;282;301;225;220;178;116;85;94;4531
"352790 Lutécia";168;172;201;189;228;209;213;190;169;181;174;144;136;99;93;61;80;2707
"352800 Macatuba";1210;1179;1219;1293;1360;1425;1391;1253;1142;1158;1169;927;661;515;389;296;362;16949
"352810 Macaubal";466;492;433;468;556;604;645;563;551;594;567;510;457;339;299;227;235;8006
"352820 Macedônia";200;203;224;221;264;247;271;270;253;288;270;259;236;177;134;97;109;3723
"352830 Magda";170;185;148;194;208;225;232;240;233;229;251;213;187;162;127;98;86;3188
"352840 Mairinque";3435;3301;3459;3710;3708;3691;3716;3526;3225;3193;2897;2455;1871;1444;982;646;665;45924
"352850 Mairiporã";6175;6053;7113;7861;7641;7565;7566;7707;7246;6450;6031;4930;3753;2799;1708;1089;1072;92759
"352860 Manduri";697;675;617;660;745;744;774;707;666;645;645;505;439;353;290;205;208;9575
"352870 Marabá Paulista";246;247;310;360;442;896;700;496;378;309;291;228;156;140;100;78;79;5456
"352880 Maracaí";905;896;958;1002;1067;1180;1124;1032;980;977;937;816;633;503;348;242;257;13857
"352885 Marapoama";152;147;187;201;204;252;264;205;227;185;194;172;150;127;79;57;84;2887
"352890 Mariápolis";270;275;238;289;333;374;348;284;225;276;288;204;195;137;110;96;112;4054
"352900 Marília";14124;13946;14797;16731;17437;18892;19094;18196;16916;16072;15191;13705;11157;8602;6259;4742;5816;231677
"352910 Marinópolis";104;101;152;147;173;153;144;152;185;175;160;156;97;84;55;44;53;2135
"352920 Martinópolis";1580;1596;1720;1911;2034;2122;2263;1908;1801;1809;1682;1464;1078;935;716;505;632;25756
"352930 Matão";4894;4843;5135;5741;6382;7327;6968;6523;5741;5749;5542;4876;3854;2753;1874;1397;1648;81247
"352940 Mauá";33202;31611;33441;37850;37513;42460;41355;37035;32773;30542;26632;22303;17032;11764;7511;5163;4827;453014
"352950 Mendonça";293;313;313;389;382;496;448;376;311;385;361;270;239;195;148;122;133;5174
"352960 Meridiano";225;219;225;259;272;305;307;298;287;280;288;260;174;136;140;104;107;3886
"352965 Mesópolis";137;135;104;143;135;142;119;142;139;154;130;118;93;80;56;47;45;1919
"352970 Miguelópolis";1660;1592;1704;1658;1750;1779;1880;1695;1511;1407;1254;1145;835;716;483;286;326;21681
"352980 Mineiros do Tietê";886;864;901;977;1033;974;1064;930;847;813;805;745;597;414;259;244;310;12663
"353000 Mira Estrela";168;171;194;180;202;197;180;195;242;219;190;254;191;169;88;79;83;3002
"352990 Miracatu";1850;1661;1649;1788;1643;1368;1435;1416;1321;1290;1163;996;841;663;514;378;377;20353
"353010 Mirandópolis";1470;1518;1584;1779;2050;2272;2676;2735;2402;2079;2038;1588;1375;1126;855;666;751;28964
"353020 Mirante do Paranapanema";1208;1209;1274;1286;1321;1344;1278;1223;1245;1361;1229;1046;816;677;542;410;457;17926
"353030 Mirassol";3517;3507;3615;3863;4291;4780;4630;4722;4372;4341;3959;3366;2730;2105;1471;1131;1404;57804
"353040 Mirassolândia";303;302;305;338;334;341;349;360;294;335;292;269;234;196;173;122;122;4669
"353050 Mococa";4287;4257;4478;4679;5298;5496;5748;5181;4746;4576;4496;4234;3442;2675;1905;1340;1646;68484
"353060 Mogi das Cruzes";32040;30546;32425;34624;33562;35562;35410;33440;30140;28198;25957;22133;17090;12499;8643;6107;6607;424983
"353070 Mogi Guaçu";9436;9331;9683;10743;11691;12673;12881;11690;10369;10152;9601;8394;6729;5136;3534;2404;2608;147055
"353080 Mogi Mirim";5613;5624;5810;6236;7013;7502;7671;7124;6601;6438;6164;5529;4448;3398;2320;1709;2041;91241
"353090 Mombuca";271;253;232;275;286;291;278;247;242;244;205;175;123;92;92;58;67;3431
"353100 Monções";118;122;113;124;125;184;155;169;170;147;214;146;121;110;82;61;67;2228
"353110 Mongaguá";4122;3806;3692;4091;3622;3713;3729;3778;3411;3249;3369;3215;2861;2255;1695;1064;1039;52711
"353120 Monte Alegre do Sul";459;471;470;510;565;585;603;552;579;554;563;525;344;317;231;177;229;7734
"353130 Monte Alto";2822;2812;2914;3390;3657;4037;4225;3770;3539;3544;3290;3077;2522;1924;1376;1084;1356;49339
"353140 Monte Aprazível";1468;1547;1511;1474;1750;2093;2077;1860;1663;1672;1521;1343;1147;868;710;538;639;23881
"353150 Monte Azul Paulista";1160;1135;1166;1354;1510;1646;1562;1370;1354;1394;1270;1142;901;736;550;420;510;19180
"353160 Monte Castelo";205;205;255;271;297;317;293;314;268;306;299;291;236;195;150;109;154;4165
"353180 Monte Mor";4371;4140;4153;4758;4692;5002;4745;4683;4094;3500;2984;2520;2057;1509;1026;669;728;55631
"353170 Monteiro Lobato";297;300;329;317;325;308;310;314;319;305;309;279;223;174;140;103;116;4468
"353190 Morro Agudo";2608;2493;2441;2611;2679;2971;2955;2520;2081;1931;1719;1357;1072;844;556;405;378;31621
"353200 Morungaba";905;880;938;1021;1033;1091;1099;1092;921;833;748;652;547;449;324;193;224;12950
"353205 Motuca";321;317;332;304;388;381;387;376;296;313;319;272;205;137;107;68;80;4603
"353210 Murutinga do Sul";223;229;262;287;288;279;289;278;331;352;352;274;268;220;173;136;161;4402
"353215 Nantes";244;228;250;243;241;259;225;229;234;212;157;139;98;74;67;45;38;2983
"353220 Narandiba";357;354;383;349;422;381;355;360;318;351;268;235;161;134;85;69;76;4658
"353230 Natividade da Serra";455;410;397;498;469;429;465;458;437;519;466;427;395;276;253;185;202;6741
"353240 Nazaré Paulista";1151;1070;1231;1396;1400;1472;1381;1336;1259;1276;1092;1009;796;648;507;389;378;17791
"353250 Neves Paulista";408;414;461;517;569;704;749;669;667;685;673;602;495;427;340;261;316;8957
"353260 Nhandeara";573;615;591;642;730;892;860;811;764;858;848;784;649;556;416;324;356;11269
"353270 Nipoã";356;372;321;341;405;517;442;408;334;312;263;188;185;135;111;82;82;4854
"353280 Nova Aliança";438;446;405;491;472;517;501;508;427;428;435;395;292;248;204;170;193;6570
"353282 Nova Campina";854;756;840;971;893;722;753;646;632;570;500;369;273;202;142;105;84;9312
"353284 Nova Canaã Paulista";90;89;95;113;119;122;119;159;146;144;176;155;144;110;91;67;66;2005
"353286 Nova Castilho";94;93;70;90;94;74;90;69;100;104;73;64;57;46;39;31;30;1218
"353290 Nova Europa";858;836;791;792;810;904;918;823;748;632;611;493;416;298;211;151;181;10473
"353300 Nova Granada";1358;1327;1341;1580;1585;1820;1784;1649;1409;1351;1317;1097;863;731;548;429;518;20707
"353310 Nova Guataporanga";129;133;138;155;139;165;151;150;171;122;185;175;143;102;70;76;76;2280
"353320 Nova Independência";307;304;285;288;321;318;329;288;235;210;174;175;116;81;70;47;65;3613
"353330 Nova Luzitânia";275;277;281;283;280;332;379;309;271;240;185;214;148;135;90;62;92;3853
"353340 Nova Odessa";3678;3626;3792;4210;4544;4873;5126;4601;4249;4089;3663;3190;2434;1831;1138;902;928;56874
"353325 Novais";480;464;444;432;543;612;478;414;326;260;218;167;119;133;86;75;94;5345
"353350 Novo Horizonte";2562;2564;2701;2715;2956;3371;3208;2961;2750;2734;2494;2332;1893;1420;1092;816;955;39524
"353360 Nuporanga";473;466;471;523;574;672;553;522;479;518;484;441;324;257;165;133;186;7241
"353370 Ocauçu";310;300;296;300;309;368;317;283;276;281;301;249;200;172;128;82;108;4280
"353380 Óleo";153;147;178;177;187;157;162;159;172;170;204;188;164;137;88;77;81;2601
"353390 Olímpia";3476;3465;3439;3480;3996;4600;4540;4010;3650;3518;3322;3022;2540;2116;1531;1124;1436;53265
"353400 Onda Verde";289;286;323;322;322;364;315;310;316;314;257;237;143;147;110;71;83;4209
"353410 Oriente";360;373;420;434;469;562;513;425;428;462;477;402;314;227;194;149;192;6401
"353420 Orindiúva";517;479;496;552;578;637;610;551;501;417;314;281;189;133;108;80;84;6527
"353430 Orlândia";2735;2716;2988;3165;3421;3718;3717;3253;2943;2992;2828;2364;1849;1419;990;737;791;42626
"353440 Osasco";49381;47812;50486;54725;53457;60308;61607;57573;50785;47312;41649;35578;27621;20541;13498;9536;10105;691974
"353450 Oscar Bressane";157;156;132;138;159;185;168;182;180;205;178;152;161;160;111;81;97;2602
"353460 Osvaldo Cruz";1643;1702;1874;2092;2313;2963;2523;2312;2229;2194;2217;2078;1779;1427;1106;878;1037;32367
"353470 Ourinhos";7505;7406;7483;7821;8418;8858;8816;8330;7730;7590;7153;6157;5279;4077;2981;2025;2495;110124
"353480 Ouro Verde";606;594;614;591;650;697;649;567;573;562;524;441;361;261;245;185;198;8318
"353475 Ouroeste";636;655;631;685;747;832;845;727;680;652;642;480;399;357;230;205;204;9607
"353490 Pacaembu";665;682;697;863;953;1358;1599;1263;982;954;882;775;580;487;421;361;399;13921
"353500 Palestina";778;831;709;800;937;1052;1097;909;809;810;762;696;558;455;388;302;361;12254
"353510 Palmares Paulista";995;950;961;1095;1151;1474;1303;1002;817;686;578;436;322;226;153;128;106;12383
"353520 Palmeira d'Oeste";496;496;564;588;621;636;610;684;671;727;728;690;537;475;376;315;303;9517
"353530 Palmital";1390;1368;1326;1545;1531;1628;1563;1642;1543;1500;1518;1347;1181;1023;731;519;649;22004
"353540 Panorama";1257;1171;1175;1206;1276;1234;1176;1138;1112;1012;858;754;640;513;367;263;268;15420
"353550 Paraguaçu Paulista";3001;2891;3015;3306;3604;3742;3795;3427;3279;3068;2844;2368;1876;1561;1121;792;993;44683
"353560 Paraibuna";1281;1218;1274;1434;1447;1511;1307;1290;1244;1225;1161;1016;834;618;513;338;340;18051
"353570 Paraíso";426;408;370;462;488;483;572;437;434;423;401;360;282;220;193;145;174;6278
"353580 Paranapanema";1511;1406;1511;1713;1612;1564;1607;1499;1374;1241;1159;973;746;499;382;276;286;19359
"353590 Paranapuã";231;228;288;290;295;276;290;339;286;273;262;245;203;165;134;99;102;4006
"353600 Parapuã";618;628;692;707;804;873;805;802;790;733;758;721;552;489;378;317;363;11030
"353610 Pardinho";500;454;488;500;474;472;411;452;440;425;358;291;277;195;159;125;106;6127
"353620 Pariquera-Açu";1465;1381;1433;1590;1545;1507;1506;1576;1251;1222;1162;956;787;657;502;363;426;19329
"353625 Parisi";119;123;123;130;144;169;166;138;132;166;131;158;119;97;86;51;75;2127
"353630 Patrocínio Paulista";1095;1051;1050;1059;1175;1129;1140;1020;968;945;829;748;623;451;313;234;260;14090
"353640 Paulicéia";525;480;530;555;603;594;570;568;506;480;410;333;277;212;155;88;105;6991
"353650 Paulínia";7276;7274;7491;7420;7776;8738;8960;8775;7804;6736;5861;4604;3650;2448;1560;1025;1141;98539
"353657 Paulistânia";109;98;141;150;134;142;136;162;131;142;101;91;94;67;56;40;35;1829
"353660 Paulo de Faria";595;585;627;668;704;757;742;641;596;607;569;465;369;326;234;187;212;8884
"353670 Pederneiras";3275;3188;3257;3627;3779;3693;3694;3470;3284;2857;2722;2300;1840;1365;955;725;866;44897
"353680 Pedra Bela";391;375;379;462;462;473;474;474;450;387;361;333;319;261;163;121;136;6021
"353690 Pedranópolis";135;143;162;147;159;169;199;190;187;169;172;200;160;125;82;57;93;2549
"353700 Pedregulho";1222;1206;1205;1230;1363;1500;1356;1306;1045;990;976;862;661;560;395;272;315;16464
"353710 Pedreira";2840;2818;3055;3310;3472;4123;4115;3824;3409;3191;3005;2475;1914;1392;1026;750;905;45624
"353715 Pedrinhas Paulista";180;175;189;231;238;245;195;232;230;225;247;208;134;123;80;58;69;3059
"353720 Pedro de Toledo";930;843;858;869;845;709;740;773;760;693;658;602;508;407;308;231;221;10955
"353730 Penápolis";3864;3880;3894;4131;4586;4767;4967;4640;4427;4190;4219;3742;3163;2465;1891;1409;1692;61927
"353740 Pereira Barreto";1765;1757;1566;1728;1967;2025;1823;1945;1897;1922;1671;1366;1170;1003;797;577;655;25634
"353750 Pereiras";615;607;602;615;660;697;662;582;546;484;542;439;384;286;185;140;179;8225
"353760 Peruíbe";5177;4792;4732;4996;4767;4356;4449;4620;4375;4072;3949;3728;3434;2660;2061;1497;1593;65258
"353770 Piacatu";374;393;364;393;453;488;447;403;398;374;406;306;260;226;172;141;141;5739
"353780 Piedade";3846;3700;3793;4391;4343;4256;4272;4010;3807;3646;3550;3067;2425;1893;1436;1021;1074;54530
"353790 Pilar do Sul";2078;1965;2194;2244;2402;2289;2168;2087;1917;1838;1693;1543;1148;969;755;473;509;28272
"353800 Pindamonhangaba";11618;11228;11773;12730;12838;13457;14140;12881;11193;10224;9756;8779;7247;5049;3197;2209;2394;160713
"353810 Pindorama";1013;1039;1020;1107;1207;1368;1396;1236;1168;1110;1000;879;789;682;451;374;505;16344
"353820 Pinhalzinho";924;892;967;1048;1075;1117;1074;1060;936;875;958;948;748;656;483;323;358;14442
"353830 Piquerobi";222;234;238;235;293;275;259;237;261;303;267;214;163;150;130;79;104;3664
"353850 Piquete";865;894;921;909;1074;1085;999;960;939;984;1098;948;715;595;404;263;351;14004
"353860 Piracaia";1734;1662;1738;2093;2081;2092;2047;2095;2021;1854;1661;1508;1198;995;704;534;614;26631
"353870 Piracicaba";25123;24790;26458;28781;29689;33260;35208;31577;27479;25607;24766;21582;17979;13808;9367;6867;8673;391014
"353880 Piraju";1901;1907;2051;2118;2191;2322;2180;2090;1960;2004;2074;1807;1543;1163;819;674;736;29540
"353890 Pirajuí";1329;1367;1535;1726;1843;2496;2471;1990;1588;1512;1478;1414;1118;827;623;520;698;24535
"353900 Pirangi";624;630;658;767;834;883;964;839;767;852;723;677;580;477;337;254;324;11190
"353910 Pirapora do Bom Jesus";1619;1467;1617;1766;1538;1500;1352;1435;1211;1096;904;672;531;392;262;158;180;17700
"353920 Pirapozinho";1730;1704;1787;2013;2158;2245;1928;1968;1930;2018;1792;1462;1129;883;679;534;612;26572
"353930 Pirassununga";4735;4727;4770;5269;5528;5975;6255;5578;5072;5046;5117;4352;3491;2983;2035;1549;1956;74438
"353940 Piratininga";779;773;886;942;906;1013;1102;1102;892;831;837;811;665;533;343;273;403;13091
"353950 Pitangueiras";3081;2891;3163;3314;3355;3444;3470;2919;2439;2455;2011;1607;1201;955;745;545;603;38198
"353960 Planalto";390;383;390;362;396;440;418;405;322;336;299;251;192;119;94;77;77;4951
"353970 Platina";276;255;248;263;234;268;253;265;235;225;217;193;151;122;82;64;79;3430
"353980 Poá";8711;8297;8533;9534;9465;10095;9789;8962;8135;7562;6744;5870;4523;3037;1901;1249;1257;113664
"353990 Poloni";403;418;359;358;422;531;495;392;369;345;355;326;249;224;210;162;213;5831
"354000 Pompéia";1325;1313;1393;1544;1446;1698;1846;1839;1500;1449;1386;1259;1039;778;579;417;535;21346
"354010 Pongaí";164;173;192;207;230;287;261;232;250;236;261;275;204;160;127;95;127;3481
"354020 Pontal";3969;3774;3778;4016;4087;4869;4632;3965;3109;2658;2182;1662;1204;813;565;437;483;46203
"354025 Pontalinda";339;334;301;308;353;416;378;345;288;285;257;227;178;158;108;76;82;4433
"354030 Pontes Gestal";155;160;163;191;200;202;201;188;151;168;187;154;134;103;99;59;64;2579
"354040 Populina";248;253;234;263;299;323;313;298;272;282;283;300;241;183;153;149;144;4238
"354050 Porangaba";604;587;635;622;671;680;617;656;611;636;674;593;538;425;344;206;226;9325
"354060 Porto Feliz";3510;3439;3614;3990;4005;4464;4497;3999;3656;3546;3376;2844;2138;1695;1145;821;1074;51813
"354070 Porto Ferreira";3717;3659;3740;3829;4183;4635;4615;4209;3849;3702;3538;3110;2324;1831;1402;1050;1264;54657
"354075 Potim";1658;1588;1673;1902;1906;2729;2668;1938;1583;1256;1050;906;585;482;313;172;180;22589
"354080 Potirendaba";1007;1065;1092;1065;1242;1464;1465;1237;1096;1116;1124;945;790;617;487;404;487;16703
"354085 Pracinha";104;110;154;191;343;964;550;349;227;142;118;96;79;61;39;29;35;3591
"354090 Pradópolis";1502;1505;1499;1518;1613;1969;1957;1589;1295;1215;1081;980;747;533;378;269;257;19907
"354100 Praia Grande";23097;21638;22362;23521;22598;23182;24519;23603;20863;18901;17621;16281;13915;10425;7588;5258;5337;300709
"354105 Pratânia";383;367;428;432;447;463;412;393;365;295;295;206;187;119;79;77;77;5025
"354110 Presidente Alves";280;274;244;280;292;357;322;316;293;276;271;236;217;157;122;88;126;4151
"354120 Presidente Bernardes";684;691;793;855;1000;959;942;899;943;1082;1015;899;703;620;536;351;481;13453
"354130 Presidente Epitácio";3048;2980;3106;3191;3369;3475;3429;3390;3017;3019;2878;2410;1938;1431;1062;788;873;43404
"354140 Presidente Prudente";13770;13870;14320;15141;16523;17802;17936;17412;16085;16126;15036;13002;10662;8234;6094;4549;5310;221872
"354150 Presidente Venceslau";2187;2230;2302;2646;2743;3038;3091;3246;2911;2929;2830;2312;2004;1634;1114;924;1093;39234
"354160 Promissão";2773;2741;2812;2815;3127;3187;3107;3027;2758;2578;2408;2028;1583;1311;1010;715;785;38765
"354165 Quadra";282;281;250;238;270;241;281;257;255;273;239;182;182;128;106;62;67;3594
"354170 Quatá";1026;1013;971;1010;1127;1129;1094;1071;1003;957;808;700;557;380;328;235;274;13683
"354180 Queiroz";254;244;283;284;247;265;280;256;213;189;159;129;103;83;80;54;56;3179
"354190 Queluz";931;849;998;950;1032;1111;1131;1071;895;842;726;583;501;365;237;177;232;12631
"354200 Quintana";412;397;430;467;469;557;523;492;482;441;366;359;291;237;209;137;161;6430
