"Município";"De 0 a 4 anos";"De 5 a 9 anos";"De 10 a 14 anos";"De 15 a 19 anos";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"350180 Américo de Campos";319;338;333;339;386;409;472;433;428;380;424;430;392;276;230;183;197;5969
"350190 Amparo";4028;4022;4028;4409;4938;5525;6108;6121;5373;5053;4719;4502;3953;3138;2307;1652;2319;72195
"350200 Analândia";361;347;323;315;330;377;406;390;314;320;283;288;272;207;170;129;163;4995
"350210 Andradina";3250;3284;3229;3340;3808;4182;4492;4420;4416;4152;3989;3787;3193;2505;1976;1409;1725;57157
"350220 Angatuba";1828;1808;1716;1731;1870;2042;2018;1890;1735;1662;1630;1491;1210;937;682;442;536;25228
"350230 Anhembi";557;548;488;463;513;529;500;505;487;434;401;364;324;222;151;108;130;6724
"350240 Anhumas";267;273;263;272;287;309;338;299;291;277;298;248;207;159;121;89;117;4115
"350250 Aparecida";2312;2340;2343;2329;2465;2810;3036;2931;2573;2474;2414;2238;1941;1407;1031;670;843;36157
"350260 Aparecida d'Oeste";201;214;206;217;244;269;271;247;295;325;355;304;279;256;178;144;191;4196
"350270 Apiaí";1848;1768;1574;1649;1909;1924;1718;1764;1728;1715;1513;1380;1161;937;714;477;595;24374
"350275 Araçariguama";2055;1956;1838;1830;1900;1875;1922;1696;1545;1368;1141;999;810;541;388;241;259;22364
"350280 Araçatuba";11168;11368;11269;11364;13003;14160;15761;16147;15251;14378;14042;12980;11000;8682;6321;4413;5709;197016
"350290 Araçoiaba da Serra";2370;2372;2185;2160;2498;2575;2574;2553;2509;2505;2385;2099;1744;1320;950;625;722;34146
"350300 Aramina";325;338;336;341;386;439;481;456;382;365;386;380;292;230;177;138;168;5620
"350310 Arandu";425;416;383;393;475;528;481;466;488;425;399;395;350;269;183;131;150;6357
"350315 Arapeí";171;169;158;155;174;193;188;171;160;170;181;170;123;89;65;55;77;2469
"350320 Araraquara";13463;13796;13996;14322;16113;18015;20422;20172;18224;15818;15312;14617;12473;10007;7427;4900;6995;236072
"350330 Araras";8170;8222;8116;8277;9568;10700;11666;11344;10004;9080;8702;8199;6995;5304;3882;2600;3407;134236
"350335 Arco-Íris";104;109;97;85;104;132;133;135;127;129;138;118;120;80;68;55;57;1791
"350340 Arealva";485;494;493;514;535;565;593;589;565;543;623;640;535;423;365;256;342;8560
"350350 Areias";313;297;262;269;296;314;284;266;280;268;253;219;188;122;89;70;96;3886
"350360 Areiópolis";872;813;788;883;907;939;1005;871;803;798;684;553;415;293;203;144;158;11129
"350370 Ariranha";653;654;640;663;734;748;866;790;705;646;568;500;438;366;262;170;265;9668
"350380 Artur Nogueira";3860;3769;3732;4035;4315;4322;4701;4615;3988;3597;3311;2924;2310;1775;1296;857;1001;54408
"350390 Arujá";6669;6461;6214;6697;7227;7321;7538;7446;6670;5828;5395;4760;4099;3098;1964;1147;1290;89824
"350395 Aspásia";92;96;98;101;105;129;139;122;115;139;174;146;115;86;64;50;51;1822
"350400 Assis";6218;6352;6437;6445;7062;7869;8846;8336;7744;7044;6925;6485;5619;4415;3227;2292;3070;104386
"350410 Atibaia";9157;9078;8858;9329;10061;10593;11632;11541;10756;9611;8945;8696;7523;5780;4258;3028;3915;142761
"350420 Auriflama";792;829;845;869;950;1225;1258;1173;1109;1044;1105;1030;847;671;545;388;509;15189
"350430 Avaí";392;400;375;360;422;488;431;380;369;344;335;319;257;195;134;88;114;5403
"350440 Avanhandava";902;883;916;1042;1233;1325;1594;1244;920;808;740;610;489;337;251;158;197;13649
"350450 Avaré";6097;5995;5870;6047;6440;6909;7475;7198;6836;5987;5543;5228;4576;3654;2647;1780;2373;90655
"350460 Bady Bassitt";1101;1083;1051;1135;1344;1350;1350;1374;1407;1333;1187;1039;904;645;462;332;405;17502
"350470 Balbinos";47;46;64;128;246;565;1931;1378;660;265;131;92;65;45;25;20;27;5735
"350480 Bálsamo";498;516;503;478;587;650;689;704;680;636;666;631;503;431;318;247;331;9068
"350490 Bananal";802;789;730;710;801;812;789;792;781;713;695;636;532;434;356;236;337;10945
"350500 Barão de Antonina";268;265;239;220;228;249;258;224;245;203;209;226;206;146;106;79;98;3469
"350510 Barbosa";528;515;488;507;574;572;575;521;537;481;496;449;341;268;214;150;186;7402
"350520 Bariri";2279;2260;2242;2421;2627;2633;2826;2767;2426;2210;2192;2141;1826;1416;1052;788;1158;35264
"350530 Barra Bonita";1878;1925;1919;2022;2295;2605;2842;2938;2874;2704;2712;2528;2096;1614;1217;854;1103;36126
"350535 Barra do Chapéu";503;468;384;375;446;440;434;437;387;377;332;308;260;190;141;111;131;5724
"350540 Barra do Turvo";692;641;512;483;555;555;504;497;515;473;444;428;391;324;241;196;208;7659
"350550 Barretos";7541;7604;7474;7513;8327;9554;10566;10212;9153;8245;7890;7481;6250;4829;3600;2584;3275;122098
"350560 Barrinha";2800;2643;2554;2660;2769;2805;3075;2844;2340;1990;1721;1425;1112;772;534;346;422;32812
"350570 Barueri";20760;20021;19574;20971;22933;22352;23840;23347;20679;18094;16398;13864;11163;8354;5464;3055;3313;274182
"350580 Bastos";1372;1362;1319;1339;1421;1550;1582;1539;1484;1483;1541;1409;1111;835;626;432;548;20953
"350590 Batatais";3850;3833;3828;4088;4494;4924;5120;5100;4574;3905;3894;3718;3380;2677;1944;1331;1848;62508
"350600 Bauru";23173;23004;23224;24962;26883;28163;31014;31475;28575;25297;24025;22690;19622;15388;11161;7739;10423;376818
"350610 Bebedouro";4649;4608;4478;4722;5352;5900;6271;6145;5733;5399;5088;4761;4264;3397;2582;1768;2379;77496
"350620 Bento de Abreu";211;212;195;198;235;237;237;246;213;212;203;154;124;99;73;56;75;2980
"350630 Bernardino de Campos";700;709;681;651;750;861;839;769;764;738;727;718;584;504;394;314;445;11148
"350635 Bertioga";5732;5309;5022;5378;5497;4775;5001;4765;4562;4168;3679;3012;2322;1634;1084;655;654;63249
"350640 Bilac";379;406;430;488;552;596;643;658;613;604;570;519;459;368;275;200;274;8034
"350650 Birigui";7404;7584;7589;7657;8558;9272;9920;10157;9681;9210;8628;7572;6352;4967;3603;2507;2977;123638
"350660 Biritiba-Mirim";2569;2425;2262;2366;2536;2545;2601;2472;2230;2165;2038;1784;1367;1125;887;575;651;32598
"350670 Boa Esperança do Sul";1148;1107;1040;1075;1231;1217;1203;1197;1085;956;926;824;634;487;322;220;251;14923
"350680 Bocaina";809;813;811;874;928;971;1047;1081;953;804;770;678;534;437;305;201;313;12329
"350690 Bofete";873;822;730;743;818;833;797;791;789;792;858;767;661;517;383;281;275;11730
"350700 Boituva";4455;4348;4239;4431;4776;5032;5523;5286;4619;4040;3658;3105;2503;1873;1307;844;958;60997
"350710 Bom Jesus dos Perdões";1896;1809;1746;1924;2070;2070;2141;2140;1858;1730;1533;1367;1065;718;575;377;429;25448
"350715 Bom Sucesso de Itararé";385;350;307;313;359;347;286;282;266;255;229;179;135;99;66;45;51;3954
"350720 Borá";55;55;49;44;70;84;70;87;67;55;44;48;48;24;14;10;13;837
"350730 Boracéia";367;372;354;321;362;397;395;365;311;298;275;252;205;177;150;97;125;4823
"350740 Borborema";952;961;988;1059;1069;1172;1326;1296;1189;1072;1071;1049;871;668;485;347;471;16046
"350745 Borebi";211;201;191;187;203;204;198;188;193;173;172;152;123;101;54;44;58;2653
"350750 Botucatu";9641;9561;9376;9686;10501;11085;12094;12172;11037;9582;8873;8349;7326;5884;4291;2934;4105;146497
"350760 Bragança Paulista";10460;10381;10199;10871;12483;13210;14024;14056;13156;11502;10557;9999;8760;6629;4950;3229;4202;168668
"350770 Braúna";375;397;398;378;394;407;473;452;375;357;335;302;292;228;171;150;202;5686
"350775 Brejo Alegre";174;172;170;199;228;226;232;238;240;188;174;162;143;108;80;64;67;2865
"350780 Brodowski";1633;1628;1592;1785;1971;2088;2099;1918;1714;1624;1596;1422;1167;928;664;477;633;24939
"350790 Brotas";1729;1696;1637;1676;1855;1965;1966;1915;1768;1597;1479;1369;1156;855;652;473;615;24403
"350800 Buri";1814;1710;1540;1516;1570;1557;1468;1397;1314;1225;1090;1019;850;637;465;325;381;19878
"350810 Buritama";1080;1109;1048;971;1134;1279;1356;1320;1249;1247;1198;1120;942;700;571;380;440;17144
"350820 Buritizal";281;279;274;277;304;336;358;355;317;291;298;282;247;194;154;100;134;4481
"350830 Cabrália Paulista";296;297;276;283;318;359;315;324;296;301;278;243;217;158;121;82;100;4264
"350840 Cabreúva";4139;3898;3755;4035;4267;4137;4222;4078;3558;3221;2859;2329;1678;1317;966;594;654;49707
"350850 Caçapava";6420;6384;6154;6180;6787;7135;7634;7785;7117;6411;5883;5475;4663;3662;2732;1767;2074;94263
"350860 Cachoeira Paulista";2291;2240;2147;2141;2311;2521;2705;2722;2489;2179;2058;2009;1708;1326;984;656;840;33327
"350870 Caconde";1290;1256;1164;1251;1396;1421;1377;1307;1265;1190;1292;1235;1030;822;665;440;584;18985
"350880 Cafelândia";1123;1139;1085;1060;1232;1357;1430;1409;1303;1175;1116;1055;957;772;563;411;580;17767
"350890 Caiabu";244;247;243;255;288;326;334;278;261;298;327;291;223;178;137;112;149;4191
"350900 Caieiras";7609;7435;7082;7345;8255;8447;8703;8337;7662;6971;6485;5477;4209;3053;2021;1153;1226;101470
"350910 Caiuá";330;344;331;346;373;415;457;414;400;485;451;450;313;265;189;141;170;5874
"350920 Cajamar";6309;6048;5866;6216;6809;6709;6792;6460;5785;4987;4206;3449;2641;1832;1177;756;759;76801
"350925 Cajati";2506;2351;2033;2010;2269;2265;2097;2085;2080;1819;1609;1423;1185;965;700;529;623;28549
"350930 Cajobi";582;595;610;681;728;882;935;855;705;687;687;679;562;448;344;246;316;10542
"350940 Cajuru";1886;1861;1774;1776;1975;2152;2166;2016;1816;1652;1603;1458;1210;916;715;499;692;26167
"350945 Campina do Monte Alegre";446;428;399;429;447;444;459;454;412;402;413;372;270;232;164;106;147;6024
"350950 Campinas";72518;72734;74210;79769;89063;91902;102575;103840;93320;81394;75905;69073;61044;48104;34937;23322;30363;1204073
"350960 Campo Limpo Paulista";6268;6126;5874;5871;6425;6882;7251;7053;6217;5626;5082;4640;3966;2984;1915;1170;1300;84650
"350970 Campos do Jordão";3832;3697;3523;3795;4242;4269;4197;4171;4021;3683;3350;2831;2247;1614;1118;683;815;52088
"350980 Campos Novos Paulista";375;370;344;348;371;372;348;372;341;309;316;282;210;200;157;118;132;4965
"350990 Cananéia";997;936;814;833;961;935;852;862;928;824;741;701;634;519;383;279;341;12540
"350995 Canas";488;462;437;400;406;415;430;408;330;294;287;247;178;137;86;63;70;5138
"351000 Cândido Mota";2004;2013;1929;1895;2152;2363;2491;2255;2172;2111;2157;2038;1741;1340;989;701;929;31280
"351010 Cândido Rodrigues";129;136;153;169;157;203;250;196;183;181;202;209;166;122;129;87;121;2793
"351015 Canitar";477;434;411;463;446;409;394;396;381;322;261;259;185;143;98;65;72;5216
"351020 Capão Bonito";3582;3400;3137;3335;3671;3796;3635;3498;3415;3135;2874;2594;2185;1698;1297;884;1002;47138
"351030 Capela do Alto";1541;1464;1393;1558;1707;1766;1755;1578;1507;1358;1293;1140;894;640;488;301;323;20706
"351040 Capivari";4042;3990;3912;4010;4232;4546;4775;4564;4231;3719;3418;2892;2397;1798;1254;856;1132;55768
"351050 Caraguatatuba";9200;8768;8169;8415;9199;9217;9302;9418;9218;8392;7667;6593;5753;4559;3247;2126;2289;121532
"351060 Carapicuíba";31076;29900;29317;31040;32228;31445;34141;34491;30779;26787;22981;19124;16278;12928;8589;5009;4814;400927
"351070 Cardoso";763;770;715;664;738;864;960;916;865;847;892;853;744;575;440;340;380;12326
"351080 Casa Branca";1824;1818;1800;1976;2232;2349;2598;2685;2300;1964;1976;1782;1530;1209;868;611;858;30380
"351090 Cássia dos Coqueiros";145;146;138;152;171;198;171;184;157;171;172;178;148;133;88;70;101;2523
"351100 Castilho";1509;1523;1392;1278;1475;1619;1672;1562;1606;1546;1397;1230;1014;774;559;383;467;21006
"351110 Catanduva";6895;7029;6915;6891;7983;9016;10003;10145;9175;8453;8402;7716;6754;5433;4037;2898;4117;121862
"351120 Catiguá";490;487;496;528;545;594;631;667;603;531;536;490;384;292;207;130;193;7804
"351130 Cedral";516;528;528;562;601;637;725;709;722;631;626;563;512;399;352;247;379;9237
"351140 Cerqueira César";1456;1448;1416;1418;1463;1661;1595;1411;1361;1302;1181;1070;939;759;568;405;532;19985
"351150 Cerquilho";3145;3177;3156;3278;3717;3792;4290;4098;3769;3258;3049;2795;2421;1851;1262;841;1050;48949
"351160 Cesário Lange";1333;1281;1255;1324;1479;1428;1555;1489;1358;1190;1031;933;772;616;473;304;327;18148
"351170 Charqueada";1207;1194;1174;1213;1346;1489;1534;1371;1238;1144;960;920;762;570;426;287;355;17190
"355720 Chavantes";892;882;825;813;923;909;919;963;894;839;769;720;650;495;373;258;294;12418
"351190 Clementina";686;665;682;665;645;773;907;753;533;435;432;392;306;247;188;117;191;8617
"351200 Colina";1129;1141;1134;1182;1310;1467;1628;1512;1307;1201;1205;1164;945;719;554;374;496;18468
"351210 Colômbia";413;407;382;403;481;551;532;503;478;429;382;359;286;216;167;116;105;6210
"351220 Conchal";2075;2003;1961;2137;2353;2484;2561;2279;1906;1658;1597;1383;1168;881;645;443;516;28050
"351230 Conchas";1307;1302;1218;1177;1234;1252;1311;1273;1211;1138;1181;1125;980;714;536;405;532;17896
"351240 Cordeirópolis";1660;1615;1624;1807;1946;1977;2110;1985;1814;1626;1469;1297;1115;853;634;422;574;24528
"351250 Coroados";418;415;382;348;423;485;497;474;462;439;372;345;314;250;171;110;153;6058
"351260 Coronel Macedo";326;313;281;282;331;340;331;295;310;338;326;346;277;199;154;104;128;4681
"351270 Corumbataí";256;257;249;275;302;309;342;306;277;280;270;252;213;162;124;79;102;4055
"351280 Cosmópolis";5436;5365;5275;5470;5783;6087;6500;6254;5405;4557;4160;3621;2826;2059;1433;948;1073;72252
"351290 Cosmorama";372;377;364;403;469;480;541;586;497;496;531;492;450;390;323;234;302;7307
"351300 Cotia";19169;18642;17677;18299;20059;20123;21148;21571;19256;16505;14835;12754;10416;7604;4964;2928;3260;249210
"351310 Cravinhos";2394;2356;2309;2501;2766;2867;2987;2864;2535;2320;2166;1977;1751;1248;891;600;760;35292
"351320 Cristais Paulista";589;564;542;575;617;711;742;702;610;548;531;548;478;332;213;147;182;8631
"351330 Cruzália";103;111;112;104;119;133;157;150;149;138;175;179;129;107;69;58;80;2073
"351340 Cruzeiro";5526;5475;5299;5310;5883;6301;6553;6618;6119;5301;5186;5063;4402;3321;2361;1575;1945;82238
"351350 Cubatão";9961;9728;9715;10389;10698;10644;11136;10924;9670;8504;7973;6724;5302;3740;2399;1574;1624;130705
"351360 Cunha";1305;1278;1187;1343;1547;1704;1562;1581;1578;1613;1627;1428;1166;876;694;520;538;21547
"351370 Descalvado";1972;1979;1951;2013;2302;2576;2875;2808;2484;2335;2171;2075;1780;1456;1093;773;1075;33718
"351380 Diadema";31181;30425;30547;33031;34641;33549;36364;36091;32680;29028;25782;21328;17414;12977;8593;4993;5260;423884
"351385 Dirce Reis";102;107;95;78;96;133;136;121;132;129;141;139;109;77;74;62;62;1793
"351390 Divinolândia";570;576;561;592;725;876;866;833;787;803;817;787;712;592;406;279;364;11146
"351400 Dobrada";745;723;732;773;781;741;801;757;603;479;446;389;302;239;175;109;134;8929
"351410 Dois Córregos";2075;2034;1984;1908;2032;2150;2243;2192;1921;1664;1530;1408;1185;953;748;512;776;27315
"351420 Dolcinópolis";104;105;108;119;123;149;141;131;177;149;153;163;136;119;82;73;83;2115
"351430 Dourado";503;508;511;543;575;668;695;673;632;603;581;590;532;401;321;212;325;8873
"351440 Dracena";2349;2452;2473;2551;2943;3482;3900;3918;3555;3344;3245;3104;2733;2149;1654;1240;1701;46793
"351450 Duartina";696;699;695;714;762;928;937;933;902;871;898;830;727;597;444;328;484;12445
"351460 Dumont";673;669;691;777;819;859;946;836;681;593;557;495;423;322;202;136;189;9868
"351470 Echaporã";395;398;374;347;414;432;419;415;394;403;442;422;318;290;235;162;242;6102
"351480 Eldorado";1394;1290;1092;1125;1280;1198;1046;1038;1002;937;905;813;667;544;429;337;397;15494
"351490 Elias Fausto";1249;1203;1167;1310;1415;1404;1580;1466;1309;1216;1138;943;808;562;401;273;328;17772
"351492 Elisiário";230;227;227;224;281;292;326;313;287;257;210;179;167;146;104;73;108;3651
"351495 Embaúba";139;142;144;159;159;178;205;205;169;152;172;163;139;112;79;60;75;2452
"351500 Embu das Artes";22193;21406;20628;21711;23371;22580;23297;23237;21129;18001;15290;12287;10360;7730;5100;2910;2496;273726
"351510 Embu-Guaçu";5273;5164;4917;5256;5686;5469;5591;5427;5132;4582;4093;3620;3093;2258;1634;1060;1130;69385
"351512 Emilianópolis";180;186;189;188;200;248;244;212;229;239;227;221;175;143;126;96;111;3214
"351515 Engenheiro Coelho";1722;1700;1804;1960;1851;1683;1963;1921;1450;1114;997;795;549;440;333;228;263;20773
"351518 Espírito Santo do Pinhal";2520;2558;2547;2764;3145;3337;3611;3474;3256;3158;3092;2779;2422;1882;1444;968;1373;44330
"351519 Espírito Santo do Turvo";399;379;354;366;392;419;399;355;321;291;285;275;203;153;102;68;68;4829
"355730 Estiva Gerbi";767;750;726;751;856;924;978;926;813;795;753;702;551;395;252;164;201;11304
"351520 Estrela d'Oeste";457;460;459;490;530;587;669;646;627;609;601;581;482;380;327;210;304;8419
"351530 Estrela do Norte";199;204;198;174;196;237;227;190;182;186;199;187;131;83;66;47;60;2766
"351535 Euclides da Cunha Paulista";700;674;609;618;706;746;699;656;676;691;664;544;415;322;239;199;213;9371
"351540 Fartura";1075;1072;989;954;1088;1184;1226;1189;1093;1075;1111;1040;902;679;514;386;459;16036
"351560 Fernando Prestes";324;338;324;307;338;394;455;427;400;392;399;353;312;293;265;195;267;5783
"351550 Fernandópolis";3516;3619;3705;3975;4353;4897;5467;5527;5132;4905;4979;4657;4132;3317;2538;1926;2471;69116
"351565 Fernão";114;105;98;107;112;123;143;140;146;124;104;92;86;68;65;41;48;1716
"351570 Ferraz de Vasconcelos";15712;15125;14439;15480;17288;16853;16622;15488;13786;12612;11383;9362;7495;5319;3356;1994;1962;194276
"351580 Flora Rica";62;72;64;65;88;97;97;99;88;101;120;123;85;81;74;59;89;1464
"351590 Floreal";90;96;113;155;161;199;204;208;198;220;241;238;219;175;143;105;152;2917
"351600 Flórida Paulista";806;826;833;966;1161;1271;1561;1456;1132;927;857;756;604;452;394;270;368;14640
"351610 Florínia";157;156;151;162;171;190;178;189;193;190;195;183;169;139;110;64;79;2676
"351620 Franca";23865;23413;23314;25123;26876;28079;29171;27286;24998;23363;22637;20702;17246;13318;9808;6327;7661;353187
"351630 Francisco Morato";15657;14740;13691;14277;15626;15238;15137;13974;12059;10406;9362;7961;6870;4859;2864;1661;1462;175844
"351640 Franco da Rocha";11979;11539;11395;12423;13187;12960;14306;13961;11977;9789;8230;6786;5771;4311;2781;1522;1572;154489
"351650 Gabriel Monteiro";137;145;143;141;154;172;200;220;181;221;250;208;172;135;112;81;104;2776
"351660 Gália";385;372;340;352;417;469;495;501;500;480;422;391;408;316;268;182;250;6548
"351670 Garça";2801;2799;2715;2755;3024;3295;3546;3462;3377;2981;2934;2650;2382;1942;1391;961;1375;44390
"351680 Gastão Vidigal";309;314;349;369;337;357;564;464;313;256;264;228;187;165;136;95;101;4808
"351685 Gavião Peixoto";354;340;325;340;354;415;440;380;330;334;311;245;183;147;112;71;108;4789
"351690 General Salgado";602;618;609;585;668;809;890;800;757;765;821;781;658;518;385;269;334;10869
"351700 Getulina";687;669;664;798;889;889;963;1048;976;762;646;617;541;402;319;233;306;11409
"351710 Glicério";346;344;323;305;347;370;333;351;345;353;319;285;249;193;139;95;118;4815
"351720 Guaiçara";884;865;814;829;944;976;1029;946;859;811;779;679;559;416;295;216;267;12168
"351730 Guaimbê";418;414;384;373;411;442;470;461;374;348;359;331;284;222;169;146;159;5765
"351740 Guaíra";2648;2620;2530;2629;2910;3044;3347;3420;3170;2901;2732;2405;2065;1589;1154;765;861;40790
"351750 Guapiaçu";1281;1300;1313;1388;1509;1612;1869;1732;1651;1545;1496;1278;1046;837;633;439;525;21454
"351760 Guapiara";1260;1217;1072;1097;1258;1326;1189;1168;1183;1193;1181;1065;838;676;548;396;490;17157
"351770 Guará";1734;1642;1595;1686;1644;1631;1635;1667;1523;1301;1200;1087;918;722;515;331;389;21220
"351780 Guaraçaí";451;454;438;461;510;540;612;593;604;615;623;608;493;427;316;253;325;8323
"351790 Guaraci";819;830;790;750;813;923;979;908;747;689;697;579;487;397;307;210;263;11188
"351800 Guarani d'Oeste";129;132;124;114;119;135;152;145;134;125;143;136;124;85;61;59;83;2000
"351810 Guarantã";516;491;455;478;518;533;562;529;455;411;373;342;338;248;170;114;131;6664
"351820 Guararapes";1929;1982;1955;1946;2167;2425;2679;2564;2373;2281;2337;2245;1784;1378;1068;792;1034;32939
"351830 Guararema";2003;1965;1878;2107;2376;2389;2412;2454;2209;1957;1887;1655;1366;1131;845;517;647;29798
"351840 Guaratinguetá";7352;7361;7274;7634;8516;9384;9907;9801;9055;8509;8259;7836;6602;5070;3728;2486;3024;121798
"351850 Guareí";890;865;922;1253;1663;1865;2320;2172;1738;1246;1003;767;607;437;302;215;255;18520
"351860 Guariba";3070;2961;2907;3001;3203;3393;3694;3520;2835;2447;2299;2003;1573;1141;799;534;725;40105
"351870 Guarujá";24337;23702;22794;23677;25600;25401;25606;25104;23471;21673;20007;17296;14185;10469;7231;4658;5248;320459
"351880 Guarulhos";105018;101256;98993;108028;116309;111243;115054;112658;103408;92745;83333;69131;56168;41858;28249;17189;18542;1379182
"351885 Guatapará";602;576;528;533;574;632;591;576;524;488;422;420;399;295;215;118;163;7656
"351890 Guzolândia";368;367;358;353;370;412;430;402;374;352;339;306;275;204;140;99;118;5267
"351900 Herculândia";653;625;611;667;689;740;736;726;692;635;632;575;485;323;274;196;267;9526
"351905 Holambra";992;981;1009;1096;1061;1099;1223;1292;1269;1154;1010;808;676;501;332;193;234;14930
"351907 Hortolândia";16395;15933;15720;17405;19725;20295;21293;19643;17385;15314;13719;11626;9494;6867;4367;2692;2978;230851
"351910 Iacanga";758;767;769;779;855;913;977;973;947;818;711;629;525;448;314;231;296;11710
"351920 Iacri";376;389;379;369;386;451;500;453;403;415;460;450;379;303;226;165;217;6321
"351925 Iaras";442;468;498;467;610;1015;817;971;977;817;670;545;394;236;154;81;78;9240
"351930 Ibaté";2659;2592;2559;2706;2975;3031;3242;2983;2559;2144;1999;1772;1333;947;645;432;526;35104
"351940 Ibirá";776;791;787;764;852;971;1107;1018;852;737;770;727;656;488;390;294;413;12393
"351950 Ibirarema";541;542;514;537;600;641;575;578;546;505;556;425;318;265;232;165;213;7753
"351960 Ibitinga";3738;3806;3846;3859;4219;4806;5436;5158;4549;4095;3857;3546;2852;2160;1590;1116;1400;60033
"351970 Ibiúna";5914;5665;5232;5569;6144;6148;6210;6171;5588;5274;4997;4570;3577;2809;2107;1406;1497;78878
"351980 Icém";594;588;578;596;628;668;782;723;590;496;475;421;350;278;191;128;157;8243
"351990 Iepê";532;533;504;484;568;639;608;592;570;551;575;531;425;325;250;203;269;8159
"352000 Igaraçu do Tietê";1642;1649;1631;1655;1767;1948;2085;1960;1835;1724;1758;1550;1196;808;566;395;505;24674
"352010 Igarapava";2038;2044;2071;2141;2217;2383;2636;2505;2162;1874;1831;1730;1424;1085;840;626;825;30432
"352020 Igaratá";669;648;608;647;698;720;719;702;663;635;650;588;513;404;276;190;204;9534
"352030 Iguape";2206;2107;1897;1951;2007;2059;1914;2131;2195;2164;2095;2017;1738;1407;1085;874;1010;30857
"352042 Ilha Comprida";732;736;622;592;677;633;583;703;747;759;866;942;887;653;467;301;266;11166
"352044 Ilha Solteira";1392;1513;1540;1447;1604;1847;1985;1870;1991;2096;2030;1825;1608;1369;1100;726;743;26686
"352040 Ilhabela";2767;2602;2555;2789;2856;2772;3039;3040;2720;2300;2032;1661;1277;966;657;443;494;34970
"352050 Indaiatuba";16518;16258;16261;17511;19240;20600;22461;22105;19662;17018;15821;14030;11414;8537;5854;3801;4536;251627
"352060 Indiana";281;287;271;278;338;388;420;373;368;349;350;302;245;201;163;122;149;4885
"352070 Indiaporã";190;192;192;204;213;262;287;287;283;271;283;275;275;210;178;136;159;3897
"352080 Inúbia Paulista";241;247;238;247;291;295;320;296;298;281;259;253;214;157;120;97;137;3991
"352090 Ipaussu";1141;1121;1089;1063;1148;1164;1249;1099;1057;936;825;832;679;522;400;295;351;14971
"352100 Iperó";2947;2829;2713;2887;3153;3082;3429;3318;2738;2216;1933;1780;1497;1063;652;428;468;37133
"352110 Ipeúna";602;589;573;599;615;662;651;590;524;470;411;336;292;226;149;114;143;7546
